,AXIS_SYMBOL,PAIR_SYMBOL,OPEN_DATE,SIGMA,OPEN_CAT,AXIS_SYMB_OPEN_PRI,AXIS_SYMB_LOT,AXIS_OPEN_MOUNT,PAIR_SYMB_OPEN_PRI,PAIR_SYMB_LOT,PAIR_OPEN_MOUNT,LOT_DIFF(%),CLOSE_DATE,OPEN_DAYS,CLOSE_CAT,AXIS_SYMB_CLOSE_PRI,PAIR_SYMB_CLOSE_PRI,AXIS_CLOSE_MOUNT,PAIR_CLOSE_MOUNT,TOTAL,COMMISSION_N,COMMISSION_CREDIT,PROFIT,PL
0,4530,8411,2017-04-04,2.49,SELL,6450,100,645000,200.0,3200,640000.0,0.78,2017-04-11,7,STOP_PROFIT_OVER_RATIO,5900,195.0,590000,624000.0,39000.0,1540.0000000000002,739,36721.0,2.86
1,4530,8411,2017-07-06,-2.09,BUY,5350,100,535000,208.9,2600,543140.0,1.52,2017-07-24,18,SL_MAX_DAY_OVER,5200,197.0,520000,512200.0,15940.000000000015,1540.0000000000002,1595,12805.000000000015,1.19
2,4530,8411,2017-10-12,2.28,SELL,5660,100,566000,198.3,2900,575070.0,1.6,2017-10-19,7,STOP_LOSS_OVER_RATIO,6040,200.9,604000,582610.0,-30460.000000000015,1540.0000000000002,657,-32657.000000000015,-2.86
3,4530,8411,2017-10-20,3.4,SELL,6080,100,608000,199.3,3100,617830.0,1.62,2017-11-06,17,SL_MAX_DAY_OVER,6260,208.0,626000,644800.0,8969.999999999964,1540.0000000000002,1713,5716.999999999964,0.47
4,4530,8411,2017-11-07,2.55,SELL,6370,100,637000,202.3,3100,627130.0,1.55,2017-11-24,17,SL_MAX_DAY_OVER,6010,197.3,601000,611630.0,20500.0,1540.0000000000002,1766,17194.0,1.36
5,4530,8411,2018-01-24,2.01,SELL,7640,100,764000,215.7,3500,754950.0,1.18,2018-02-05,12,STOP_LOSS_OVER_RATIO,7630,205.0,763000,717500.0,-36449.99999999996,1540.0000000000002,1498,-39487.99999999996,-2.6
6,4530,8411,2018-02-06,2.41,SELL,7330,100,733000,199.0,3700,736300.0,0.45,2018-02-22,16,SL_MAX_DAY_OVER,7250,198.1,725000,732970.0,4669.999999999979,1540.0000000000002,1932,1197.999999999979,0.08
7,4530,8411,2018-02-27,2.04,SELL,7720,100,772000,202.7,3800,770260.0,0.23,2018-03-15,16,STOP_LOSS_OVER_RATIO,7980,195.5,798000,742900.0,-53359.999999999956,1540.0000000000002,2028,-56927.999999999956,-3.69
8,4530,8411,2018-03-16,2.08,SELL,7950,100,795000,195.1,4100,799910.0,0.62,2018-04-02,17,STOP_LOSS_OVER_RATIO,8220,191.4,822000,784740.0,-42169.999999999956,1540.0000000000002,2229,-45938.999999999956,-2.88
9,4530,8411,2018-04-06,2.09,SELL,8380,100,838000,190.6,4400,838640.0,0.08,2018-04-12,6,STOP_PROFIT_OVER_RATIO,8090,194.3,809000,854920.0,45280.00000000007,1540.0000000000002,827,42913.00000000007,2.56
10,4530,8411,2018-06-01,2.12,SELL,9070,100,907000,190.0,4800,912000.0,0.55,2018-06-19,18,STOP_LOSS_OVER_RATIO,9650,190.5,965000,914400.0,-55600.0,1540.0000000000002,2691,-59831.0,-3.29
11,4530,8411,2018-06-20,2.24,SELL,9730,100,973000,190.0,5100,969000.0,0.41,2018-07-09,19,STOP_PROFIT_OVER_RATIO,8560,186.0,856000,948600.0,96600.0,1540.0000000000002,3033,92027.0,4.74
12,4530,8411,2018-10-15,-2.13,BUY,6980,100,698000,192.2,3600,691920.0,0.87,2018-10-23,8,STOP_LOSS_OVER_RATIO,6550,193.5,655000,696600.0,-47680.000000000044,1540.0000000000002,914,-50134.000000000044,-3.61
13,4530,8411,2018-10-24,-2.86,BUY,6530,100,653000,192.2,3400,653480.0,0.07,2018-11-02,9,STOP_LOSS_OVER_RATIO,6190,194.7,619000,661980.0,-42500.0,1540.0000000000002,966,-45006.0,-3.44
14,4530,8411,2018-11-05,-2.23,BUY,6290,100,629000,194.1,3200,621120.0,1.25,2018-11-08,3,STOP_PROFIT_OVER_RATIO,6850,195.8,685000,626560.0,50559.99999999994,1540.0000000000002,308,48711.99999999994,3.9
15,4530,8411,2019-05-07,-2.09,BUY,4775,200,955000,174.4,5500,959200.0,0.44,2019-05-21,14,STOP_PROFIT_OVER_RATIO,4560,158.0,912000,869000.0,47200.00000000003,1540.0000000000002,2203,43457.00000000003,2.27
16,4530,8411,2019-08-05,-2.11,BUY,4020,200,804000,155.6,5200,809120.0,0.64,2019-08-15,10,STOP_PROFIT_OVER_RATIO,4135,152.1,827000,790920.0,41200.0,1540.0000000000002,1326,38334.0,2.38
