,SYM_A,SYM_A_NAME,SYM_A_INDUSTRY,SYM_B,SYM_B_NAME,SYM_B_INDUSTRY,CORR_3M,CORR_1Y,COINT_3M,COINT_1Y,OPEN_A,CLOSE_A,OPEN_B,CLOSE_B,SIGMA,ABS_SIGMA,DEV_RATE,AXIS_LOT_SIZE,PAIR_LOT_SIZE,LOT_SIZE_DIFF,total_profit,average_profit,average_pl,total_times,plus_times,minus_times,pl_times
487,7327,第四北越フィナンシャルグループ,銀行業,7984,コクヨ,その他製品,0.9033433367143008,0.9183118805397514,0.0612843624036899,0.06947344811085658,2634.0,2622.0,1461.0,1472.0,-1.000730007804886,1.000730007804886,-3.1,300,500,6.43,111251.0,55626.0,3.38,2,2,0,100.0
276,4188,三菱ケミカルホールディングス,化学,8601,大和証券グループ本社,証券、商品先物取引業,0.9292340344146528,0.9109292293458641,0.028017239848865567,0.003587269677198504,761.8,762.6,482.4,487.6,-0.9989969919738576,0.9989969919738576,-1.82,1300,2000,1.63,123009.0,6474.0,0.38,19,10,9,52.63
350,5803,フジクラ,非鉄金属,6995,東海理化電機製作所,輸送用機器,0.9199520505184472,0.9121939083338532,0.6469485517356508,0.10609041569978687,410.0,410.0,1791.0,1804.0,0.9981157723438452,0.9981157723438452,4.4,2200,500,0.0,-304414.0,-14496.0,-0.81,21,10,11,47.62
250,5393,ニチアス,ガラス・土石製品,7762,シチズン時計,精密機器,0.9327567982881024,0.9108913937411786,0.02774181033392168,0.4022782159591031,1800.0,1835.0,528.0,534.0,-0.9975017923578408,0.9975017923578408,-1.97,500,1700,1.06,316710.0,19794.0,1.08,16,11,5,68.75
103,7211,三菱自動車工業,輸送用機器,8309,三井住友トラスト・ホールディングス,銀行業,0.9538949639999612,0.9064035537819392,0.36965741497795385,0.1464518269945499,467.0,468.0,3769.0,3770.0,-0.9933957584948112,0.9933957584948112,-2.4,1600,200,0.69,21888.0,1288.0,0.07,17,9,8,52.94
381,5802,住友電気工業,非鉄金属,7278,エクセディ,輸送用機器,0.9159505548670172,0.9090313861679384,0.7476736953759154,0.3084042379038701,1341.0,1347.5,2084.0,2092.0,0.9853004005195476,0.9853004005195476,2.15,600,400,3.38,249185.0,14658.0,0.86,17,11,6,64.71
437,1820,西松建設,建設業,9505,北陸電力,電気・ガス業,0.9105718081643472,0.92326255270814,0.04318203904965926,0.046178572611904375,1938.0,1950.0,733.0,731.0,-0.9793585022921076,0.9793585022921076,-3.24,500,1300,2.53,-5932.0,-297.0,-0.03,20,8,12,40.0
66,5019,出光興産,石油・石炭製品,8002,丸紅,卸売業,0.9586264148491108,0.9497615163751568,0.006057617220404455,0.017723801374260068,2992.0,3045.0,694.9,694.1,0.9736145199525891,0.9736145199525891,2.81,300,1300,1.22,-278244.0,-13250.0,-0.7,21,8,13,38.1
432,5991,日本発條,金属製品,7211,三菱自動車工業,輸送用機器,0.9109232598318321,0.9092601593359968,0.4981900145164646,0.3460767893437514,805.0,815.0,467.0,468.0,0.97038566980327,0.97038566980327,2.95,1200,2100,0.49,173353.0,10835.0,0.6,16,9,7,56.25
14,6752,パナソニック,電気機器,8242,エイチ・ツー・オー　リテイリング,小売業,0.973429501693048,0.9107666724168716,1.385135960673787e-05,0.7328793941691246,880.4,883.6,1176.0,1187.0,0.9568861020141566,0.9568861020141566,1.41,1100,800,2.35,77211.0,3861.0,0.19,20,12,8,60.0
517,4182,三菱瓦斯化学,化学,9810,日鉄物産,卸売業,0.9001864268373064,0.9016228478323048,0.4070327023727023,0.2221909423638862,1397.0,1408.0,4265.0,4250.0,0.9520413840221948,0.9520413840221948,3.42,600,200,0.61,-302817.0,-23294.0,-1.71,13,5,8,38.46
456,5233,太平洋セメント,ガラス・土石製品,9956,バローホールディングス,小売業,0.907870467344326,0.9493518226758904,0.7608414160902159,0.0948156705127804,2781.0,2803.0,1801.0,1815.0,0.9504980167494508,0.9504980167494508,4.81,300,500,7.92,-5559.0,-428.0,-0.08,13,8,5,61.54
416,2531,宝ホールディングス,食料品,7846,パイロットコーポレーション,その他製品,0.9122256819188468,0.900952429404582,0.009086272199702207,0.4948816334659386,1023.0,1053.0,3875.0,3910.0,-0.950394320974028,0.950394320974028,-2.39,700,200,5.74,-355135.0,-17757.0,-1.08,20,7,13,35.0
57,7186,コンコルディア・フィナンシャルグループ,銀行業,8359,八十二銀行,銀行業,0.960029182140827,0.9000227915551636,0.27102934849885,0.7288636515834368,407.0,410.0,427.0,429.0,0.9387785629642552,0.9387785629642552,2.28,2400,2300,0.27,-1672.0,-80.0,-0.01,21,11,10,52.38
137,6674,ジーエス・ユアサ　コーポレーション,電気機器,8377,ほくほくフィナンシャルグループ,銀行業,0.9477626267827686,0.919573029889202,0.19604247165456545,0.12134467761294465,1853.0,1842.0,1015.0,1023.0,-0.9284961969652556,0.9284961969652556,-2.45,500,900,0.03,13534.0,752.0,-0.06,18,8,10,44.44
322,4202,ダイセル,化学,7211,三菱自動車工業,輸送用機器,0.9231707299078872,0.9363375190417664,0.5593283201722173,0.22627839726005286,901.0,898.0,467.0,468.0,0.9271238171159812,0.9271238171159812,2.23,1100,2100,0.51,-61879.0,-4760.0,-0.22,13,6,7,46.15
238,6371,椿本チエイン,機械,7762,シチズン時計,精密機器,0.9342200518673546,0.9312688530136846,0.00704572606408576,0.2441030308517884,3295.0,3360.0,528.0,534.0,-0.9252479221808232,0.9252479221808232,-1.97,200,1300,3.3,244249.0,12855.0,0.78,19,13,6,68.42
166,7167,めぶきフィナンシャルグループ,銀行業,7211,三菱自動車工業,輸送用機器,0.9428257954200596,0.9140931909786416,0.4749753376110643,0.6932327513723315,261.0,261.0,467.0,468.0,0.922441283982034,0.922441283982034,1.91,3800,2100,0.92,2525.0,140.0,0.02,18,10,8,55.56
336,6471,日本精工,機械,6995,東海理化電機製作所,輸送用機器,0.9216686773652236,0.9230670489106896,0.4215800650210483,0.1257380835738921,909.0,914.0,1791.0,1804.0,-0.9211686694586,0.9211686694586,-2.52,1000,500,1.33,-51159.0,-2842.0,-0.22,18,11,7,61.11
473,3105,日清紡ホールディングス,電気機器,5334,日本特殊陶業,ガラス・土石製品,0.9062602222063578,0.918702906875519,0.05563499076486561,0.06496251253123181,836.0,822.0,2010.0,2002.0,-0.9176387744813934,0.9176387744813934,-2.4,1000,400,2.65,-1987.0,-117.0,-0.02,17,8,9,47.06
362,4188,三菱ケミカルホールディングス,化学,8411,みずほフィナンシャルグループ,銀行業,0.9179854823217468,0.9147617658692146,0.01342595172991898,0.28916417339806777,761.8,762.6,163.1,163.2,-0.91553096634264,0.91553096634264,-1.82,1300,6100,0.42,2147.0,107.0,0.0,20,8,12,40.0
18,8309,三井住友トラスト・ホールディングス,銀行業,8359,八十二銀行,銀行業,0.9708585611901056,0.9269477964640044,0.05673859640777462,0.4973845271292383,3769.0,3770.0,427.0,429.0,-0.9105803502956368,0.9105803502956368,-1.81,200,1800,2.41,-70449.0,-3914.0,-0.15,18,7,11,38.89
79,6752,パナソニック,電気機器,7211,三菱自動車工業,輸送用機器,0.9565567325409368,0.9456898607573117,0.12672041230694114,0.5286305322656979,880.4,883.6,467.0,468.0,0.9049721128282312,0.9049721128282312,2.65,1100,2100,1.12,198092.0,18008.0,0.96,11,8,3,72.73
6,4902,コニカミノルタ,電気機器,5401,日本製鉄,鉄鋼,0.9796837454967676,0.908582150662592,0.108761140141154,0.2691702177750433,746.0,747.0,1477.5,1479.5,-0.8940318522288451,0.8940318522288451,-6.58,1200,600,0.98,37734.0,1986.0,0.16,19,11,8,57.89
171,7167,めぶきフィナンシャルグループ,銀行業,7327,第四北越フィナンシャルグループ,銀行業,0.9421346888146284,0.950569580227014,0.3121126651887714,0.2913924752601601,261.0,261.0,2634.0,2622.0,0.8938917654889633,0.8938917654889633,2.09,3000,300,0.46,64321.0,32160.0,2.1,2,2,0,100.0
197,8273,イズミ,小売業,8341,七十七銀行,銀行業,0.9391083956112359,0.9336734725120188,0.036614595973586496,0.2817888300027873,4265.0,4180.0,1562.0,1569.0,-0.8818519449039314,0.8818519449039314,-3.82,200,500,6.16,-49323.0,-4110.0,-0.21,12,6,6,50.0
332,7182,ゆうちょ銀行,銀行業,9003,相鉄ホールディングス,陸運業,0.9219696167714526,0.9495183148533504,0.002334629687057075,0.007085055770665908,1026.0,1030.0,2840.0,2895.0,-0.8619631656102293,0.8619631656102293,-2.07,800,300,5.12,-9178.0,-510.0,0.02,18,10,8,55.56
477,4581,大正製薬ホールディングス,医薬品,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,0.905296225761592,0.9177823053245956,0.014804350492274262,0.3707907163850417,7570.0,7700.0,1280.0,1282.0,0.8612740680743051,0.8612740680743051,4.26,100,600,0.1,-177575.0,-17758.0,-1.0,10,4,6,40.0
129,1333,マルハニチロ,水産・農林業,5406,神戸製鋼所,鉄鋼,0.9489860558737196,0.946370014369462,0.019583419574443338,0.005874493288336024,2735.0,2772.0,571.0,567.0,0.8588974782265193,0.8588974782265193,3.43,300,1500,2.27,-130773.0,-6883.0,-0.27,19,11,8,57.89
144,4208,宇部興産,化学,6472,ＮＴＮ,機械,0.946963246331834,0.9068783467257056,0.07503064781588563,0.11419883085272516,2120.0,2146.0,313.0,310.0,-0.8583840917757032,0.8583840917757032,-2.58,400,2800,1.12,202688.0,9652.0,0.44,21,14,7,66.67
335,7205,日野自動車,輸送用機器,8411,みずほフィナンシャルグループ,銀行業,0.9216688711657152,0.9042656997661748,0.011392035881999328,0.2904904283123304,872.0,872.0,163.1,163.2,-0.8581814387013781,0.8581814387013781,-2.67,1100,5900,0.38,171260.0,11417.0,0.62,15,9,6,60.0
206,4114,日本触媒,化学,5214,日本電気硝子,ガラス・土石製品,0.9379770480337704,0.9344267870221188,0.0007556427040938838,0.000357289020959854,6010.0,6090.0,2351.0,2355.0,-0.8515035988378352,0.8515035988378352,-2.67,100,300,16.01,14130.0,1570.0,0.05,9,4,5,44.44
205,7181,かんぽ生命保険,保険業,8377,ほくほくフィナンシャルグループ,銀行業,0.9380300817514108,0.9071040809820754,0.2794223980151687,0.6475147297390186,1616.0,1603.0,1015.0,1023.0,-0.8479369314769971,0.8479369314769971,-4.25,600,900,4.27,-91724.0,-4828.0,-0.34,19,8,11,42.11
285,8308,りそなホールディングス,銀行業,8750,第一生命ホールディングス,保険業,0.928225307143558,0.92565350012001,0.29866817314909444,0.7752965249312385,449.3,451.0,1635.0,1624.0,-0.8415043130930531,0.8415043130930531,-2.44,2200,600,1.83,73712.0,4607.0,0.23,16,8,8,50.0
183,5019,出光興産,石油・石炭製品,5393,ニチアス,ガラス・土石製品,0.9407502349092276,0.9046828115942576,0.059743975368704974,0.333804213010926,2992.0,3045.0,1800.0,1835.0,0.8399566118528696,0.8399566118528696,1.96,300,500,0.44,-220919.0,-16994.0,-0.97,13,3,10,23.08
124,4182,三菱瓦斯化学,化学,5991,日本発條,金属製品,0.9497213921095464,0.915177060762558,0.07320080020233001,0.8882472683709737,1397.0,1408.0,805.0,815.0,0.8353071668140195,0.8353071668140195,1.83,700,1200,0.77,183786.0,10210.0,0.52,18,11,7,61.11
394,3148,クリエイトＳＤホールディングス,小売業,8242,エイチ・ツー・オー　リテイリング,小売業,0.9142350121785224,0.9201706798129698,0.26224447369844456,0.08478687974277821,2480.0,2486.0,1176.0,1187.0,0.8288241694180892,0.8288241694180892,2.26,400,800,4.51,-93890.0,-6259.0,-0.37,15,6,9,40.0
363,3291,飯田グループホールディングス,不動産業,7267,本田技研工業,輸送用機器,0.9177529405990476,0.900234310925519,0.3276051048098956,0.042479926375286775,1709.0,1723.0,2748.0,2755.0,-0.8228781984759679,0.8228781984759679,-1.96,500,300,4.23,110034.0,7860.0,0.45,14,9,5,64.29
439,7182,ゆうちょ銀行,銀行業,9505,北陸電力,電気・ガス業,0.9105140885823052,0.910608499255664,0.15119177320730098,0.265583221375608,1026.0,1030.0,733.0,731.0,-0.8156531934921389,0.8156531934921389,-3.1,900,1300,2.51,-230521.0,-13560.0,-0.72,17,5,12,29.41
125,7013,ＩＨＩ,機械,8795,Ｔ＆Ｄホールディングス,保険業,0.9496924737777032,0.9653945205646512,0.017881341252669436,0.07218987356778503,2264.0,2278.0,1137.0,1135.0,-0.81331096540958,0.81331096540958,-3.86,400,800,0.35,140400.0,7389.0,0.46,19,11,8,57.89
494,6923,スタンレー電気,電気機器,8411,みずほフィナンシャルグループ,銀行業,0.9021947543167016,0.9344499719771796,0.1047397631963789,0.0600339056518624,2776.0,2798.0,163.1,163.2,0.8050432744692699,0.8050432744692699,1.63,300,5100,0.84,77142.0,4060.0,0.19,19,9,10,47.37
386,6674,ジーエス・ユアサ　コーポレーション,電気機器,7201,日産自動車,輸送用機器,0.915574488656024,0.9028518831376398,0.4782545153779617,0.31505676186901,1853.0,1842.0,657.9,660.1,0.801071440820918,0.801071440820918,1.94,500,1400,0.34,149734.0,9358.0,0.54,16,9,7,56.25
219,4182,三菱瓦斯化学,化学,5019,出光興産,石油・石炭製品,0.936608807490938,0.9182998116007156,0.1085316062593405,0.10009546958520764,1397.0,1408.0,2992.0,3045.0,0.7966452091282159,0.7966452091282159,1.94,600,300,7.52,-52060.0,-5206.0,-0.26,10,5,5,50.0
513,4182,三菱瓦斯化学,化学,8273,イズミ,小売業,0.9003977462115414,0.904000827444726,0.14568603049665813,0.027574536727179588,1397.0,1408.0,4265.0,4180.0,0.7964197788717569,0.7964197788717569,2.88,600,200,1.05,39986.0,3332.0,0.08,12,5,7,41.67
75,7182,ゆうちょ銀行,銀行業,9810,日鉄物産,卸売業,0.9573844848403658,0.9002858745445644,0.00865232038725446,0.1592281632520695,1026.0,1030.0,4265.0,4250.0,-0.7872575684791269,0.7872575684791269,-1.11,800,200,3.06,203645.0,11979.0,0.83,17,10,7,58.82
297,4005,住友化学,化学,4182,三菱瓦斯化学,化学,0.9268745912932106,0.9303006687135504,0.031497161669659664,0.09248044145693074,487.0,484.0,1397.0,1408.0,-0.7831069522870472,0.7831069522870472,-3.33,2000,700,1.79,137522.0,8090.0,0.37,17,12,5,70.59
73,4401,ＡＤＥＫＡ,化学,5401,日本製鉄,鉄鋼,0.9575751675957412,0.9437398835162186,0.8376436079795917,0.01746241729373309,1344.0,1343.0,1477.5,1479.5,0.7814436532453599,0.7814436532453599,2.16,700,600,5.9,20794.0,1733.0,0.12,12,6,6,50.0
196,4188,三菱ケミカルホールディングス,化学,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,0.9391703786500759,0.9046227868404944,0.00348964390656395,0.1363213770664023,761.8,762.6,538.2,537.7,-0.7783080507523824,0.7783080507523824,-1.4,1300,1800,2.37,289473.0,16082.0,0.85,18,13,5,72.22
450,5301,東海カーボン,ガラス・土石製品,6995,東海理化電機製作所,輸送用機器,0.9091067287645009,0.9103437437891636,0.21323347640608992,0.01768353175352154,1075.0,1067.0,1791.0,1804.0,-0.7754839210709047,0.7754839210709047,-2.51,800,500,5.37,52977.0,2207.0,0.13,24,12,12,50.0
511,6371,椿本チエイン,機械,7984,コクヨ,その他製品,0.9006056593797448,0.9064734253446404,0.04346425814203877,0.008034271548033205,3295.0,3360.0,1461.0,1472.0,-0.7721399354248277,0.7721399354248277,-1.96,200,500,9.52,-265402.0,-20416.0,-1.12,13,5,8,38.46
402,4581,大正製薬ホールディングス,医薬品,7181,かんぽ生命保険,保険業,0.9135144869667932,0.9650003331756168,0.1060707244770746,0.11261942292499875,7570.0,7700.0,1616.0,1603.0,0.7714141597383103,0.7714141597383103,4.02,100,500,4.09,88880.0,12697.0,0.94,7,5,2,71.43
464,4581,大正製薬ホールディングス,医薬品,8242,エイチ・ツー・オー　リテイリング,小売業,0.9073298446548406,0.9493711214657568,0.15942834713533255,0.20928442922162688,7570.0,7700.0,1176.0,1187.0,-0.7700494113698683,0.7700494113698683,-2.34,100,600,7.51,-146224.0,-14622.0,-0.79,10,5,5,50.0
28,5020,ＪＸＴＧホールディングス,石油・石炭製品,5021,コスモエネルギーホールディングス,石油・石炭製品,0.9672927366652556,0.9291224144211836,0.5075491063063696,0.4469428912475356,478.3,484.2,2167.0,2192.0,-0.769889847803725,0.769889847803725,-2.54,1800,400,0.6,-96099.0,-5339.0,-0.24,18,10,8,55.56
405,1820,西松建設,建設業,7189,西日本フィナンシャルホールディングス,銀行業,0.9129816959131648,0.9486509687273124,0.3603562418511113,0.04546651282523986,1938.0,1950.0,738.0,735.0,-0.7677802185133213,0.7677802185133213,-2.59,500,1300,2.0,300363.0,16687.0,0.98,18,11,7,61.11
106,5802,住友電気工業,非鉄金属,7259,アイシン精機,輸送用機器,0.9530998885944512,0.9542858032905024,0.5346555333995311,0.00770531133149494,1341.0,1347.5,3385.0,3390.0,0.7658803617903068,0.7658803617903068,1.93,500,200,0.63,-3935.0,-328.0,-0.27,12,6,6,50.0
299,6472,ＮＴＮ,機械,7186,コンコルディア・フィナンシャルグループ,銀行業,0.9262081832718376,0.9074875423012602,0.019263717452393747,0.08485991783955399,313.0,310.0,407.0,410.0,-0.7649002020861683,0.7649002020861683,-2.11,3200,2400,0.81,64398.0,4293.0,0.23,15,8,7,53.33
47,5214,日本電気硝子,ガラス・土石製品,7261,マツダ,輸送用機器,0.961484206667628,0.9211483045052362,0.028238083158356506,0.5164982726150146,2351.0,2355.0,937.9,941.2,0.7624320940667314,0.7624320940667314,1.75,400,1000,0.08,-202099.0,-9186.0,-0.55,22,11,11,50.0
401,7278,エクセディ,輸送用機器,9505,北陸電力,電気・ガス業,0.9135467850083662,0.9164007064962704,0.029911836253792793,0.0660164122893439,2084.0,2092.0,733.0,731.0,-0.7611290216261041,0.7611290216261041,-2.61,400,1100,3.91,163259.0,7421.0,0.49,22,14,8,63.64
490,1820,西松建設,建設業,4202,ダイセル,化学,0.9025991789395812,0.9200162167416286,0.5162320383974309,0.15950440137561095,1938.0,1950.0,901.0,898.0,-0.7566004165725325,0.7566004165725325,-2.23,500,1100,1.31,162071.0,9004.0,0.53,18,11,7,61.11
247,5401,日本製鉄,鉄鋼,8058,三菱商事,卸売業,0.9334957956026892,0.9202559196124062,0.917113863772874,0.2826075008134641,1477.5,1479.5,2613.5,2625.5,-0.75557529529277,0.75557529529277,-4.3,500,300,6.08,-86635.0,-6188.0,-0.34,14,5,9,35.71
121,6995,東海理化電機製作所,輸送用機器,7186,コンコルディア・フィナンシャルグループ,銀行業,0.95020433704832,0.90235456857202,0.12298127432121406,0.2414243821720579,1791.0,1804.0,407.0,410.0,-0.7545759770508006,0.7545759770508006,-1.78,500,2200,0.0,264294.0,15547.0,0.93,17,12,5,70.59
349,6752,パナソニック,電気機器,8341,七十七銀行,銀行業,0.9200434955261341,0.929507935940072,0.6324531182678751,0.17095878904715334,880.4,883.6,1562.0,1569.0,-0.7509775031716319,0.7509775031716319,-2.97,1100,600,3.25,72915.0,4557.0,0.34,16,7,9,43.75
346,5991,日本発條,金属製品,6371,椿本チエイン,機械,0.9204642495025956,0.9176227932387584,0.14245138274927654,0.30159876540361585,805.0,815.0,3295.0,3360.0,0.7493392538092183,0.7493392538092183,2.07,800,200,2.98,106088.0,5584.0,0.42,19,10,9,52.63
358,4061,デンカ,化学,5406,神戸製鋼所,鉄鋼,0.9185298203302714,0.9043327276868924,0.020095602311385147,0.04186981109160926,2866.0,2876.0,571.0,567.0,0.7485156558928094,0.7485156558928094,4.24,300,1500,1.43,96578.0,5681.0,0.33,17,11,6,64.71
378,4062,イビデン,電気機器,6857,アドバンテスト,電気機器,0.9163756714579704,0.9276991092204508,0.0006974339267089428,0.0098646512302372,2236.0,2278.0,4970.0,4840.0,-0.7359680915614909,0.7359680915614909,-11.53,400,200,5.87,186670.0,12445.0,0.78,15,10,5,66.67
451,1333,マルハニチロ,水産・農林業,8377,ほくほくフィナンシャルグループ,銀行業,0.9088743954330252,0.9145203424819898,0.21030716132999774,0.225020518495444,2735.0,2772.0,1015.0,1023.0,-0.7330628227905375,0.7330628227905375,-2.35,300,800,1.59,265046.0,12621.0,0.69,21,13,8,61.9
333,8242,エイチ・ツー・オー　リテイリング,小売業,8377,ほくほくフィナンシャルグループ,銀行業,0.9219009524740768,0.9212960834984578,0.30740039631307003,0.5853058716208955,1176.0,1187.0,1015.0,1023.0,0.7323277642577621,0.7323277642577621,2.39,800,900,3.04,34567.0,1571.0,0.04,22,11,11,50.0
375,4118,カネカ,化学,7751,キヤノン,電気機器,0.9168322402942796,0.9181928215385772,0.3060864550416861,0.013901077832785365,3360.0,3365.0,2850.0,2865.5,-0.7311972938650303,0.7311972938650303,-4.16,200,200,14.84,0.0,0.0,0.0,0,0,0,0.0
190,4507,塩野義製薬,医薬品,8377,ほくほくフィナンシャルグループ,銀行業,0.939908563778173,0.912878197288736,0.0033518195258904968,0.014601480507029944,5921.0,5970.0,1015.0,1023.0,0.7274203134862344,0.7274203134862344,2.88,100,600,2.81,7211.0,424.0,-0.01,17,9,8,52.94
179,1963,日揮,建設業,5019,出光興産,石油・石炭製品,0.9411979242255584,0.9449364407384244,0.935595147050582,0.005209611857901379,1382.0,1358.0,2992.0,3045.0,-0.7256506038707435,0.7256506038707435,-1.9,700,300,4.06,-135525.0,-9680.0,-0.49,14,6,8,42.86
169,4202,ダイセル,化学,7182,ゆうちょ銀行,銀行業,0.9426125653843824,0.9395874864523274,0.000251214434312959,0.028026807641272158,901.0,898.0,1026.0,1030.0,0.7222155358149566,0.7222155358149566,1.96,1000,900,3.13,112597.0,7506.0,0.38,15,7,8,46.67
280,4208,宇部興産,化学,6301,小松製作所,機械,0.9285274046061912,0.9270947891830752,0.2768315595900113,0.011218444097605541,2120.0,2146.0,2379.5,2386.0,0.7190675428325322,0.7190675428325322,1.45,400,400,10.06,326714.0,29701.0,1.63,11,8,3,72.73
318,2001,日本製粉,食料品,7261,マツダ,輸送用機器,0.9234456611405526,0.9112850104961452,0.16245315618345413,0.004057914891515639,1664.0,1677.0,937.9,941.2,0.7186480943168911,0.7186480943168911,4.57,500,900,1.02,26409.0,1200.0,0.08,22,12,10,54.55
56,4208,宇部興産,化学,6371,椿本チエイン,機械,0.9601524692958968,0.9453505595247901,0.0018712672290558594,0.0039779355700194745,2120.0,2146.0,3295.0,3360.0,0.7012929187969547,0.7012929187969547,0.98,300,200,4.2,60308.0,4639.0,0.21,13,8,5,61.54
286,7259,アイシン精機,輸送用機器,7267,本田技研工業,輸送用機器,0.9279052207764341,0.9005121253095478,0.9294164801444108,0.05513911101033391,3385.0,3390.0,2748.0,2755.0,-0.6975232117111735,0.6975232117111735,-2.47,200,200,18.73,41842.0,6974.0,0.61,6,4,2,66.67
433,4401,ＡＤＥＫＡ,化学,5214,日本電気硝子,ガラス・土石製品,0.910919338721386,0.9157510146215412,0.5355359230522513,0.03269013708024703,1344.0,1343.0,2351.0,2355.0,-0.6954867740028757,0.6954867740028757,-2.54,700,400,0.2,70828.0,3728.0,0.19,19,12,7,63.16
275,1911,住友林業,建設業,6770,アルプスアルパイン,電気機器,0.9296054360164896,0.9559831183066616,0.08971462891095805,0.2352751646284699,1452.0,1446.0,2053.0,2076.0,-0.6953126035646217,0.6953126035646217,-1.5,600,400,4.48,328166.0,19304.0,1.19,17,13,4,76.47
220,5703,日本軽金属ホールディングス,非鉄金属,7261,マツダ,輸送用機器,0.936444181451605,0.9090517835158258,0.29850416238598776,0.04405574780058087,195.0,196.0,937.9,941.2,0.6947976909564239,0.6947976909564239,2.08,4800,1000,0.04,-37698.0,-2693.0,-0.14,14,8,6,57.14
428,5706,三井金属鉱業,非鉄金属,6361,荏原製作所,機械,0.9116375621267928,0.9003358457354721,0.29974060274240844,0.003816132153774139,2531.0,2532.0,2811.0,2824.0,0.6921922570029323,0.6921922570029323,1.93,300,300,10.34,79326.0,8814.0,0.17,9,6,3,66.67
195,5020,ＪＸＴＧホールディングス,石油・石炭製品,8377,ほくほくフィナンシャルグループ,銀行業,0.9392202429419156,0.9242889831358516,0.5999482145256946,0.4869357327465533,478.3,484.2,1015.0,1023.0,0.6918394491938015,0.6918394491938015,1.94,1900,900,0.08,80494.0,3833.0,0.15,21,11,10,52.38
256,4182,三菱瓦斯化学,化学,6752,パナソニック,電気機器,0.9320153748114748,0.9526885450335258,0.4292298261717997,0.01810593413163768,1397.0,1408.0,880.4,883.6,0.6912175034288971,0.6912175034288971,2.11,700,1100,1.38,90614.0,4769.0,0.18,19,12,7,63.16
194,3099,三越伊勢丹ホールディングス,小売業,7846,パイロットコーポレーション,その他製品,0.9392215276597528,0.9294498896681592,0.29135341962761285,0.4078246562118901,855.0,856.0,3875.0,3910.0,0.6888431127490277,0.6888431127490277,1.44,900,200,1.48,140446.0,9363.0,0.8,15,9,6,60.0
113,5802,住友電気工業,非鉄金属,6995,東海理化電機製作所,輸送用機器,0.95111909404257,0.916911472301702,0.9357910940367241,0.2657709130665525,1341.0,1347.5,1791.0,1804.0,-0.6876313185364852,0.6876313185364852,-1.84,700,500,4.57,206472.0,12145.0,0.67,17,10,7,58.82
214,7278,エクセディ,輸送用機器,8377,ほくほくフィナンシャルグループ,銀行業,0.9368898395513164,0.9092826699165992,0.28773003401179964,0.4608823939039508,2084.0,2092.0,1015.0,1023.0,0.6863092111020913,0.6863092111020913,1.85,400,800,2.2,341067.0,21317.0,1.44,16,12,4,75.0
427,6752,パナソニック,電気機器,7013,ＩＨＩ,機械,0.9116938466011416,0.9565520390059576,0.25674655645554645,0.041865163440970236,880.4,883.6,2264.0,2278.0,0.6752409938988956,0.6752409938988956,3.8,1000,400,3.03,39955.0,1903.0,0.12,21,12,9,57.14
287,7327,第四北越フィナンシャルグループ,銀行業,9810,日鉄物産,卸売業,0.9276243633466418,0.9095187844586552,0.06734656978311318,0.4871319687817625,2634.0,2622.0,4265.0,4250.0,-0.6734981251973374,0.6734981251973374,-1.59,300,200,7.46,-5790.0,-5790.0,-0.34,1,0,1,0.0
68,6506,安川電機,電気機器,6645,オムロン,電気機器,0.9584012230615048,0.9045183195880924,0.020733658486983598,0.023171742996429184,3950.0,3950.0,5770.0,5830.0,0.6727692159068922,0.6727692159068922,1.87,100,100,32.25,116035.0,11604.0,0.34,10,5,5,50.0
201,7189,西日本フィナンシャルホールディングス,銀行業,7278,エクセディ,輸送用機器,0.9385351118293092,0.9431324056602582,0.31104502173265314,0.08425761219080735,738.0,735.0,2084.0,2092.0,0.6700998006217308,0.6700998006217308,1.83,1100,400,3.38,476442.0,25076.0,1.52,19,12,7,63.16
418,7211,三菱自動車工業,輸送用機器,7846,パイロットコーポレーション,その他製品,0.9120710408925256,0.9273213918987196,0.2743657119348027,0.06412475837368795,467.0,468.0,3875.0,3910.0,-0.666656402480159,0.666656402480159,-1.78,1700,200,1.74,117021.0,8359.0,0.6,14,7,7,50.0
379,3105,日清紡ホールディングス,電気機器,6988,日東電工,化学,0.9163178195519264,0.9629463629586734,0.07072911178766292,0.2338421710985811,836.0,822.0,5174.0,5222.0,-0.6604665024431526,0.6604665024431526,-1.3,600,100,5.55,-376.0,-22.0,-0.05,17,9,8,52.94
475,7013,ＩＨＩ,機械,7846,パイロットコーポレーション,その他製品,0.905578590850307,0.9675721560055726,0.049792202471733625,0.06666556069615938,2264.0,2278.0,3875.0,3910.0,-0.6600870482969974,0.6600870482969974,-3.2,300,200,12.61,238411.0,34059.0,2.12,7,6,1,85.71
99,3291,飯田グループホールディングス,不動産業,5991,日本発條,金属製品,0.9544201047243348,0.9147363457881516,0.004358511290949444,0.0007504886430930001,1709.0,1723.0,805.0,815.0,-0.6599076794087071,0.6599076794087071,-1.66,500,1100,4.06,236572.0,10753.0,0.57,22,14,8,63.64
