,SYM_A,SYM_A_NAME,SYM_A_INDUSTRY,SYM_B,SYM_B_NAME,SYM_B_INDUSTRY,CORR_3M,CORR_1Y,COINT_3M,COINT_1Y,OPEN_A,CLOSE_A,OPEN_B,CLOSE_B,SIGMA,ABS_SIGMA,DEV_RATE,AXIS_LOT_SIZE,PAIR_LOT_SIZE,LOT_SIZE_DIFF,total_profit,average_profit,average_pl,total_times,plus_times,minus_times,pl_times
173,4061,デンカ,化学,7278,エクセディ,輸送用機器,0.9420403829636664,0.9120312909364091,0.09201276302747664,0.011004379093622393,2866.0,2876.0,2084.0,2092.0,-1.3537245278218726,1.3537245278218726,-3.33,300,400,3.01,12603.0,1400.0,-0.07,9,4,5,44.44
117,3591,ワコールホールディングス,繊維製品,7167,めぶきフィナンシャルグループ,銀行業,0.9506936047706944,0.9166626878610972,0.05586478872838548,0.014216568047028397,2750.0,2754.0,261.0,261.0,1.3537202653415197,1.3537202653415197,2.8,300,3200,1.09,6520.0,384.0,-0.0,17,8,9,47.06
498,8304,あおぞら銀行,銀行業,8411,みずほフィナンシャルグループ,銀行業,0.9017679944130776,0.9265208322876508,0.2557583611344167,0.01979473267678653,2634.0,2586.0,163.1,163.2,-1.3446725954252976,1.3446725954252976,-2.64,300,4800,0.97,-108883.0,-5731.0,-0.34,19,6,13,31.58
268,6472,ＮＴＮ,機械,8002,丸紅,卸売業,0.9304419040957302,0.9598815815773404,0.2713086279503867,0.005811281754475553,313.0,310.0,694.9,694.1,1.3436982215678184,1.3436982215678184,4.24,3100,1400,1.11,-91135.0,-4557.0,-0.23,20,10,10,50.0
331,4631,ＤＩＣ,化学,7251,ケーヒン,輸送用機器,0.9222313786543259,0.9012066781895924,0.4596334397042278,0.14867021204211012,2962.0,2965.0,1610.0,1629.0,-1.3435470331575166,1.3435470331575166,-4.2,300,500,8.43,114871.0,8205.0,0.57,14,9,5,64.29
249,5803,フジクラ,非鉄金属,7267,本田技研工業,輸送用機器,0.9328254456414792,0.9135094439627208,0.5222755688549862,0.05157092878441846,410.0,410.0,2748.0,2755.0,1.3432130362243628,1.3432130362243628,5.72,2000,300,0.79,-328160.0,-19304.0,-1.14,17,6,11,35.29
259,6752,パナソニック,電気機器,7327,第四北越フィナンシャルグループ,銀行業,0.931627413933338,0.9488118844483444,0.20609121842882944,0.2252683809985861,880.4,883.6,2634.0,2622.0,1.3290262019225838,1.3290262019225838,2.86,900,300,1.1,61534.0,61534.0,3.06,1,1,0,100.0
399,2531,宝ホールディングス,食料品,6752,パナソニック,電気機器,0.9140237404082678,0.9159259350353142,0.03925956569938005,0.04009454879205855,1023.0,1053.0,880.4,883.6,-1.3264993647391026,1.3264993647391026,-3.43,900,1100,2.56,-147852.0,-8697.0,-0.48,17,9,8,52.94
135,6752,パナソニック,電気機器,7182,ゆうちょ銀行,銀行業,0.9482277720473196,0.9113314089749612,0.07313447789975333,0.7946457469503869,880.4,883.6,1026.0,1030.0,1.3131241767067021,1.3131241767067021,2.42,1000,900,4.68,150481.0,7524.0,0.4,20,11,9,55.0
161,4061,デンカ,化学,6586,マキタ,機械,0.9438433041238176,0.9114796116358314,0.033702051718433636,0.0005291235401971434,2866.0,2876.0,3140.0,3095.0,1.3125076167296228,1.3125076167296228,3.81,300,300,7.08,-38056.0,-4228.0,-0.14,9,4,5,44.44
312,3099,三越伊勢丹ホールディングス,小売業,7182,ゆうちょ銀行,銀行業,0.9246822833969364,0.9344098186612212,0.008702133813403588,0.3444871286280746,855.0,856.0,1026.0,1030.0,1.3094372464934978,1.3094372464934978,2.87,1100,900,1.57,324463.0,16223.0,0.88,20,14,6,70.0
330,6752,パナソニック,電気機器,8750,第一生命ホールディングス,保険業,0.922312586401229,0.9190418711980156,0.8298843943381886,0.2283047428891392,880.4,883.6,1635.0,1624.0,-1.3069369376083302,1.3069369376083302,-3.62,1100,600,0.25,-165233.0,-9720.0,-0.54,17,6,11,35.29
185,7167,めぶきフィナンシャルグループ,銀行業,8377,ほくほくフィナンシャルグループ,銀行業,0.9405571853562416,0.9671363567127498,0.6653608655959484,0.4366579986755051,261.0,261.0,1015.0,1023.0,1.3054501368105589,1.3054501368105589,3.04,3500,900,0.78,56070.0,3298.0,0.18,17,11,6,64.71
240,7205,日野自動車,輸送用機器,8601,大和証券グループ本社,証券、商品先物取引業,0.9341188490038586,0.930420351841016,0.09431895583765976,0.11121653875558236,872.0,872.0,482.4,487.6,-1.3008460079155324,1.3008460079155324,-2.65,1100,2000,1.67,241322.0,16088.0,0.85,15,12,3,80.0
298,4634,東洋インキＳＣホールディングス,化学,6770,アルプスアルパイン,電気機器,0.9266812234575192,0.9079675018318332,0.595988662877788,0.0039345715840256755,2448.0,2454.0,2053.0,2076.0,-1.2955867867278386,1.2955867867278386,-3.87,400,500,5.75,-100500.0,-6700.0,-0.4,15,7,8,46.67
101,6471,日本精工,機械,6473,ジェイテクト,機械,0.9541176833862632,0.9594315816117072,0.3327883908216928,0.03241834654722752,909.0,914.0,1220.0,1216.0,1.2917264282618734,1.2917264282618734,2.2,1100,800,3.35,-42476.0,-2832.0,-0.18,15,9,6,60.0
459,3116,トヨタ紡織,輸送用機器,7251,ケーヒン,輸送用機器,0.9077238077105759,0.9715315557063796,0.10810512398017884,0.041636961092131185,1477.0,1484.0,1610.0,1629.0,-1.2902209357530166,1.2902209357530166,-5.54,700,600,6.28,226205.0,13306.0,0.71,17,10,7,58.82
407,4902,コニカミノルタ,電気機器,5214,日本電気硝子,ガラス・土石製品,0.9128379314173624,0.9089403205951356,0.5700915829727851,0.09316179613729923,746.0,747.0,2351.0,2355.0,-1.2812859484172836,1.2812859484172836,-11.79,1300,400,3.09,8152.0,388.0,0.02,21,10,11,47.62
274,4182,三菱瓦斯化学,化学,8242,エイチ・ツー・オー　リテイリング,小売業,0.9297350090325504,0.902777710414341,0.10620009859060407,0.24849582861503014,1397.0,1408.0,1176.0,1187.0,1.2805727106504896,1.2805727106504896,3.51,700,800,3.65,61002.0,2773.0,0.16,22,13,9,59.09
395,6301,小松製作所,機械,6995,東海理化電機製作所,輸送用機器,0.9141849089973186,0.9383016115782644,0.8841899760860694,0.00015476730133324196,2379.5,2386.0,1791.0,1804.0,-1.2708661953843774,1.2708661953843774,-4.45,400,500,5.49,436521.0,25678.0,1.54,17,12,5,70.59
483,1824,前田建設工業,建設業,8411,みずほフィナンシャルグループ,銀行業,0.9039804721640304,0.9043225948568218,0.4034706231548486,0.4899468251558498,923.0,934.0,163.1,163.2,1.2603859226992782,1.2603859226992782,4.66,1000,5700,0.4,-67747.0,-4234.0,-0.25,16,8,8,50.0
469,4507,塩野義製薬,医薬品,4581,大正製薬ホールディングス,医薬品,0.9070040849655492,0.9116026646938732,0.002499653469799799,0.06579753041561352,5921.0,5970.0,7570.0,7700.0,1.259252198626714,1.259252198626714,2.74,100,100,22.47,0.0,0.0,0.0,0,0,0,0.0
270,4061,デンカ,化学,7731,ニコン,精密機器,0.9301803278583688,0.9317261953739422,0.04534706239111233,0.0006445578890809846,2866.0,2876.0,1328.0,1325.0,1.2573404596608602,1.2573404596608602,2.97,300,700,7.5,-147502.0,-8195.0,-0.54,18,8,10,44.44
265,5214,日本電気硝子,ガラス・土石製品,5406,神戸製鋼所,鉄鋼,0.9307788795761498,0.9152352241611346,0.5450620031302834,0.20867738348920603,2351.0,2355.0,571.0,567.0,1.252625474472238,1.252625474472238,4.16,400,1700,2.32,97.0,5.0,-0.14,19,9,10,47.37
231,5802,住友電気工業,非鉄金属,7182,ゆうちょ銀行,銀行業,0.9353530449201068,0.943535583617956,0.4283202094629859,0.05174858519115255,1341.0,1347.5,1026.0,1030.0,1.2519378940194554,1.2519378940194554,2.61,700,900,1.72,-10586.0,-623.0,-0.07,17,9,8,52.94
307,5019,出光興産,石油・石炭製品,8750,第一生命ホールディングス,保険業,0.9253915914510612,0.9003053334824531,0.11843948661744608,0.6570459779335998,2992.0,3045.0,1635.0,1624.0,-1.2442019212925397,1.2442019212925397,-3.43,300,600,6.67,123576.0,8827.0,0.51,14,8,6,57.14
253,6472,ＮＴＮ,機械,7259,アイシン精機,輸送用機器,0.9322037120799974,0.9200373652278492,0.4392580051063327,0.7557082745160549,313.0,310.0,3385.0,3390.0,1.2317710381581382,1.2317710381581382,3.35,2200,200,0.59,324506.0,19089.0,1.1,17,13,4,76.47
5,8309,三井住友トラスト・ホールディングス,銀行業,8341,七十七銀行,銀行業,0.97980387497144,0.9170547613374628,0.2103842481398108,0.3641137249826128,3769.0,3770.0,1562.0,1569.0,-1.2263529469900627,1.2263529469900627,-3.33,200,500,4.05,179972.0,8999.0,0.63,20,13,7,65.0
1,3861,王子ホールディングス,パルプ・紙,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,0.9847081875106296,0.9438857894106422,0.0005291641042021577,0.5038510065509753,509.0,512.0,1280.0,1282.0,1.2207563249459856,1.2207563249459856,2.07,1800,700,2.7,277094.0,14584.0,0.86,19,11,8,57.89
176,7167,めぶきフィナンシャルグループ,銀行業,8341,七十七銀行,銀行業,0.9414448587596866,0.958501825494016,0.6941564898184118,0.449338046491331,261.0,261.0,1562.0,1569.0,-1.2162728678607615,1.2162728678607615,-3.75,3600,600,0.19,-109335.0,-5754.0,-0.34,19,8,11,42.11
85,1333,マルハニチロ,水産・農林業,5401,日本製鉄,鉄鋼,0.9561309430188709,0.9336643089603464,0.044899570072145546,0.17034844354402515,2735.0,2772.0,1477.5,1479.5,1.2054787633083683,1.2054787633083683,3.81,300,600,6.75,61759.0,5147.0,0.39,12,6,6,50.0
314,2002,日清製粉グループ本社,食料品,8136,サンリオ,卸売業,0.9245350737742434,0.9163212368059932,0.006750002531009293,0.00428251451703982,1911.0,1946.0,2026.0,2054.0,-1.2043014833212258,1.2043014833212258,-5.22,400,400,5.26,351583.0,19532.0,1.21,18,14,4,77.78
345,1963,日揮,建設業,6472,ＮＴＮ,機械,0.9205325992624828,0.924519175337033,0.13068104054871504,0.10373077448232547,1382.0,1358.0,313.0,310.0,-1.2037769629508508,1.2037769629508508,-3.43,700,3100,1.09,9419.0,496.0,-0.04,19,9,10,47.37
269,5406,神戸製鋼所,鉄鋼,8377,ほくほくフィナンシャルグループ,銀行業,0.9304067513151828,0.9084254597252172,0.109784235386438,0.4401023589579244,571.0,567.0,1015.0,1023.0,-1.191373952500168,1.191373952500168,-6.15,1600,900,1.47,-97445.0,-4429.0,-0.26,22,11,11,50.0
158,7180,九州フィナンシャルグループ,銀行業,7186,コンコルディア・フィナンシャルグループ,銀行業,0.9439130632265028,0.927029720517189,0.05778113154322631,0.03620737798293412,427.0,426.0,407.0,410.0,-1.189663166806136,1.189663166806136,-3.49,2300,2400,0.43,33656.0,1603.0,0.09,21,10,11,47.62
414,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,7278,エクセディ,輸送用機器,0.9123836138199856,0.9570519391833746,0.6276527419220043,0.3362784353861643,1280.0,1282.0,2084.0,2092.0,-1.1863653628184152,1.1863653628184152,-6.52,700,400,7.24,-56728.0,-3152.0,-0.31,18,6,12,33.33
388,4507,塩野義製薬,医薬品,5406,神戸製鋼所,鉄鋼,0.9155277497317093,0.9262880948491709,0.01446389114366129,0.018276133735211846,5921.0,5970.0,571.0,567.0,1.18085434259847,1.18085434259847,8.21,100,1100,4.47,-154089.0,-7004.0,-0.62,22,9,13,40.91
187,3591,ワコールホールディングス,繊維製品,8309,三井住友トラスト・ホールディングス,銀行業,0.9402811988963694,0.9196516962202456,0.3785992443980851,0.02250710665293329,2750.0,2754.0,3769.0,3770.0,1.1806872916437752,1.1806872916437752,2.41,300,200,9.58,297694.0,27063.0,1.58,11,9,2,81.82
136,6752,パナソニック,電気機器,8316,三井住友フィナンシャルグループ,銀行業,0.9482069127187112,0.9067370759792184,0.3855397062704367,0.15682735434627038,880.4,883.6,3640.0,3647.0,1.175330448111688,1.175330448111688,2.09,800,200,3.09,-200611.0,-12538.0,-0.71,16,6,10,37.5
410,4182,三菱瓦斯化学,化学,6371,椿本チエイン,機械,0.9127300292748732,0.9611912964897218,0.15883702712832953,0.012034534475513628,1397.0,1408.0,3295.0,3360.0,1.1729875730469728,1.1729875730469728,3.86,500,200,4.76,-67585.0,-4828.0,-0.02,14,7,7,50.0
329,4581,大正製薬ホールディングス,医薬品,6674,ジーエス・ユアサ　コーポレーション,電気機器,0.9225541493655486,0.922175107746552,0.08390179239565171,0.285152241835909,7570.0,7700.0,1853.0,1842.0,1.1636948638045506,1.1636948638045506,2.53,100,400,4.31,-39691.0,-3969.0,-0.26,10,4,6,40.0
408,6301,小松製作所,機械,6472,ＮＴＮ,機械,0.9127520422570352,0.9269240324521636,0.5623391482710103,4.934616078466518e-06,2379.5,2386.0,313.0,310.0,-1.162574631830528,1.162574631830528,-4.12,400,3100,0.69,55138.0,2626.0,0.15,21,11,10,52.38
398,4507,塩野義製薬,医薬品,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,0.9140274020638528,0.9113372666241076,0.01868499572863246,0.09142255010583494,5921.0,5970.0,1280.0,1282.0,1.1622898422848875,1.1622898422848875,6.85,100,500,7.37,-151845.0,-12654.0,-0.93,12,3,9,25.0
157,4061,デンカ,化学,8316,三井住友フィナンシャルグループ,銀行業,0.9443760226591348,0.9277520332636968,0.28251921397249513,0.0012565722494090115,2866.0,2876.0,3640.0,3647.0,-1.1592909564955969,1.1592909564955969,-3.21,300,200,18.29,88562.0,14760.0,0.98,6,4,2,66.67
41,7186,コンコルディア・フィナンシャルグループ,銀行業,8308,りそなホールディングス,銀行業,0.9622391340763552,0.9413102689110552,0.13051196877301152,0.25808955793059496,407.0,410.0,449.3,451.0,1.1588411544750796,1.1588411544750796,2.51,2400,2200,0.83,233700.0,13747.0,0.72,17,10,7,58.82
54,4182,三菱瓦斯化学,化学,8309,三井住友トラスト・ホールディングス,銀行業,0.960665575736656,0.9042586401687418,0.02907482306818175,0.08018353460152801,1397.0,1408.0,3769.0,3770.0,1.151328470352573,1.151328470352573,2.51,500,200,6.63,-271153.0,-15950.0,-0.94,17,7,10,41.18
323,4902,コニカミノルタ,電気機器,7261,マツダ,輸送用機器,0.9230809585821445,0.91418350356794,0.6740589286628003,0.19411955836213546,746.0,747.0,937.9,941.2,-1.151307688075074,1.151307688075074,-9.76,1300,1000,3.18,-73400.0,-4588.0,-0.25,16,5,11,31.25
44,5214,日本電気硝子,ガラス・土石製品,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,0.9619222033422185,0.9119933061630108,0.004501194498140729,0.0938825401182028,2351.0,2355.0,1280.0,1282.0,1.1454370524229074,1.1454370524229074,2.68,400,700,4.73,186680.0,12445.0,0.6,15,7,8,46.67
7,5401,日本製鉄,鉄鋼,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,0.9793614822443206,0.954622042458576,0.15819593368354007,0.33385929647769397,1477.5,1479.5,1280.0,1282.0,-1.1412599079636268,1.1412599079636268,-1.96,600,700,1.09,-303712.0,-16873.0,-0.98,18,5,13,27.78
277,4182,三菱瓦斯化学,化学,7846,パイロットコーポレーション,その他製品,0.9291545009732808,0.9276769646093816,0.12639185554629578,0.28102811581661125,1397.0,1408.0,3875.0,3910.0,1.140695420215572,1.140695420215572,3.1,600,200,8.03,-168317.0,-12023.0,-0.99,14,7,7,50.0
326,4182,三菱瓦斯化学,化学,7167,めぶきフィナンシャルグループ,銀行業,0.9230008842690616,0.9396950425121248,0.517994565641247,0.3242030326737119,1397.0,1408.0,261.0,261.0,1.140518278074642,1.140518278074642,2.89,700,3800,0.63,-138363.0,-8648.0,-0.51,16,8,8,50.0
115,7211,三菱自動車工業,輸送用機器,7267,本田技研工業,輸送用機器,0.9509313812510514,0.9085292167937,0.7796832356143705,0.2144767588072312,467.0,468.0,2748.0,2755.0,-1.1354996541115787,1.1354996541115787,-3.44,1800,300,1.92,-138034.0,-7669.0,-0.47,18,9,9,50.0
438,4118,カネカ,化学,4902,コニカミノルタ,電気機器,0.9105579613364028,0.9040695930759112,0.3353125125790791,0.07460496391132314,3360.0,3365.0,746.0,747.0,1.1326968299837696,1.1326968299837696,7.74,200,900,0.1,281347.0,15630.0,0.85,18,12,6,66.67
519,4581,大正製薬ホールディングス,医薬品,5463,丸一鋼管,鉄鋼,0.9000629114864375,0.9175675244690216,0.3534175964038244,0.1699647528693507,7570.0,7700.0,2778.0,2788.0,-1.1299303283050155,1.1299303283050155,-2.44,100,300,8.62,-171946.0,-19105.0,-1.03,9,3,6,33.33
491,2914,日本たばこ産業,食料品,7181,かんぽ生命保険,保険業,0.9024775450205036,0.94330568694011,0.12281185308836495,0.0026642236235500565,2356.0,2365.5,1616.0,1603.0,1.1274003771681662,1.1274003771681662,7.01,400,600,1.65,-35670.0,-2744.0,-0.14,13,5,8,38.46
111,4061,デンカ,化学,7327,第四北越フィナンシャルグループ,銀行業,0.9513467254661656,0.9174108791242951,0.04551454434327434,0.0060185456799234,2866.0,2876.0,2634.0,2622.0,-1.1270237654725626,1.1270237654725626,-2.37,300,300,8.83,50846.0,50846.0,3.88,1,1,0,100.0
263,3116,トヨタ紡織,輸送用機器,6923,スタンレー電気,電気機器,0.9310764732411512,0.9672811242183056,0.16857338876167455,0.046453699182601324,1477.0,1484.0,2776.0,2798.0,-1.1258347857520703,1.1258347857520703,-1.93,600,300,6.08,35650.0,2546.0,0.18,14,8,6,57.14
17,3861,王子ホールディングス,パルプ・紙,5406,神戸製鋼所,鉄鋼,0.9709036580490276,0.92789979493994,0.04470989511675785,0.8952097681771329,509.0,512.0,571.0,567.0,1.119066153263118,1.119066153263118,3.56,1900,1700,0.92,229629.0,12086.0,0.65,19,11,8,57.89
429,5110,住友ゴム工業,ゴム製品,7251,ケーヒン,輸送用機器,0.9115903293353568,0.948491164816766,0.1077923362047919,0.10578817673086044,1275.0,1277.0,1610.0,1629.0,-1.118857009787812,1.118857009787812,-3.62,800,600,4.52,-327119.0,-19242.0,-1.04,17,4,13,23.53
443,6923,スタンレー電気,電気機器,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,0.9098036115250601,0.906114701977496,0.048795819146445714,0.1454553187019958,2776.0,2798.0,538.2,537.7,1.1176586549239291,1.1176586549239291,2.03,300,1600,2.49,252294.0,18021.0,1.03,14,9,5,64.29
462,4208,宇部興産,化学,6995,東海理化電機製作所,輸送用機器,0.9074926727118168,0.9306479890893452,0.3993525068574633,0.005534887854308005,2120.0,2146.0,1791.0,1804.0,-1.1048294766631046,1.1048294766631046,-2.89,400,500,5.08,133309.0,8332.0,0.54,16,9,7,56.25
102,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,8377,ほくほくフィナンシャルグループ,銀行業,0.9539630728783502,0.9032600550722832,0.04590678622978395,0.5816237760962386,1280.0,1282.0,1015.0,1023.0,-1.0941473064748934,1.0941473064748934,-4.45,700,900,2.6,-25843.0,-1124.0,-0.04,23,12,11,52.17
365,5214,日本電気硝子,ガラス・土石製品,7259,アイシン精機,輸送用機器,0.9176103354962056,0.94030173938176,0.4627954448595237,0.016772638019714778,2351.0,2355.0,3385.0,3390.0,-1.093763682504282,1.093763682504282,-3.8,300,200,4.2,11750.0,1469.0,0.03,8,4,4,50.0
87,5401,日本製鉄,鉄鋼,7261,マツダ,輸送用機器,0.9558510796654645,0.9087696095564378,0.6782194137882508,0.7901834599640685,1477.5,1479.5,937.9,941.2,-1.0923703566986305,1.0923703566986305,-2.96,600,900,4.58,190318.0,11895.0,0.67,16,10,6,62.5
52,1333,マルハニチロ,水産・農林業,9956,バローホールディングス,小売業,0.9611489007863092,0.9022944608156602,0.0010779352495268774,0.658453312580115,2735.0,2772.0,1801.0,1815.0,1.0921052587484754,1.0921052587484754,4.63,300,500,9.13,5912.0,370.0,0.14,16,10,6,62.5
465,1824,前田建設工業,建設業,5110,住友ゴム工業,ゴム製品,0.9073175224157488,0.9047736623109844,0.4145049336414807,0.19763717553850105,923.0,934.0,1275.0,1277.0,1.091872460643682,1.091872460643682,3.19,1000,700,4.49,-62794.0,-3305.0,-0.13,19,10,9,52.63
415,7846,パイロットコーポレーション,その他製品,8341,七十七銀行,銀行業,0.9122468654332035,0.9427218091252112,0.16412037105581356,0.17396304320989986,3875.0,3910.0,1562.0,1569.0,-1.0901725279948258,1.0901725279948258,-4.0,200,500,0.32,-19602.0,-1400.0,-0.02,14,7,7,50.0
242,1333,マルハニチロ,水産・農林業,9404,日本テレビホールディングス,情報・通信業,0.9339668398913312,0.9197132655217964,0.007085386572405404,0.07685514737687661,2735.0,2772.0,1364.0,1372.0,1.0835989097502852,1.0835989097502852,2.73,300,600,1.01,137542.0,10580.0,0.57,13,9,4,69.23
246,4208,宇部興産,化学,9072,ニッコンホールディングス,陸運業,0.9335652631014828,0.9095580653211262,0.01715853322057244,0.5607912321370481,2120.0,2146.0,2410.0,2423.0,1.078103762143716,1.078103762143716,2.07,500,400,10.71,126888.0,12689.0,0.71,10,7,3,70.0
72,7189,西日本フィナンシャルホールディングス,銀行業,7327,第四北越フィナンシャルグループ,銀行業,0.9579389071921314,0.9313751927393108,0.11587426771803415,0.441576210367494,738.0,735.0,2634.0,2622.0,1.0737721863876466,1.0737721863876466,2.74,1100,300,2.78,81574.0,27191.0,1.85,3,2,1,66.67
107,4061,デンカ,化学,5020,ＪＸＴＧホールディングス,石油・石炭製品,0.9529765482695526,0.9068592683118132,0.004464491375895187,0.010499171362805107,2866.0,2876.0,478.3,484.2,-1.0714886295934027,1.0714886295934027,-3.44,300,1800,1.02,83310.0,4385.0,0.36,19,10,9,52.63
80,8359,八十二銀行,銀行業,8385,伊予銀行,銀行業,0.9565464714574202,0.9360990474878996,0.2319902544467952,0.16295688642629952,427.0,429.0,558.0,564.0,-1.0711730972559688,1.0711730972559688,-2.69,2200,1700,1.56,222208.0,13888.0,0.73,16,10,6,62.5
32,4182,三菱瓦斯化学,化学,4208,宇部興産,化学,0.9661455709715848,0.9308445324056644,0.057071614088820076,0.08198651859058187,1397.0,1408.0,2120.0,2146.0,1.0711204867981794,1.0711204867981794,2.92,600,400,1.58,322449.0,17914.0,1.03,18,12,6,66.67
245,4581,大正製薬ホールディングス,医薬品,7189,西日本フィナンシャルホールディングス,銀行業,0.933702491157906,0.9659437460094328,0.015151381911344772,0.4307528268714093,7570.0,7700.0,738.0,735.0,-1.06808026392047,1.06808026392047,-3.72,100,1000,4.55,-41748.0,-6958.0,-0.4,6,2,4,33.33
396,6752,パナソニック,電気機器,8377,ほくほくフィナンシャルグループ,銀行業,0.9141778304907594,0.9213131583444316,0.6073846095243486,0.3098165717347792,880.4,883.6,1015.0,1023.0,1.0544369205894335,1.0544369205894335,3.76,1000,900,4.03,-233579.0,-12294.0,-0.7,19,7,12,36.84
380,7846,パイロットコーポレーション,その他製品,8377,ほくほくフィナンシャルグループ,銀行業,0.9161884581587284,0.9128032595204256,0.17275935423966826,0.26165711177751205,3875.0,3910.0,1015.0,1023.0,1.04746360982631,1.04746360982631,2.82,200,800,4.65,121582.0,9352.0,0.65,13,8,5,61.54
174,7182,ゆうちょ銀行,銀行業,8309,三井住友トラスト・ホールディングス,銀行業,0.9417233519609698,0.9002860938555886,0.7451576705102915,0.2627570201828464,1026.0,1030.0,3769.0,3770.0,-1.0454783154358571,1.0454783154358571,-2.12,700,200,4.38,-117465.0,-6182.0,-0.33,19,10,9,52.63
484,4996,クミアイ化学工業,化学,6857,アドバンテスト,電気機器,0.9038778509226814,0.9019412272438968,0.06958377216098936,0.05736880763245389,942.0,952.0,4970.0,4840.0,-1.0449383071419227,1.0449383071419227,-14.68,1000,200,1.65,267219.0,20555.0,1.24,13,8,5,61.54
260,5471,大同特殊鋼,鉄鋼,7251,ケーヒン,輸送用機器,0.9314155131662654,0.9181818666319076,0.006152253123079981,0.010108231011029692,4210.0,4240.0,1610.0,1629.0,-1.0433302090641958,1.0433302090641958,-3.08,200,500,3.95,81540.0,6272.0,0.32,13,9,4,69.23
230,6371,椿本チエイン,機械,6752,パナソニック,電気機器,0.9354627755365114,0.9389419380424284,0.015594908623951553,0.11561991635909134,3295.0,3360.0,880.4,883.6,-1.0369749560587138,1.0369749560587138,-1.85,200,800,5.19,-90905.0,-4784.0,-0.24,19,8,11,42.11
36,3099,三越伊勢丹ホールディングス,小売業,8242,エイチ・ツー・オー　リテイリング,小売業,0.9646985725415144,0.9746887134911918,0.008936186241532104,0.0005428826813532237,855.0,856.0,1176.0,1187.0,1.0317548955060296,1.0317548955060296,1.87,1100,800,0.84,186752.0,14366.0,0.81,13,9,4,69.23
30,6752,パナソニック,電気機器,7278,エクセディ,輸送用機器,0.9668577964651112,0.9655974077702401,0.020806283260416718,0.007651014524803259,880.4,883.6,2084.0,2092.0,1.0315444128350528,1.0315444128350528,1.96,900,400,4.97,167323.0,9843.0,0.53,17,9,8,52.94
370,3405,クラレ,化学,4005,住友化学,化学,0.9172427543989288,0.9266360868917448,0.3209204102150866,0.13558512066271228,1287.0,1298.0,487.0,484.0,1.0295381555194785,1.0295381555194785,1.93,700,1900,1.21,-124694.0,-8313.0,-0.49,15,6,9,40.0
134,6995,東海理化電機製作所,輸送用機器,8078,阪和興業,卸売業,0.948254032385926,0.9045826399258984,0.16130253184195975,0.02579643370207581,1791.0,1804.0,2937.0,2905.0,1.029228859171602,1.029228859171602,2.27,500,300,3.5,-35763.0,-2554.0,-0.21,14,7,7,50.0
229,1942,関電工,建設業,9412,スカパーＪＳＡＴホールディングス,情報・通信業,0.9354786417137504,0.9515881600869548,0.0008598805083924862,0.0007591718189582651,949.0,953.0,432.0,434.0,1.0205282259297546,1.0205282259297546,1.95,1000,2200,0.19,590108.0,31058.0,1.63,19,17,2,89.47
26,4182,三菱瓦斯化学,化学,5802,住友電気工業,非鉄金属,0.9677701051772228,0.9400140621094027,0.3277940744210238,0.2289044204319365,1397.0,1408.0,1341.0,1347.5,1.0074269457361322,1.0074269457361322,1.94,700,700,4.3,274145.0,15230.0,0.79,18,11,7,61.11
296,1860,戸田建設,建設業,5110,住友ゴム工業,ゴム製品,0.9269853070079463,0.943737297235155,0.2879494995982701,0.0028785318843686136,604.0,609.0,1275.0,1277.0,-1.0064681936105118,1.0064681936105118,-2.15,1500,700,2.19,54164.0,3186.0,0.25,17,10,7,58.82
340,3116,トヨタ紡織,輸送用機器,5471,大同特殊鋼,鉄鋼,0.9209483524029252,0.9098746417512984,0.0004621453169249084,0.028122803866095163,1477.0,1484.0,4210.0,4240.0,-1.006310130133639,1.006310130133639,-2.37,600,200,5.0,94089.0,13441.0,0.97,7,3,4,42.86
409,3105,日清紡ホールディングス,電気機器,6995,東海理化電機製作所,輸送用機器,0.9127395988820716,0.9163140118290964,0.0986490781305266,0.07217791250756042,836.0,822.0,1791.0,1804.0,-1.0059271471523978,1.0059271471523978,-2.88,1100,500,0.24,460385.0,27081.0,1.46,17,10,7,58.82
155,4005,住友化学,化学,8002,丸紅,卸売業,0.9444690976928212,0.9138551529615502,0.0019698184454972406,0.3571943932200379,487.0,484.0,694.9,694.1,1.0050144251541002,1.0050144251541002,1.66,2000,1400,0.38,-109991.0,-6874.0,-0.38,16,7,9,43.75
13,4208,宇部興産,化学,6473,ジェイテクト,機械,0.973733560139426,0.905263582023772,0.018836704979850568,0.09840419902182346,2120.0,2146.0,1220.0,1216.0,1.003744047285592,1.003744047285592,1.84,400,700,0.84,24164.0,1421.0,0.03,17,8,9,47.06
202,9072,ニッコンホールディングス,陸運業,9810,日鉄物産,卸売業,0.9383016403486746,0.9333014723696068,0.0013842524652119006,0.0008979765646230695,2410.0,2423.0,4265.0,4250.0,-1.0019212745661163,1.0019212745661163,-1.6,400,200,14.02,180981.0,12065.0,0.92,15,10,5,66.67
