,AXIS_SYMBOL,PAIR_SYMBOL,OPEN_DATE,SIGMA,OPEN_CAT,AXIS_SYMB_OPEN_PRI,AXIS_SYMB_LOT,AXIS_OPEN_MOUNT,PAIR_SYMB_OPEN_PRI,PAIR_SYMB_LOT,PAIR_OPEN_MOUNT,LOT_DIFF(%),CLOSE_DATE,OPEN_DAYS,CLOSE_CAT,AXIS_SYMB_CLOSE_PRI,PAIR_SYMB_CLOSE_PRI,AXIS_CLOSE_MOUNT,PAIR_CLOSE_MOUNT,TOTAL,COMMISSION_N,COMMISSION_CREDIT,PROFIT,PL
0,5393,7762,2017-03-07,-2.06,BUY,2052,400,820800,745,1100,819500,0.16,2017-03-09,2,STOP_PROFIT_OVER_RATIO,2190,744,876000,818400,56300,1540.0000000000002,270,54490.0,3.32
1,5393,7762,2017-05-15,2.07,SELL,2582,300,774600,734,1100,807400,4.23,2017-05-31,16,SL_MAX_DAY_OVER,2606,729,781800,801900,-12700,1540.0000000000002,2080,-16320.0,-1.03
2,5393,7762,2017-06-01,2.33,SELL,2640,300,792000,720,1100,792000,0.0,2017-06-05,4,STOP_PROFIT_OVER_RATIO,2626,756,787800,831600,43800,1540.0000000000002,521,41739.0,2.64
3,5393,7762,2017-09-22,2.1,SELL,2788,300,836400,792,1100,871200,4.16,2017-10-10,18,SL_MAX_DAY_OVER,2760,766,828000,842600,-20200,1540.0000000000002,2526,-24266.0,-1.42
4,5393,7762,2017-11-06,2.21,SELL,3090,300,927000,844,1100,928400,0.15,2017-11-08,2,STOP_PROFIT_OVER_RATIO,2770,842,831000,926200,93800,1540.0000000000002,305,91955.0,4.96
5,5393,7762,2018-01-18,2.24,SELL,3192,300,957600,858,1100,943800,1.44,2018-01-29,11,STOP_PROFIT_OVER_RATIO,3048,861,914400,947100,46500,1540.0000000000002,1719,43241.0,2.27
6,5393,7762,2018-02-07,-2.21,BUY,2782,300,834600,794,1100,873400,4.65,2018-02-14,7,STOP_LOSS_OVER_RATIO,2490,816,747000,897600,-111800,1540.0000000000002,983,-114323.0,-6.69
7,5393,7762,2018-02-15,-4.0,BUY,2416,400,966400,821,1200,985200,1.95,2018-02-19,4,STOP_PROFIT_OVER_RATIO,2592,838,1036800,1005600,50000,1540.0000000000002,642,47818.0,2.45
8,5393,7762,2018-02-20,-2.45,BUY,2676,300,802800,842,1000,842000,4.88,2018-02-22,2,STOP_PROFIT_OVER_RATIO,2826,825,847800,825000,62000,1540.0000000000002,270,60190.0,3.66
9,5393,7762,2018-05-15,2.12,SELL,2994,300,898200,788,1100,866800,3.5,2018-05-31,16,SL_MAX_DAY_OVER,2770,737,831000,810700,11100,1540.0000000000002,2321,7239.0,0.41
10,5393,7762,2018-06-12,2.08,SELL,2904,300,871200,755,1200,906000,3.99,2018-06-28,16,SL_MAX_DAY_OVER,2816,721,844800,865200,-14400,1540.0000000000002,2337,-18277.0,-1.03
11,5393,7762,2018-09-07,2.55,SELL,2902,300,870600,704,1200,844800,2.96,2018-09-25,18,SL_MAX_DAY_OVER,3004,750,901200,900000,24600,1540.0000000000002,2538,20522.0,1.2
12,5393,7762,2018-11-07,-2.63,BUY,2400,400,960000,674,1400,943600,1.71,2018-11-13,6,STOP_PROFIT_OVER_RATIO,2312,626,924800,876400,32000,1540.0000000000002,939,29521.0,1.55
13,5393,7762,2018-12-10,-2.29,BUY,2063,400,825200,578,1400,809200,1.94,2018-12-26,16,SL_MAX_DAY_OVER,1775,512,710000,716800,-22800,1540.0000000000002,2149,-26489.0,-1.62
14,5393,7762,2019-04-16,2.39,SELL,2306,400,922400,616,1500,924000,0.17,2019-04-25,9,STOP_PROFIT_OVER_RATIO,2143,615,857200,922500,63700,1540.0000000000002,1366,60794.0,3.29
15,5393,7762,2019-05-09,-2.91,BUY,1791,500,895500,587,1500,880500,1.68,2019-05-13,4,STOP_PROFIT_OVER_RATIO,1892,580,946000,870000,61000,1540.0000000000002,584,58876.0,3.32
