,AXIS_SYMBOL,PAIR_SYMBOL,OPEN_DATE,SIGMA,OPEN_CAT,AXIS_SYMB_OPEN_PRI,AXIS_SYMB_LOT,AXIS_OPEN_MOUNT,PAIR_SYMB_OPEN_PRI,PAIR_SYMB_LOT,PAIR_OPEN_MOUNT,LOT_DIFF(%),CLOSE_DATE,OPEN_DAYS,CLOSE_CAT,AXIS_SYMB_CLOSE_PRI,PAIR_SYMB_CLOSE_PRI,AXIS_CLOSE_MOUNT,PAIR_CLOSE_MOUNT,TOTAL,COMMISSION_N,COMMISSION_CREDIT,PROFIT,PL
0,4188,8306,2017-03-01,2.13,SELL,868.7,1100,955570.0,746.9,1300,970970.0,1.61,2017-03-17,16,SL_MAX_DAY_OVER,863.1,762.0,949410.0,990600.0,25790.000000000055,1540.0000000000002,2534,21716.000000000055,1.13
1,4188,8306,2017-03-27,2.02,SELL,844.0,1100,928400.0,705.4,1300,917020.0,1.23,2017-04-12,16,SL_MAX_DAY_OVER,830.0,660.0,913000.0,858000.0,-43619.99999999997,1540.0000000000002,2427,-47586.99999999997,-2.58
2,4188,8306,2017-07-11,2.07,SELL,958.0,1000,958000.0,749.0,1300,973700.0,1.64,2017-07-14,3,STOP_LOSS_OVER_RATIO,988.9,731.9,988900.0,951470.0,-53130.00000000001,1540.0000000000002,476,-55146.00000000001,-2.85
3,4188,8306,2017-07-18,3.49,SELL,986.4,1000,986400.0,718.3,1400,1005619.9999999999,1.95,2017-08-03,16,SL_MAX_DAY_OVER,965.0,715.5,965000.0,1001700.0,17480.000000000044,1540.0000000000002,2620,13320.000000000044,0.67
4,4188,8306,2017-08-22,2.51,SELL,973.1,1000,973100.0,667.1,1500,1000650.0,2.83,2017-08-29,7,STOP_LOSS_OVER_RATIO,1011.5,649.7,1011500.0,974550.0000000001,-64499.99999999994,1540.0000000000002,1136,-67175.99999999994,-3.4
5,4188,8306,2017-08-30,2.83,SELL,1030.0,900,927000.0,660.0,1400,924000.0,0.32,2017-09-15,16,SL_MAX_DAY_OVER,1058.0,670.0,952200.0,938000.0,-11200.0,1540.0000000000002,2434,-15174.0,-0.82
6,4188,8306,2017-12-14,-2.22,BUY,1208.0,800,966400.0,808.2,1200,969840.0,0.36,2018-01-04,21,SL_MAX_DAY_OVER,1258.0,841.5,1006400.0,1009800.0,40.00000000005821,1540.0000000000002,3342,-4841.999999999942,-0.25
7,4188,8306,2018-01-19,-2.41,BUY,1207.5,800,966000.0,882.4,1100,970640.0,0.48,2018-01-30,11,STOP_PROFIT_OVER_RATIO,1223.0,852.4,978400.0,937640.0,45400.0,1540.0000000000002,1751,42109.0,2.17
8,4188,8306,2018-02-08,-2.09,BUY,1100.0,900,990000.0,799.6,1200,959520.0,3.08,2018-02-26,18,SL_MAX_DAY_OVER,1117.0,773.3,1005300.0,927960.0,46860.00000000008,1540.0000000000002,2884,42436.00000000008,2.18
9,4188,8306,2018-05-31,2.03,SELL,1005.5,900,904950.0,663.0,1400,928200.0,2.57,2018-06-18,18,SL_MAX_DAY_OVER,960.0,652.7,864000.0,913780.0000000001,26530.000000000065,1540.0000000000002,2712,22278.000000000065,1.22
10,4188,8306,2018-07-24,-2.14,BUY,962.9,1000,962900.0,695.1,1400,973140.0,1.06,2018-08-07,14,STOP_PROFIT_OVER_RATIO,985.0,677.0,985000.0,947800.0,47440.00000000006,1540.0000000000002,2228,43672.00000000006,2.26
11,4188,8306,2018-09-21,-2.17,BUY,1005.0,900,904500.0,724.5,1200,869400.0,3.88,2018-09-28,7,STOP_PROFIT_OVER_RATIO,1065.0,715.0,958500.0,858000.0,65400.0,1540.0000000000002,1021,62839.0,3.54
12,4188,8306,2018-10-01,3.06,SELL,1093.5,900,984150.0,705.1,1400,987140.0,0.3,2018-10-09,8,STOP_PROFIT_OVER_RATIO,1061.0,735.6,954900.0,1029840.0,71950.0,1540.0000000000002,1296,69114.0,3.51
13,4188,8306,2018-10-19,-2.53,BUY,920.9,1000,920900.0,682.9,1300,887770.0,3.6,2018-11-05,17,SL_MAX_DAY_OVER,919.0,675.1,919000.0,877630.0,8239.999999999964,1540.0000000000002,2527,4172.999999999964,0.23
14,4188,8306,2018-12-28,2.16,SELL,825.4,1200,990480.0,529.6,1900,1006240.0,1.59,2019-01-15,18,SL_MAX_DAY_OVER,873.6,569.7,1048320.0,1082430.0,18349.999999999985,1540.0000000000002,2954,13855.999999999985,0.69
15,4188,8306,2019-06-24,2.42,SELL,750.4,1300,975520.0,503.0,1900,955700.0,2.03,2019-07-11,17,STOP_PROFIT_OVER_RATIO,740.6,524.0,962780.0,995600.0,52639.99999999994,1540.0000000000002,2698,48401.99999999994,2.51
16,4188,8306,2019-07-30,-2.43,BUY,726.0,1300,943800.0,529.4,1800,952920.0,0.97,2019-08-01,2,STOP_PROFIT_OVER_RATIO,771.0,530.0,1002300.0,954000.0,57419.999999999956,1540.0000000000002,312,55567.999999999956,2.93
17,4188,8306,2019-09-09,2.37,SELL,778.8,1200,934560.0,520.9,1800,937620.0,0.33,2019-09-18,9,STOP_PROFIT_OVER_RATIO,810.0,565.5,972000.0,1017900.0,42839.999999999985,1540.0000000000002,1385,39914.999999999985,2.13
