,SYM_A,SYM_B,CORR_3M,CORR_1Y,COINT_3M,COINT_1Y
106,5802,7259,0.9530998885944513,0.9542858032905025,0.5346555333995311,0.007705311331494941
107,4061,5020,0.9529765482695526,0.9068592683118133,0.004464491375895187,0.010499171362805107
108,4202,5991,0.9525494085868974,0.9337609311368656,0.8983975483547261,0.05997264942245328
109,7186,8273,0.9519523099788533,0.9378536398640163,0.0011804750132645425,0.027205198264147232
110,6752,7846,0.9515891819104746,0.9574906280900313,0.013071584390580891,0.2028808376619904
111,4061,7327,0.9513467254661657,0.917410879124295,0.045514544343274344,0.0060185456799234
112,6301,7167,0.9512873401612039,0.9007610702867737,0.26940498959947606,0.09461566295040275
113,5802,6995,0.9511190940425699,0.916911472301702,0.935791094036724,0.26577091306655254
114,7251,8601,0.9510239050677753,0.9407137158848985,0.07768849530182341,0.1443552094229602
115,7211,7267,0.9509313812510514,0.9085292167937001,0.7796832356143705,0.21447675880723116
116,8308,8309,0.9507595401635239,0.9304143779810155,0.16999053699156502,0.5040424082730206
117,3591,7167,0.9506936047706944,0.9166626878610973,0.05586478872838548,0.014216568047028396
118,7189,9810,0.9504437169498379,0.92965691386698,0.141181083145769,0.05158689675702523
119,1820,3099,0.9503108346741932,0.9282942688391337,0.020594159630439392,0.5298467167456228
120,5393,6305,0.9502581475849974,0.919399411569178,0.06552091935308853,0.4165636617881027
121,6995,7186,0.9502043370483199,0.9023545685720199,0.12298127432121403,0.24142438217205792
122,8242,9072,0.9501834078465354,0.9057588152518454,0.006724985745856819,0.17282705551423938
123,5020,6752,0.9498787157325712,0.937065178706716,0.003398048235952268,0.14587045545560817
124,4182,5991,0.9497213921095465,0.915177060762558,0.07320080020233,0.8882472683709737
125,7013,8795,0.9496924737777033,0.9653945205646511,0.017881341252669436,0.07218987356778502
126,7202,7267,0.9495114231497884,0.913579904638575,0.013690967775686297,0.04401707537223323
127,7846,8795,0.9493866706446589,0.9220093016924106,0.050804492038111014,0.3384018524960285
128,1963,7167,0.9493429571590107,0.9052304110266355,0.07996012272880787,0.009569761909170915
129,1333,5406,0.9489860558737195,0.9463700143694621,0.019583419574443338,0.005874493288336024
130,7731,8377,0.9489401504109645,0.9101542819466907,0.17776416002685136,0.07270575885905353
131,1963,6752,0.9487566498130066,0.9209408425691588,0.008293206904646664,0.3373984855967144
132,5406,8058,0.9487176148098042,0.9177333376566544,0.22954953001834488,0.6006840515458305
133,5214,7751,0.9484419542313007,0.9104878035393509,0.02333521033478818,0.07917566553141098
134,6995,8078,0.948254032385926,0.9045826399258983,0.16130253184195975,0.025796433702075815
135,6752,7182,0.9482277720473196,0.9113314089749612,0.07313447789975334,0.7946457469503869
136,6752,8316,0.9482069127187112,0.9067370759792185,0.3855397062704367,0.15682735434627038
137,6674,8377,0.9477626267827686,0.919573029889202,0.19604247165456545,0.12134467761294465
138,6995,7251,0.9477442113660068,0.9296448177089339,0.4039217142899402,0.031104012746881744
139,1833,5703,0.9476248055055918,0.9229402302848264,0.5544145259272043,0.005682148429366996
140,3861,4118,0.9472504650766582,0.9397945543885265,0.5145754205428839,0.2979337621337878
141,7167,8316,0.947198289315697,0.9208553632344615,0.5967189323686927,0.28988973447184524
142,5019,6472,0.9470674420015274,0.9053315380880703,0.038119863276114746,0.021676730500682858
143,3099,4202,0.9470053798687337,0.9028528950276389,0.18151999439209038,0.41531502273236887
144,4208,6472,0.946963246331834,0.9068783467257056,0.07503064781588563,0.11419883085272514
145,4208,5991,0.9467457196214021,0.9102240086950216,0.028871506775381077,0.13415921585205115
146,7186,8385,0.9464508129866663,0.9619982918799286,0.4133420625722687,0.19368784884289147
147,5901,6178,0.9462324356516952,0.9305246063780601,0.059116298405825586,0.16566785315264565
148,6995,7272,0.9460876530542173,0.9126722619448465,0.2170304748508925,0.05878798947387022
149,5803,5991,0.9460501128278874,0.9321158482678465,0.11878108941854942,0.04376887498053124
150,2768,7211,0.9452438674714978,0.9051891655668147,0.017165976788043154,0.372445538080319
151,4188,7205,0.9450843765720882,0.900348259953369,0.0013742520124193419,0.14178794579708492
152,7189,7846,0.9446212914449239,0.9207607339602223,0.036407334937791504,0.21540092661019522
153,7259,7278,0.9445519877418407,0.9299717467427671,0.3245399047023631,0.2890731188832085
154,8308,8341,0.9445474541582823,0.9731067630159741,0.63239221227515,0.19102664906230316
155,4005,8002,0.9444690976928212,0.9138551529615502,0.0019698184454972406,0.3571943932200379
156,6417,9627,0.9444468176688015,0.9143871440290989,0.0016403702661208041,0.0036682401154693096
157,4061,8316,0.9443760226591348,0.9277520332636968,0.28251921397249513,0.0012565722494090115
158,7180,7186,0.9439130632265027,0.927029720517189,0.05778113154322631,0.03620737798293412
159,5393,6472,0.9438846409156809,0.914716555978372,0.08979374832625081,0.10640469942537784
160,6472,6473,0.9438753455647699,0.9348210767208072,0.4148592414328971,0.44776536243756015
161,4061,6586,0.9438433041238177,0.9114796116358314,0.033702051718433636,0.0005291235401971434
162,4401,8058,0.9436942555398719,0.9029623067478739,0.45387878713400015,0.1344506919836902
163,4118,5406,0.9432912852850388,0.933567778815135,0.08655558424946741,0.17027548875557358
164,3861,9401,0.9432234922568568,0.906910335988951,0.18947589572125478,0.00869933677258278
165,3099,9505,0.9429918560138164,0.945385697982131,0.016850529094889013,0.16274939035446417
166,7167,7211,0.9428257954200595,0.9140931909786416,0.4749753376110643,0.6932327513723315
167,6471,7259,0.9427453263213074,0.9246000454539554,0.22349504824674327,0.17447011091207537
168,1942,1959,0.9426625299717892,0.9635363951562347,0.059148478835426746,0.0005655562489123461
169,4202,7182,0.9426125653843825,0.9395874864523274,0.000251214434312959,0.028026807641272158
170,7182,7211,0.9424810118985211,0.9629167667414738,0.1803308024477096,0.008841226933987574
171,7167,7327,0.9421346888146285,0.950569580227014,0.3121126651887714,0.2913924752601601
172,3635,4612,0.9421258636270986,0.928692274765728,0.38636536292283663,0.00038990222334741665
173,4061,7278,0.9420403829636663,0.912031290936409,0.09201276302747663,0.011004379093622391
174,7182,8309,0.9417233519609698,0.9002860938555886,0.7451576705102915,0.26275702018284636
175,2784,6178,0.9415213091673572,0.9051305391764449,0.0269687480726667,0.14293671074871028
176,7167,8341,0.9414448587596866,0.9585018254940159,0.6941564898184118,0.449338046491331
177,4182,6301,0.9414351865108218,0.9009544093737216,0.14876502705607586,0.026867247442809307
178,4208,5802,0.9413949428715765,0.9407919602614476,0.21494500303678887,0.031568649278945815
179,1963,5019,0.9411979242255585,0.9449364407384244,0.935595147050582,0.005209611857901379
180,4005,7267,0.941174567117782,0.9030803593020921,0.0018575886233505507,0.3675134883963697
181,3116,8306,0.9409357148976284,0.9065225485203882,0.0005325895531836983,0.3815499393520531
182,5020,7327,0.940884607562013,0.9220678092913527,0.038241700663057245,0.3620152767829681
183,5019,5393,0.9407502349092277,0.9046828115942576,0.05974397536870498,0.333804213010926
184,8273,8385,0.940586868668701,0.9195161716593732,0.018031095894213214,0.09998070369729084
185,7167,8377,0.9405571853562417,0.9671363567127498,0.6653608655959484,0.4366579986755051
186,6301,8316,0.9404423009764269,0.9362019474792587,0.46280726819731294,0.012644929275690721
187,3591,8309,0.9402811988963694,0.9196516962202455,0.3785992443980851,0.022507106652933293
188,5802,7202,0.9401118740373158,0.9090230571800332,0.0970667490408158,0.16661231060437176
189,7731,9404,0.9399482612407999,0.9076126205644888,0.023408773968128457,0.03091014457427693
190,4507,8377,0.939908563778173,0.9128781972887359,0.0033518195258904968,0.014601480507029944
191,5020,7278,0.9398807271763808,0.9048128170598669,0.07514994095760982,0.21052117134818127
192,4208,7259,0.9395337726170592,0.9284168392437832,0.1889608049279078,0.012840003779718487
193,4527,5020,0.9394371309889571,0.9055444016443033,0.18922637695776312,0.02315845460506769
194,3099,7846,0.9392215276597528,0.9294498896681593,0.29135341962761285,0.4078246562118901
195,5020,8377,0.9392202429419156,0.9242889831358515,0.5999482145256946,0.4869357327465533
196,4188,8306,0.939170378650076,0.9046227868404945,0.00348964390656395,0.1363213770664023
197,8273,8341,0.939108395611236,0.9336734725120189,0.036614595973586496,0.2817888300027873
198,6301,7186,0.9390689007008082,0.9088242721262484,0.24942092477538774,0.06788354452661935
199,6305,8316,0.9389832906865877,0.9087287766800626,0.7836097904982189,0.032505725065003786
200,7846,9505,0.9386580695322794,0.9538921546417876,0.0006328316529948203,0.049938616844415674
201,7189,7278,0.9385351118293093,0.9431324056602582,0.31104502173265314,0.08425761219080735
202,9072,9810,0.9383016403486746,0.9333014723696069,0.0013842524652119006,0.0008979765646230695
203,5401,7201,0.9382797822130395,0.9452545940833212,0.32186272433453,0.4869511631149906
204,1911,6923,0.9382203322975177,0.9261401711773443,0.008309818483559892,0.1672418050085709
205,7181,8377,0.9380300817514108,0.9071040809820754,0.2794223980151687,0.6475147297390186
206,4114,5214,0.9379770480337704,0.9344267870221189,0.0007556427040938837,0.000357289020959854
207,3116,6770,0.9377800352440409,0.9362540706451123,0.06511940146364038,0.08437229705839744
208,7453,8308,0.9377299401140787,0.9093910038244497,0.11192262159704447,0.3171835146117119
209,4182,7272,0.9375701503284232,0.9562973029931136,0.4461794884302584,0.0032479760738879262
210,4118,5411,0.9370448099175172,0.9334532955311898,0.4314671891877519,0.08531992673116345
211,7167,8309,0.9370219638247649,0.9592613531533933,0.9352257164951113,0.4643165063184001
212,4118,5401,0.936954041964883,0.9421757388847015,0.5100090788135527,0.1304217429050915
213,4061,6752,0.9368940172411775,0.9203696405817194,0.08282652493191417,0.04792483681427379
214,7278,8377,0.9368898395513164,0.9092826699165993,0.28773003401179964,0.4608823939039508
215,8273,8309,0.9367545922896292,0.9177965538011789,0.04209262931461079,0.14411163747655764
216,5201,7751,0.9367082676602512,0.9581023892633026,0.2608304110009152,1.0976069503605736e-05
217,4182,7211,0.9366579446096781,0.9434808657868433,0.4448246326998097,0.13065625777127587
218,7202,7211,0.9366299354672778,0.9295066832635445,0.1489871668665938,0.420927781591954
219,4182,5019,0.9366088074909381,0.9182998116007155,0.1085316062593405,0.10009546958520765
220,5703,7261,0.936444181451605,0.9090517835158258,0.29850416238598776,0.04405574780058087
221,8242,9505,0.9363762345476271,0.9198306951443886,0.03922455218914941,0.21984430748384942
222,4061,7167,0.9363052718797582,0.9393383132274615,0.15403258056488411,0.03336707564710565
223,5021,8795,0.9362333780651806,0.9088081861149938,0.667831888759314,0.6810079286653699
224,6481,6856,0.9360686845397851,0.9230097117277625,0.07290462998205376,0.005421677838814751
225,7211,7278,0.9360209442409758,0.9417306760847303,0.44550664194044237,0.25219908441397176
226,6674,7181,0.9360073272902538,0.9251818814922803,0.03097201599061533,0.10897594591234477
227,8309,8385,0.9358232449109114,0.9415664950129613,0.01044007155698945,0.15909699170672237
228,4118,8058,0.9357069167373546,0.9352627291130169,0.5027158366355535,0.0351494896015674
229,1942,9412,0.9354786417137503,0.9515881600869548,0.0008598805083924862,0.0007591718189582651
230,6371,6752,0.9354627755365114,0.9389419380424283,0.015594908623951553,0.11561991635909136
231,5802,7182,0.9353530449201068,0.9435355836179561,0.4283202094629859,0.05174858519115255
232,1963,8750,0.9350550551704949,0.9207199520176562,0.04537046145560899,0.11775664279040976
233,6752,7189,0.9349650706487146,0.9351695444938078,0.3760605631870121,0.15441004294677868
234,4061,4401,0.9347417842446762,0.9024383723662595,0.35921274960029365,0.04758240012339439
235,7327,8316,0.934640604840537,0.9435058164462492,0.0025247989969121427,0.1519441437741646
236,1820,7278,0.9345863940028474,0.9245454030861757,0.17792094064157143,0.22440395390214524
237,1944,9072,0.9345489230364249,0.9154843918682726,0.053358518993693496,0.0760813787060974
238,6371,7762,0.9342200518673546,0.9312688530136846,0.007045726064085759,0.24410303085178836
239,2531,5020,0.9341318609864471,0.9216586968925458,0.0452315735487241,0.02949391642597909
240,7205,8601,0.9341188490038586,0.930420351841016,0.09431895583765976,0.11121653875558235
241,4061,4118,0.9340266430318479,0.913345729603288,0.40876876083681385,0.26129821101003065
242,1333,9404,0.9339668398913312,0.9197132655217964,0.007085386572405404,0.07685514737687661
243,5411,9404,0.9337186847261204,0.9216016215887433,0.1193949434437318,0.18350033624182233
244,4061,5411,0.9337049484768549,0.9087633054588751,0.16549791889414134,0.00351887274796021
245,4581,7189,0.9337024911579059,0.9659437460094328,0.015151381911344772,0.4307528268714093
246,4208,9072,0.933565263101483,0.9095580653211262,0.017158533220572435,0.5607912321370481
247,5401,8058,0.9334957956026891,0.9202559196124062,0.9171138637728741,0.2826075008134641
248,7278,7327,0.9329167755294656,0.9410124110146466,0.21098036440894563,0.039370827419119916
249,5803,7267,0.9328254456414791,0.9135094439627209,0.5222755688549862,0.05157092878441846
250,5393,7762,0.9327567982881024,0.9108913937411786,0.02774181033392168,0.40227821595910307
251,7013,7278,0.9326706284495131,0.9287367612371189,0.03791728114421057,0.17837268412475754
252,5214,8058,0.9322242859342638,0.9231798266874226,0.0661532662066851,0.04868685546714493
253,6472,7259,0.9322037120799974,0.9200373652278491,0.4392580051063327,0.755708274516055
254,1944,4202,0.9320695746263851,0.9070132068137027,0.036103497139870024,0.01665938935524026
255,5803,7211,0.9320649310241246,0.9129520623352848,0.11555336463849697,0.032351070475078625
256,4182,6752,0.9320153748114748,0.9526885450335258,0.4292298261717997,0.018105934131637677
257,6301,9810,0.9319970859562027,0.9168805032985063,0.4971968096062256,0.12660957107218124
258,4401,9404,0.9316746265203353,0.9268185177700624,0.21103360342458766,0.01069230203835317
259,6752,7327,0.9316274139333379,0.9488118844483443,0.20609121842882944,0.2252683809985861
260,5471,7251,0.9314155131662654,0.9181818666319075,0.006152253123079981,0.010108231011029693
261,7167,8795,0.9311934342557854,0.9486822020291223,0.20844484472758046,0.32192002222739646
262,5401,6178,0.931128482258842,0.947249943204348,0.49871250533491546,0.7111707166790332
263,3116,6923,0.9310764732411511,0.9672811242183057,0.16857338876167455,0.046453699182601324
264,1820,8242,0.9309148385507228,0.9062116864676107,0.14371074502077658,0.25119539973316607
265,5214,5406,0.9307788795761498,0.9152352241611346,0.5450620031302834,0.208677383489206
266,2914,4507,0.930501702902236,0.9241891433968236,0.019070108548623958,0.032853417739111906
267,7327,8377,0.9304994394753837,0.9206006958861225,0.2108607864415576,0.8953770610780455
268,6472,8002,0.9304419040957302,0.9598815815773403,0.2713086279503867,0.005811281754475553
269,5406,8377,0.9304067513151828,0.9084254597252173,0.109784235386438,0.4401023589579244
270,4061,7731,0.9301803278583688,0.9317261953739422,0.04534706239111233,0.0006445578890809846
271,6301,6371,0.930051866669627,0.9193729814543536,0.23897967205834736,2.631668236984538e-05
272,8316,8586,0.9299628288198618,0.9464290408514273,0.022728107155203174,0.013067883473950234
273,7201,9404,0.9299210299171887,0.9205568771531187,0.30293405877451485,0.16889472874515354
274,4182,8242,0.9297350090325505,0.902777710414341,0.10620009859060409,0.24849582861503017
275,1911,6770,0.9296054360164897,0.9559831183066616,0.08971462891095805,0.23527516462846992
276,4188,8601,0.9292340344146529,0.910929229345864,0.028017239848865567,0.0035872696771985036
277,4182,7846,0.929154500973281,0.9276769646093816,0.12639185554629578,0.28102811581661125
278,4182,7186,0.9289942069488661,0.9123571619043077,0.11303543866988619,0.44176975087401094
279,7167,7984,0.9285460409837681,0.9292315189495607,0.0086272643956636,0.010281315099016416
280,4208,6301,0.9285274046061912,0.9270947891830753,0.27683155959001127,0.01121844409760554
281,8306,8308,0.9283784930662279,0.9163676974211534,0.8855464798977035,0.8125338290416894
282,7182,7259,0.9283158185494506,0.9320311142233331,0.4973711180035578,0.02281456821025198
283,6361,8012,0.9282946002336147,0.9027200756029329,0.23836487799663975,0.006378631310943934
284,6178,7181,0.9282701560126326,0.9434631105594946,0.2078425690906739,0.23945878081278305
285,8308,8750,0.9282253071435581,0.9256535001200101,0.29866817314909444,0.7752965249312385
286,7259,7267,0.927905220776434,0.9005121253095478,0.9294164801444108,0.055139111010333905
287,7327,9810,0.9276243633466418,0.9095187844586551,0.06734656978311317,0.4871319687817625
288,3291,5802,0.9274530987736473,0.9254545355065859,0.08749138816050445,0.32510027373667927
289,7167,8586,0.9274112771109753,0.9025957046926102,0.0772154510606983,0.4377493420625975
290,6178,9404,0.9273907943046168,0.9279128749729589,0.5855505691652745,0.18833162564081501
291,7189,7984,0.9273700191040049,0.9124904059630626,0.9761528700035614,0.03166114270705431
292,7189,8242,0.9273347039348969,0.9620927641748901,0.18386981260531576,0.4867963015962982
293,4202,5802,0.9271644788878779,0.9230070819926961,0.7731760630418543,0.07565649089700012
294,6752,8309,0.9271032242615733,0.9025132293863048,0.825543196343642,0.0861279711082511
295,4202,7259,0.9269938987082657,0.9263875476609232,0.48040421363206,0.03776158779463431
296,1860,5110,0.9269853070079465,0.943737297235155,0.2879494995982701,0.0028785318843686136
297,4005,4182,0.9268745912932106,0.9303006687135504,0.031497161669659664,0.09248044145693074
298,4634,6770,0.9266812234575192,0.9079675018318333,0.595988662877788,0.003934571584025676
299,6472,7186,0.9262081832718377,0.9074875423012602,0.019263717452393747,0.08485991783955399
300,7211,9810,0.9260972398362666,0.915499357970195,0.3259595765000446,0.03969034251405801
301,4202,6371,0.9257757997464702,0.9054104031191653,0.1369235873153259,0.7197199747568683
302,2768,5802,0.9257524793304398,0.9083053064569904,0.0040015145655735085,0.20077508620091777
303,6301,8586,0.9256583643419932,0.9238658053259303,0.0031560532873582455,0.00196041208718767
304,6752,9505,0.9256515865735729,0.9149775766910114,0.020456855203977598,0.2671708344510805
305,2914,4581,0.925611745632201,0.9531331028296743,0.01990909723805341,0.0854774591930747
306,5201,6305,0.9254095623255677,0.9011806931351344,0.5219274570753873,0.08797314532384609
307,5019,8750,0.9253915914510613,0.9003053334824531,0.11843948661744608,0.6570459779335998
308,3099,7189,0.9253858852425343,0.956072269747262,0.35775519496519387,0.03731904845099446
309,6371,9810,0.9251018515720344,0.9135133831047134,0.010483144970588094,0.19727233142084133
310,1333,5411,0.9250101469123839,0.9231604087863755,0.2615059342318733,0.07778291504409211
311,1983,8377,0.9247382020645538,0.9498366500785955,0.1241472987258806,0.006900994178567779
312,3099,7182,0.9246822833969365,0.9344098186612213,0.008702133813403587,0.3444871286280746
313,6770,6923,0.9246468271282506,0.9526187556087367,0.12695459284292554,0.005142983012966407
314,2002,8136,0.9245350737742434,0.9163212368059932,0.006750002531009293,0.00428251451703982
315,7186,7211,0.9244718950815517,0.9062345212898854,0.30062259890905263,0.2950117877682219
