,AXIS_SYMBOL,PAIR_SYMBOL,OPEN_DATE,SIGMA,OPEN_CAT,AXIS_SYMB_OPEN_PRI,AXIS_SYMB_LOT,AXIS_OPEN_MOUNT,PAIR_SYMB_OPEN_PRI,PAIR_SYMB_LOT,PAIR_OPEN_MOUNT,LOT_DIFF(%),CLOSE_DATE,OPEN_DAYS,CLOSE_CAT,AXIS_SYMB_CLOSE_PRI,PAIR_SYMB_CLOSE_PRI,AXIS_CLOSE_MOUNT,PAIR_CLOSE_MOUNT,TOTAL,COMMISSION_N,COMMISSION_CREDIT,PROFIT,PL
0,4208,7259,2017-03-16,-2.53,BUY,2630,200,526000,5820.0,100,582000.0,9.62,2017-03-22,6,STOP_PROFIT_OVER_RATIO,2680,5400.0,536000,540000.0,52000.0,1540.0000000000002,546,49914.0,4.5
1,4208,7259,2017-07-04,2.29,SELL,3010,200,602000,5810.0,100,581000.0,3.61,2017-07-11,7,STOP_PROFIT_OVER_RATIO,2940,5960.0,588000,596000.0,29000.0,1540.0000000000002,681,26779.0,2.26
2,4208,7259,2017-08-01,2.27,SELL,3000,200,600000,5720.0,100,572000.0,4.9,2017-08-17,16,SL_MAX_DAY_OVER,3040,5540.0,608000,554000.0,-26000.0,1540.0000000000002,1541,-29081.0,-2.48
3,4208,7259,2017-08-18,2.29,SELL,2970,200,594000,5440.0,100,544000.0,9.19,2017-08-23,5,STOP_LOSS_OVER_RATIO,3110,5450.0,622000,545000.0,-27000.0,1540.0000000000002,468,-29008.0,-2.55
4,4208,7259,2018-01-17,-2.03,BUY,3360,200,672000,6480.0,100,648000.0,3.7,2018-02-05,19,STOP_LOSS_OVER_RATIO,3360,6600.0,672000,660000.0,-12000.0,1540.0000000000002,2061,-15601.0,-1.18
5,4208,7259,2018-08-23,-2.16,BUY,2728,200,545600,5110.0,100,511000.0,6.77,2018-09-10,18,SL_MAX_DAY_OVER,2660,4955.0,532000,495500.0,1900.0,1540.0000000000002,1563,-1203.0000000000002,-0.11
6,4208,7259,2018-09-11,-2.14,BUY,2650,200,530000,5010.0,100,501000.0,5.79,2018-09-27,16,STOP_PROFIT_OVER_RATIO,3015,5570.0,603000,557000.0,17000.0,1540.0000000000002,1356,14104.0,1.37
7,4208,7259,2018-11-22,2.03,SELL,2620,300,786000,4340.0,200,868000.0,9.45,2018-11-28,6,STOP_PROFIT_OVER_RATIO,2605,4545.0,781500,909000.0,45500.0,1540.0000000000002,816,43144.0,2.61
8,4208,7259,2018-12-14,2.14,SELL,2450,300,735000,4040.0,200,808000.0,9.03,2019-01-04,21,SL_MAX_DAY_OVER,2146,3700.0,643800,740000.0,23200.0,1540.0000000000002,2663,18997.0,1.23
9,4208,7259,2019-04-19,-2.7,BUY,2479,400,991600,4775.0,200,955000.0,3.83,2019-05-07,18,STOP_PROFIT_OVER_RATIO,2337,4235.0,934800,847000.0,51200.0,1540.0000000000002,2880,46780.0,2.4
10,4208,7259,2019-07-24,2.01,SELL,2268,300,680400,3640.0,200,728000.0,6.54,2019-08-09,16,SL_MAX_DAY_OVER,2046,3155.0,613800,631000.0,-30400.0,1540.0000000000002,1852,-33792.0,-2.4
11,4208,7259,2019-08-23,2.2,SELL,2027,400,810800,2996.0,300,898800.0,9.79,2019-09-02,10,STOP_PROFIT_OVER_RATIO,2019,3130.0,807600,939000.0,43400.0,1540.0000000000002,1405,40455.0,2.37
