,AXIS_CLOSE_MOUNT,AXIS_OPEN_MOUNT,AXIS_SYMBOL,AXIS_SYMB_CLOSE_PRI,AXIS_SYMB_LOT,AXIS_SYMB_OPEN_PRI,CLOSE_CAT,CLOSE_DATE,COMMISSION_CREDIT,COMMISSION_N,LOT_DIFF(%),OPEN_CAT,OPEN_DATE,OPEN_DAYS,PAIR_CLOSE_MOUNT,PAIR_OPEN_MOUNT,PAIR_SYMBOL,PAIR_SYMB_CLOSE_PRI,PAIR_SYMB_LOT,PAIR_SYMB_OPEN_PRI,PL,PROFIT,SIGMA,TOTAL
0,982000,948000,4042,2455,400,2370,STOP_PROFIT_OVER_RATIO,2017-10-20,478,1540.0000000000002,4.44,BUY,2017-10-17,3,961000,992000,5332,4805,200,4960,3.25,62982.0,-2.38,65000
1,606000,574800,4042,2020,300,1916,SL_MAX_DAY_OVER,2018-04-23,1706,1540.0000000000002,0.55,BUY,2018-04-05,18,612000,578000,5332,6120,100,5780,-0.52,-6046.0,-3.5,-2800
2,595500,576000,4042,1985,300,1920,SL_MAX_DAY_OVER,2018-05-17,1493,1540.0000000000002,3.04,BUY,2018-05-01,16,583000,559000,5332,5830,100,5590,-0.66,-7533.0,-2.01,-4500
3,836000,929000,4042,1672,500,1858,STOP_PROFIT_OVER_RATIO,2018-08-21,2944,1540.0000000000002,2.82,SELL,2018-08-02,19,909000,956000,5332,4545,200,4780,2.2,41516.0,4.28,46000
4,773000,785500,4042,1546,500,1571,STOP_PROFIT_OVER_RATIO,2018-11-06,519,1540.0000000000002,0.95,SELL,2018-11-02,4,837000,793000,5332,4185,200,3965,3.45,54441.0,2.44,56500
5,710000,759000,4042,1420,500,1518,STOP_PROFIT_OVER_RATIO,2018-12-12,761,1540.0000000000002,3.19,SELL,2018-12-06,6,804000,784000,5332,4020,200,3920,4.32,66699.0,2.33,69000
6,882000,851000,4042,1764,500,1702,SL_MAX_DAY_OVER,2019-03-22,2378,1540.0000000000002,0.0,SELL,2019-03-05,17,909000,851000,5332,4545,200,4255,1.36,23082.0,2.58,27000
7,731000,838000,4042,1462,500,1676,STOP_PROFIT_OVER_RATIO,2019-05-14,537,1540.0000000000002,5.54,SELL,2019-05-10,4,760000,794000,5332,3800,200,3970,4.35,70923.0,2.79,73000
8,847200,836400,4042,1412,600,1394,SL_MAX_DAY_OVER,2019-06-10,2285,1540.0000000000002,4.68,BUY,2019-05-24,17,824000,799000,5332,4120,200,3995,-1.1,-18025.0,-2.59,-14200
9,741000,775800,4042,1235,600,1293,SL_MAX_DAY_OVER,2020-03-27,2034,1540.0000000000002,0.62,BUY,2020-03-11,16,778000,771000,5332,3890,200,3855,-2.93,-45374.0,-2.3,-41800
10,753600,733800,4042,1256,600,1223,STOP_PROFIT_OVER_RATIO,2020-04-08,1092,1540.0000000000002,1.11,BUY,2020-03-30,9,721000,742000,5332,3605,200,3710,2.59,38168.0,-2.66,40800
