,AXIS_CLOSE_MOUNT,AXIS_OPEN_MOUNT,AXIS_SYMBOL,AXIS_SYMB_CLOSE_PRI,AXIS_SYMB_LOT,AXIS_SYMB_OPEN_PRI,CLOSE_CAT,CLOSE_DATE,COMMISSION_CREDIT,COMMISSION_N,LOT_DIFF(%),OPEN_CAT,OPEN_DATE,OPEN_DAYS,PAIR_CLOSE_MOUNT,PAIR_OPEN_MOUNT,PAIR_SYMBOL,PAIR_SYMB_CLOSE_PRI,PAIR_SYMB_LOT,PAIR_SYMB_OPEN_PRI,PL,PROFIT,SIGMA,TOTAL
0,878000,931000,1719,878,1000,931,SL_MAX_DAY_OVER,2017-11-20,3152,1540.0000000000002,4.0,SELL,2017-10-30,21,830000,895200,5333,2075,400,2238,-0.92,-16892.0,2.36,-12200
1,973500,1017500,1719,885,1100,925,SL_MAX_DAY_OVER,2017-12-29,3534,1540.0000000000002,1.21,SELL,2017-12-08,21,1053500,1030000,5333,2107,500,2060,3.05,62426.0,2.07,67500
2,971100,991900,1719,747,1300,763,SL_MAX_DAY_OVER,2018-03-02,3388,1540.0000000000002,2.15,BUY,2018-02-09,21,967500,971000,5333,1935,500,1942,-1.13,-22228.0,-2.4,-17300
3,1112800,1079000,1719,856,1300,830,STOP_PROFIT_OVER_RATIO,2018-05-02,3904,1540.0000000000002,0.09,SELL,2018-04-10,22,1238400,1080000,5333,2064,600,1800,5.52,119156.0,2.28,124600
4,1084600,1030700,1719,986,1100,937,SL_MAX_DAY_OVER,2018-06-21,3491,1540.0000000000002,3.9,SELL,2018-05-31,21,982000,992000,5333,1964,500,1984,-3.41,-68931.0,2.05,-63900
5,1037000,977000,1719,1037,1000,977,SL_MAX_DAY_OVER,2018-07-13,3367,1540.0000000000002,0.31,SELL,2018-06-22,21,969000,974000,5333,1938,500,1948,-3.58,-69907.0,2.34,-65000
6,968800,968800,1719,692,1400,692,SL_MAX_DAY_OVER,2018-12-03,3391,1540.0000000000002,2.73,BUY,2018-11-12,21,1017600,996000,5333,1696,600,1660,-1.35,-26531.0,-2.73,-21600
7,1048500,1023000,1719,699,1500,682,STOP_PROFIT_OVER_RATIO,2018-12-12,1350,1540.0000000000002,0.64,BUY,2018-12-04,8,956400,1029600,5333,1594,600,1716,4.67,95810.0,-2.22,98700
8,1036000,994000,1719,740,1400,710,STOP_PROFIT_OVER_RATIO,2019-05-08,4631,1540.0000000000002,2.38,BUY,2019-04-10,28,967800,1018200,5333,1613,600,1697,4.29,86229.0,-2.4,92400
9,1077000,1068000,1719,718,1500,712,SL_MAX_DAY_OVER,2019-06-04,3709,1540.0000000000002,1.18,SELL,2019-05-14,21,1012900,1080800,5333,1447,700,1544,-3.82,-82149.0,2.71,-76900
10,1072500,1092000,1719,715,1500,728,SL_MAX_DAY_OVER,2019-06-26,3710,1540.0000000000002,3.24,SELL,2019-06-05,21,1076600,1057700,5333,1538,700,1511,1.54,33150.0,2.06,38400
11,1142400,1108800,1719,816,1400,792,SL_MAX_DAY_OVER,2019-10-21,3785,1540.0000000000002,2.26,SELL,2019-09-30,21,1090600,1084300,5333,1558,700,1549,-1.49,-32625.0,2.18,-27300
12,1112800,1064700,1719,856,1300,819,STOP_PROFIT_OVER_RATIO,2019-11-07,2666,1540.0000000000002,3.0,SELL,2019-10-23,15,1293600,1097600,5333,1848,700,1568,6.65,143694.0,2.08,147900
13,845900,971300,1719,769,1100,883,SL_MAX_DAY_OVER,2020-03-05,3325,1540.0000000000002,1.71,BUY,2020-02-13,21,829000,955000,5333,1658,500,1910,-0.22,-4265.0,-2.89,600
14,1196800,1067600,1719,704,1700,628,STOP_PROFIT_OVER_RATIO,2020-03-25,353,1540.0000000000002,1.15,SELL,2020-03-23,2,1321200,1080000,5333,1468,900,1200,5.13,110107.0,2.35,112000
15,1029000,993000,1719,686,1500,662,STOP_PROFIT_OVER_RATIO,2020-05-01,2799,1540.0000000000002,1.72,SELL,2020-04-14,17,1120000,1010400,5333,1400,800,1263,3.46,69261.0,2.26,73600
16,905800,987000,1719,647,1400,705,SL_MAX_DAY_OVER,2020-06-18,3354,1540.0000000000002,3.2,BUY,2020-05-28,21,942000,956400,5333,1570,600,1594,-3.69,-71694.0,-2.02,-66800
