,AXIS_CLOSE_MOUNT,AXIS_OPEN_MOUNT,AXIS_SYMBOL,AXIS_SYMB_CLOSE_PRI,AXIS_SYMB_LOT,AXIS_SYMB_OPEN_PRI,CLOSE_CAT,CLOSE_DATE,COMMISSION_CREDIT,COMMISSION_N,LOT_DIFF(%),OPEN_CAT,OPEN_DATE,OPEN_DAYS,PAIR_CLOSE_MOUNT,PAIR_OPEN_MOUNT,PAIR_SYMBOL,PAIR_SYMB_CLOSE_PRI,PAIR_SYMB_LOT,PAIR_SYMB_OPEN_PRI,PL,PROFIT,SIGMA,TOTAL
0,942400.0,970400.0,1605,1178.0,800,1213.0,SL_MAX_DAY_OVER,2017-10-19,3282,1540.0000000000002,4.23,SELL,2017-09-28,21,946500,931000,1963,1893,500,1862,2.03,38678.0,2.23,43500.0
1,907200.0,896000.0,1605,1296.0,700,1280.0,SL_MAX_DAY_OVER,2017-11-27,3183,1540.0000000000002,5.49,SELL,2017-11-06,21,947500,948000,1963,1895,500,1896,-0.89,-16423.0,2.25,-11700.0
2,940450.0,1043000.0,1605,1343.5,700,1490.0,SL_MAX_DAY_OVER,2018-02-19,3541,1540.0000000000002,3.43,BUY,2018-01-29,21,963600,1008400,1963,2409,400,2521,-3.06,-62831.0,-3.05,-57750.0
3,899500.0,938000.0,1605,1285.0,700,1340.0,SL_MAX_DAY_OVER,2018-03-13,3300,1540.0000000000002,3.7,BUY,2018-02-20,21,930800,974000,1963,2327,400,2435,-0.01,-140.0,-2.82,4700.0
4,997200.0,936000.0,1605,1246.5,800,1170.0,SL_MAX_DAY_OVER,2018-07-31,3330,1540.0000000000002,5.74,SELL,2018-07-10,21,1072000,993000,1963,2144,500,1986,0.67,12930.0,2.46,17800.0
5,942400.0,994800.0,1605,1178.0,800,1243.5,STOP_PROFIT_OVER_RATIO,2018-08-13,1846,1540.0000000000002,4.94,SELL,2018-08-02,11,1103500,1046500,1963,2207,500,2093,5.19,106014.0,2.38,109400.0
6,899500.0,1015000.0,1605,1285.0,700,1450.0,SL_MAX_DAY_OVER,2018-11-07,3421,1540.0000000000002,4.94,SELL,2018-10-17,21,842000,967200,1963,2105,400,2418,-0.74,-14661.0,2.19,-9700.0
7,1004000.0,1039200.0,1605,1255.0,800,1299.0,STOP_LOSS_OVER_RATIO,2018-11-13,859,1540.0000000000002,1.12,SELL,2018-11-08,5,914000,1051000,1963,1828,500,2102,-4.99,-104199.0,2.07,-101800.0
8,1073700.0,1107000.0,1605,1193.0,900,1230.0,SL_MAX_DAY_OVER,2018-12-05,3739,1540.0000000000002,4.53,SELL,2018-11-14,21,994200,1059000,1963,1657,600,1765,-1.7,-36779.0,4.53,-31500.0
9,1109350.0,1089880.0,1605,1008.5,1100,990.8,STOP_PROFIT_OVER_RATIO,2019-05-16,531,1540.0000000000002,2.43,SELL,2019-05-13,3,1196000,1064000,1963,1495,800,1330,5.13,110458.99999999994,2.25,112529.99999999994
10,1005620.0,1033890.0,1605,914.2,1100,939.9,SL_MAX_DAY_OVER,2019-08-30,3488,1540.0000000000002,4.73,SELL,2019-08-09,21,992800,987200,1963,1241,800,1234,1.43,28841.999999999927,2.66,33869.99999999993
11,1063500.0,1014000.0,1605,1063.5,1000,1014.0,STOP_PROFIT_OVER_RATIO,2019-11-28,2168,1540.0000000000002,0.12,BUY,2019-11-15,13,956400,1015200,1963,1594,600,1692,5.15,104592.0,-2.18,108300.0
12,906200.0,1065000.0,1605,906.2,1000,1065.0,SL_MAX_DAY_OVER,2020-03-02,3705,1540.0000000000002,1.53,SELL,2020-02-10,21,902300,1081500,1963,1289,700,1545,-1.19,-25645.00000000006,2.02,-20400.00000000006
13,928260.0000000001,1073160.0,1605,515.7,1800,596.2,STOP_PROFIT_OVER_RATIO,2020-03-23,1227,1540.0000000000002,1.31,BUY,2020-03-16,7,803000,1059300,1963,730,1100,963,5.09,108633.0,-2.02,111400.0
14,1047679.9999999999,1021279.9999999999,1605,654.8,1600,638.3,STOP_PROFIT_OVER_RATIO,2020-04-10,682,1540.0000000000002,2.96,SELL,2020-04-06,4,1228800,1052400,1963,1024,1200,877,7.13,147778.0,2.18,150000.0
