DATE,OPEN,HIGH,LOW,CLOSE,Volume
2020-06-03,12800,12850,12590,12600,94100
2020-06-02,12610,12780,12410,12750,98400
2020-06-01,12400,12400,12200,12270,106200
2020-05-29,11990,12460,11970,12370,135100
2020-05-28,11960,12050,11850,12000,80500
2020-05-27,11880,11930,11650,11800,92300
2020-05-26,12050,12070,11890,12000,75200
2020-05-25,11970,12030,11840,11960,64600
2020-05-22,11970,11990,11810,11860,58900
2020-05-21,12000,12020,11810,11970,99300
2020-05-20,11800,12050,11760,12030,111300
2020-05-19,11680,11820,11380,11740,129000
2020-05-18,11570,11690,11430,11570,105000
2020-05-15,11500,11590,11330,11530,92000
2020-05-14,11020,11440,10890,11410,120000
2020-05-13,11300,11330,10960,11110,179800
2020-05-12,10800,11030,10690,10900,79700
2020-05-11,10880,10880,10670,10720,54400
2020-05-08,10840,10970,10800,10880,102200
2020-05-07,10670,10780,10580,10770,93200
2020-05-01,10370,10660,10360,10510,96900
2020-04-30,10720,10770,10360,10370,101700
2020-04-28,10750,10750,10600,10630,68300
2020-04-27,10780,10830,10680,10790,72300
2020-04-24,10470,10720,10350,10720,98300
2020-04-23,10510,10580,10420,10470,57200
2020-04-22,10220,10490,10160,10460,81800
2020-04-21,10540,10720,10300,10310,113400
2020-04-20,10490,10570,10340,10560,88900
2020-04-17,10480,10580,10330,10380,92400
2020-04-16,10230,10500,10210,10470,104000
2020-04-15,10490,10560,10240,10350,230500
2020-04-14,10700,10790,10540,10580,134300
2020-04-13,10410,10550,10290,10470,82200
2020-04-10,10190,10560,10000,10530,173000
2020-04-09,10100,10130,9830,10030,135500
2020-04-08,9750,10100,9630,10070,182500
2020-04-07,9570,9730,9460,9620,160200
2020-04-06,9060,9380,8980,9320,130500
2020-04-03,9140,9450,8930,9000,119100
2020-04-02,8720,9090,8720,9070,89500
2020-04-01,9420,9530,8770,8880,119600
2020-03-31,9460,9630,9150,9420,132500
2020-03-30,9110,9560,8980,9310,179000
2020-03-27,9000,9370,8870,9090,180900
2020-03-26,8650,9070,8600,8950,146100
2020-03-25,8600,8750,8350,8750,242700
2020-03-24,8310,8320,7980,8110,136300
2020-03-23,8050,8350,7830,8160,184400
2020-03-19,8390,8480,7910,7990,387400
2020-03-18,7970,8390,7920,7990,207600
2020-03-17,6980,7970,6980,7900,251000
2020-03-16,7310,7910,7110,7380,261900
2020-03-13,7140,7380,6860,7290,324000
2020-03-12,8200,8360,7850,7930,186400
2020-03-11,8830,8890,8310,8340,168800
2020-03-10,8580,8990,8130,8910,229300
2020-03-09,9100,9240,8700,8730,156800
2020-03-06,9590,9710,9470,9520,114000
2020-03-05,9610,9940,9550,9720,126700
2020-03-04,9500,9690,9430,9490,181600
2020-03-03,10660,10660,9790,9790,162900
2020-03-02,9500,10080,9470,9910,144400
2020-02-28,9580,9820,9300,9590,208400
2020-02-27,10450,10480,9810,9920,219100
2020-02-26,10500,10610,10380,10570,130300
2020-02-25,10510,10760,10480,10610,164400
2020-02-21,10970,11300,10960,11060,225000
2020-02-20,10610,11160,10570,11030,247500
2020-02-19,10320,10520,10320,10410,74500
2020-02-18,10660,10710,10250,10300,92900
2020-02-17,10500,10770,10410,10660,169700
2020-02-14,10400,10520,10230,10420,208300
2020-02-13,9950,10040,9800,9960,55600
2020-02-12,10030,10110,9990,10050,35400
2020-02-10,9950,10200,9940,10000,79700
2020-02-07,10030,10060,9930,10050,94200
2020-02-06,10120,10170,9930,10040,77200
2020-02-05,9690,9980,9670,9970,108600
2020-02-04,9430,9570,9340,9570,77800
2020-02-03,9310,9580,9300,9430,92300
2020-01-31,9560,9620,9340,9490,136300
2020-01-30,9450,9490,9100,9170,132600
2020-01-29,9550,9610,9400,9540,69900
2020-01-28,9460,9650,9430,9570,101700
2020-01-27,9410,9580,9380,9550,66300
2020-01-24,9470,9560,9400,9560,61900
2020-01-23,9440,9500,9380,9460,80800
2020-01-22,9410,9490,9350,9390,60700
2020-01-21,9380,9460,9310,9450,44500
2020-01-20,9370,9450,9320,9420,53900
2020-01-17,9450,9450,9310,9400,47100
2020-01-16,9390,9460,9280,9400,60800
2020-01-15,9450,9450,9320,9390,41700
2020-01-14,9500,9500,9290,9330,99300
2020-01-10,9500,9630,9410,9550,92900
2020-01-09,8990,9440,8970,9400,177800
2020-01-08,8830,8940,8740,8900,138600
2020-01-07,8710,8850,8660,8790,126300
2020-01-06,8750,8770,8540,8560,116700
2019-12-30,8740,8870,8620,8860,83000
2019-12-27,8710,8800,8620,8740,59400
2019-12-26,8710,8710,8610,8660,98100
2019-12-25,8800,8840,8700,8750,41000
2019-12-24,8570,8780,8530,8740,125300
2019-12-23,8600,8610,8450,8520,121400
2019-12-20,8580,8710,8560,8620,143400
2019-12-19,8670,8810,8540,8650,88300
2019-12-18,8800,8800,8610,8710,114300
2019-12-17,8890,8910,8690,8850,97600
2019-12-16,8780,8880,8680,8770,96700
2019-12-13,8740,8760,8560,8690,148200
2019-12-12,8940,8970,8700,8770,152800
2019-12-11,9120,9130,9040,9060,76000
2019-12-10,9150,9270,9150,9160,45900
2019-12-09,9290,9300,9140,9170,54300
2019-12-06,9270,9350,9220,9300,35200
2019-12-05,9380,9390,9220,9270,50000
2019-12-04,9340,9380,9230,9380,89000
2019-12-03,9310,9400,9280,9390,35300
2019-12-02,9400,9450,9320,9350,42600
2019-11-29,9290,9430,9280,9330,70400
2019-11-28,9350,9350,9170,9250,73400
2019-11-27,9420,9440,9250,9290,100100
2019-11-26,9350,9480,9220,9480,215700
