DATE,OPEN_7186,CLOSE_7186,OPEN_8309,CLOSE_8309,saya_divide,saya_divide_mean,saya_divide_std,saya_divide_sigma,deviation_rate(%),CORR_3M,COINT_3M,CORR_1Y,COINT_1Y
2019-12-23,457.0,454.0,4352.0,4346.0,0.10446387482742751,0.10761608366059254,0.0024157797112367226,-1.3048411734326968,-3.02,0.8788043392931058,0.47217800762489365,0.9195280206077093,0.16693547264373593
2019-12-20,460.0,454.0,4399.0,4366.0,0.10398534127347686,0.10761115971633449,0.002422566482306239,-1.4966848048710373,-3.49,0.880170835320254,0.494691380120002,0.9194839769282338,0.18176937884165068
2019-12-19,457.0,458.0,4392.0,4405.0,0.10397275822928491,0.10762637820749613,0.0024032494611172872,-1.520283281999624,-3.51,0.8781950701233231,0.6218055244111963,0.9195631025686196,0.1707929670331727
2019-12-18,464.0,459.0,4402.0,4359.0,0.10529938059187888,0.10763723374478537,0.0023885150859017383,-0.9787893602622493,-2.22,0.8708391840584738,0.4791847353826895,0.9189584562486912,0.18316355061745296
2019-12-17,462.0,461.0,4326.0,4289.0,0.1074842620657496,0.10762025346403638,0.002409509397469134,-0.05643945544666529,-0.13,0.863664594837372,0.4689935511558605,0.9186855167175538,0.1033923969334698
2019-12-16,461.0,458.0,4285.0,4291.0,0.10673502680027966,0.10758302439797887,0.0024327814226921887,-0.3485712237808825,-0.79,0.8583175213388322,0.3933703290592332,0.9184406994324092,0.2304330729604332
2019-12-13,463.0,461.0,4243.0,4295.0,0.10733410942956927,0.10753365186911791,0.002486472777084517,-0.08025120620166834,-0.19,0.8528200836927321,0.3962087197120491,0.9170538709408648,0.12606511253878885
2019-12-12,456.0,450.0,4185.0,4151.0,0.10840761262346423,0.10748357977481307,0.0025274619224355385,0.36559713934709986,0.85,0.8497433441066159,0.4286064139150325,0.9170349348150928,0.1233893149709927
2019-12-11,454.0,452.0,4210.0,4170.0,0.10839328537170263,0.10741705233101088,0.002567612381216583,0.38021044291319045,0.9,0.8488060233417213,0.4106057971246048,0.917426776143082,0.1053183965018618
2019-12-10,454.0,450.0,4229.0,4210.0,0.10688836104513064,0.1073295817779218,0.0026434884676920928,-0.16690851433007253,-0.41,0.8480637240143555,0.3907750153307593,0.9173166974651816,0.10682296820279463
2019-12-09,455.0,455.0,4260.0,4233.0,0.10748877864398772,0.10727530110378727,0.0026933183572890023,0.07926190367458913,0.2,0.8489761133800471,0.5153207336206818,0.9168132342437441,0.1189943484587817
2019-12-06,445.0,446.0,4245.0,4222.0,0.10563713879677877,0.10720566571315156,0.002753736565913178,-0.5695994801349628,-1.48,0.8589247352206092,0.6230608358199342,0.9164969657875482,0.18660283629007035
2019-12-05,446.0,446.0,4259.0,4234.0,0.10533774208786018,0.10716971954880236,0.0027913164466281093,-0.6563130680346908,-1.74,0.8744893490359854,0.32699239669303315,0.9150395620640916,0.08184584240027988
2019-12-04,438.0,442.0,4210.0,4233.0,0.10441767068273092,0.10712647286546684,0.0028439939872164956,-0.9524641032687653,-2.59,0.8904811065054572,0.3276936987704859,0.9126685347262736,0.17044577398834332
2019-12-03,439.0,445.0,4160.0,4246.0,0.1048045219029675,0.107107068240929,0.0028672795987635673,-0.8030421375558917,-2.2,0.9045054208955412,0.4648562949099968,0.9120958528799108,0.16491754832374544
2019-12-02,444.0,447.0,4180.0,4195.0,0.1065554231227652,0.10709295991814977,0.0028811441728048936,-0.1865705994369793,-0.5,0.9129249457142558,0.3931848442812413,0.9140409051243652,0.12006805984502035
2019-11-29,443.0,444.0,4212.0,4187.0,0.1060425125388106,0.10706633300395829,0.002895182737951298,-0.3536289615598403,-0.97,0.9281372302487704,0.3461143885958362,0.9155670456800976,0.17366041998517096
2019-11-28,447.0,445.0,4187.0,4176.0,0.10656130268199233,0.10705693785286349,0.002899629782920943,-0.17093050077995836,-0.47,0.9345003709387016,0.32902037753063273,0.9173423455062746,0.14469223716484125
2019-11-27,443.0,445.0,4216.0,4179.0,0.10648480497726728,0.10702586551038837,0.002917207614157107,-0.1854720694184867,-0.51,0.9403025584557584,0.5345598785166138,0.9195303321145616,0.06102768986179252
2019-11-26,447.0,442.0,4257.0,4211.0,0.1049631916409404,0.10698537845551906,0.002945371466957552,-0.6865642711842727,-1.93,0.9469239002907972,0.16133991076322599,0.9215136578132228,0.06735779453772589
2019-11-25,451.0,448.0,4247.0,4269.0,0.10494260951042399,0.10696908918828837,0.002959852722347052,-0.6846555784902246,-1.93,0.953120853603622,0.1351964992531247,0.9232642870429436,0.0516204688931188
2019-11-22,445.0,444.0,4240.0,4229.0,0.10498935918656893,0.10694674623682417,0.002981312557530056,-0.6565521100132092,-1.86,0.9583141448855867,0.12386118397871193,0.923589800486198,0.05683250607178264
2019-11-21,440.0,445.0,4202.0,4210.0,0.10570071258907364,0.10693510441780714,0.0029906235171881894,-0.41275400318328465,-1.17,0.9623381868365032,0.10378780258016934,0.9252487837894824,0.043072039892630205
2019-11-20,450.0,445.0,4250.0,4197.0,0.106028115320467,0.10690051609140973,0.003019561257601564,-0.28891640093291876,-0.82,0.9652858242197916,0.028590525779900337,0.9266021197057509,0.03431812023272273
2019-11-19,451.0,450.0,4212.0,4291.0,0.10487065951992543,0.10682770525691507,0.003104367173606625,-0.6304169666618279,-1.87,0.97080017630001,0.2622398539372677,0.9285682441424332,0.06833061751645704
2019-11-18,455.0,458.0,4164.0,4178.0,0.10962182862613691,0.10678688027037896,0.0031496384816662236,0.9000869059290286,2.59,0.9710288649551428,0.2532671388994123,0.9294373606701112,0.07008190686063248
2019-11-15,445.0,455.0,4136.0,4183.0,0.10877360745876165,0.10668531070198936,0.0031792680789580006,0.656848276052494,1.92,0.9719275428246932,0.11742693773681045,0.9305316616114242,0.1041068334746238
2019-11-14,454.0,443.0,4225.0,4159.0,0.10651598942053378,0.10660935491023152,0.0031964724214397435,-0.02920891451198111,-0.09,0.974241013062373,0.3276964144544151,0.9318251840986264,0.08908350391678321
2019-11-13,456.0,452.0,4160.0,4122.0,0.1096555070354197,0.10657375710257311,0.0032121420024431475,0.9594065052238085,2.81,0.974221216580398,0.3097879653302723,0.9329577207622428,0.11791027659229365
2019-11-12,462.0,454.0,4119.0,4138.0,0.1097148380860319,0.10649835034210085,0.0032052868780595087,1.0034944971535023,2.93,0.974138852892503,0.2355078298617268,0.9341236285154036,0.04882507569334931
2019-11-11,472.0,470.0,4135.0,4124.0,0.11396702230843841,0.10642380198548984,0.003194612350967358,2.361231816018121,6.62,0.974172309826526,0.464486399309247,0.9360816379613957,0.056669657190292926
2019-11-08,464.0,462.0,4160.0,4140.0,0.11159420289855072,0.1062835520328716,0.0030895402778868676,1.7189129734574673,4.76,0.9734932338839802,0.4715419250301216,0.9373364549209476,0.08725697063995502
2019-11-07,458.0,456.0,4134.0,4108.0,0.11100292112950341,0.10618793500669917,0.0030341778794943835,1.586916230371641,4.34,0.9727238804583104,0.4449751137057103,0.9386470379995732,0.07673437199305108
2019-11-06,462.0,460.0,4147.0,4123.0,0.11156924569488237,0.10610654528460312,0.002985406482776303,1.82980121527678,4.9,0.971623857658454,0.371830254365725,0.9398125290519131,0.047755657977244285
2019-11-05,458.0,457.0,4098.0,4077.0,0.11209222467500614,0.10603088015275573,0.002917129698001676,2.077845399332986,5.41,0.9710781600593154,0.24665904849840115,0.941274745576994,0.04091921088255745
2019-11-01,438.0,448.0,3932.0,3981.0,0.11253453906053755,0.10594923234845638,0.0028307535506198723,2.3263440615093938,5.85,0.971730680412312,0.25790113325556185,0.9431202317420649,0.2744092808117984
2019-10-31,446.0,446.0,3981.0,3976.0,0.11217303822937626,0.1058620444476003,0.0027253211830953797,2.31568808143487,5.63,0.9717175046396634,0.33954907548523683,0.9442511036468464,0.27423081921589965
2019-10-30,447.0,445.0,4001.0,3998.0,0.1113056528264132,0.10579232047783135,0.002628129836364351,2.097815820320649,4.95,0.9700753846572909,0.6222234665984605,0.9451640024665364,0.25610768834618364
2019-10-29,444.0,441.0,4022.0,4031.0,0.10940213346564127,0.10571406053032706,0.0025489884406977507,1.4468770734419871,3.37,0.9617068288788893,0.9008011123249444,0.9456775374609394,0.2367967769670506
2019-10-28,439.0,437.0,3970.0,3965.0,0.11021437578814627,0.10566545925463165,0.0025126969948095885,1.810372099346319,4.13,0.9566730712495684,0.7929546565314063,0.9461029586626736,0.23172335314655926
2019-10-25,436.0,434.0,3944.0,3963.0,0.10951299520565229,0.10560479039516867,0.00245643310708754,1.5910080348645725,3.57,0.9515453929374508,0.7267305417236197,0.94643867301019,0.2331461263572993
2019-10-24,432.0,435.0,3927.0,3941.0,0.11037807663029688,0.1055470561501502,0.0024144252083912582,2.000898790882658,4.38,0.9491213287346714,0.6372554816130642,0.9469400778795548,0.2166112630119284
2019-10-23,430.0,429.0,3868.0,3914.0,0.10960654062340316,0.10545839013898016,0.002356802369510015,1.7600756593287947,3.78,0.9478344941762168,0.5745788229927229,0.9474558864511068,0.23581213272339516
2019-10-21,419.0,422.0,3861.0,3870.0,0.10904392764857881,0.1053669695973348,0.002326915559893256,1.5801854242672615,3.37,0.9466276810671884,0.5351207545356054,0.9491087430642094,0.20519276613511112
2019-10-18,419.0,418.0,3850.0,3843.0,0.10876919073640386,0.10528948086353215,0.0022997877427514074,1.513056969643932,3.2,0.9458817821259498,0.5591230573010667,0.95001385054342,0.2078845013241064
2019-10-17,421.0,416.0,3831.0,3827.0,0.10870133263652992,0.10520805925910685,0.0022831902871889905,1.529996600381436,3.21,0.9463170639834714,0.3613928267329876,0.951167214994366,0.18251410226621512
2019-10-16,426.0,420.0,3867.0,3830.0,0.10966057441253264,0.10513496433170308,0.002257797382885727,2.0044358785841583,4.13,0.9483297025358732,0.2203871927540968,0.9518149829939688,0.2381705070341945
2019-10-15,421.0,419.0,3800.0,3797.0,0.11035027653410587,0.105021988715547,0.0022404419421244762,2.3782307045664304,4.83,0.9524502642578624,0.22049684770014105,0.9515035037255174,0.2987193579337186
2019-10-11,410.0,410.0,3719.0,3741.0,0.10959636460839348,0.10490979148003847,0.0021807040202843106,2.149110142762057,4.28,0.9564072588256638,0.19844133147860335,0.9503069627210547,0.1677729860138123
2019-10-10,403.0,404.0,3676.0,3698.0,0.10924824229313142,0.10480634224901691,0.0021395687095995134,2.0760726328559653,4.07,0.960191628878628,0.03290818732004035,0.950945455715259,0.04464270159113856
