YEAR,MONTH,open_date,close_date,sellCode,sellCodeName,sellOpenPrice,sellMount,sellClosePrice,sellTradeFee,sellInterestFee,sellOtherFee,buyCode,buyCodeName,buyOpenPrice,buyMount,buyClosePrice,buyTradeFee,buyInterestFee,buyOtherFee,totalReturn,totalReturnRate,open_days,result
2019,10,2019-09-18,2019-12-18,6472,MTN,320.0,1200,359,396.00000000000006,1053.1068493150685,60,6752,パナソニック,896.9,400,1040.5,396.00000000000006,2504.4396712328767,40,6190.453479452062,0.008334392642915696,91,OVER MAX DAY
2019,10,2019-09-24,2019-12-18,6305,日立建機,2638.0,300,3310,770.0000000000001,2027.2849315068493,30,3861,王子ホールディングス,525.0,1500,636.0,770.0000000000001,5134.931506849315,750,-44582.21643835617,-0.028236250831817196,85,OVER MAX DAY
2019,10,2019-10-09,2019-12-18,3099,三越伊勢丹ホールディングス,872.0,1200,1024,770.0000000000001,2207.4739726027397,0,7211,三菱自動車工業,454.0,2200,481.0,770.0000000000001,5363.419178082192,0,-132110.89315068492,-0.06459558632441077,70,OVER MAX DAY
2019,10,2019-10-15,2019-12-18,7453,良品計画,2127.0,500,2555,770.0000000000001,2051.2438356164384,0,8308,りそなホールディングス,462.3,2300,494.6,770.0000000000001,5220.316931506849,0,-148521.56076712327,-0.06983367458335016,64,OVER MAX DAY
2019,10,2019-10-04,2019-12-18,8750,第一生命ホールディングス,1635.0,600,1865.5,770.0000000000001,2217.328767123288,0,8002,丸紅,695.28,1400,834.2,770.0000000000001,5600.337534246575,0,46830.33369863025,0.023961586876445593,75,OVER MAX DAY
2019,10,2019-10-07,2019-12-18,6770,アルプスアルパイン,2105.0,400,2577,770.0000000000001,1827.0246575342464,80,8601,大和証券グループ本社,488.91,1700,558.5,770.0000000000001,4590.663978082192,0,-78534.68863561648,-0.04693830765355135,72,OVER MAX DAY
2019,10,2019-10-07,2019-12-18,5803,フジクラ,413.0,1700,476,770.0000000000001,1523.460821917808,85,7259,アイシン精機,3400.0,200,4215.0,770.0000000000001,3755.8356164383563,0,48995.70356164384,0.03545018707882486,72,OVER MAX DAY
2019,10,2019-10-10,2019-12-18,7186,コンコルディア・フィナンシャルグループ,410.0,1800,464,770.0000000000001,1534.635616438356,1350,8309,三井住友トラスト・ホールディングス,3719.0,200,4402.0,770.0000000000001,3937.0454794520547,0,31038.31890410959,0.02094636179248859,69,OVER MAX DAY
2019,11,2019-11-13,2019-12-27,1820,西松建設,2431.0,400,2492.0,770.0000000000001,1289.4290410958904,0,4508,田辺三菱製薬,1338.76,700,2008.0,770.0000000000001,3163.1414356164382,0,438075.4295232877,0.2294150763240876,44,OVER MAX DAY
2019,11,2019-11-13,2019-12-27,8002,丸紅,814.0,1300,817.0,770.0000000000001,1403.2021917808217,0,8601,大和証券グループ本社,515.02,2000,553.6,770.0000000000001,3476.737753424657,0,66840.06005479461,0.03200784395222513,44,OVER MAX DAY
2019,11,2019-11-14,2019-12-27,3105,日清紡ホールディングス,970.0,1100,1056.0,770.0000000000001,1382.7150684931507,165,6301,小松製作所,2639.5,400,2677.0,770.0000000000001,3482.693698630137,0,-86170.4087671233,-0.04059280608965673,43,OVER MAX DAY
2019,12,2019-11-15,2020-01-31,6770,アルプスアルパイン,2386.0,400,2046.0,770.0000000000001,2214.7309589041097,488,1911,住友林業,1573.0,600,1517.0,770.0000000000001,5574.8843835616435,-420,93002.38465753425,0.04899503985751462,77,OVER MAX DAY
