YEAR,MONTH,open_date,close_date,sellCode,sellCodeName,sellOpenPrice,sellMount,sellClosePrice,sellTradeFee,sellInterestFee,sellOtherFee,buyCode,buyCodeName,buyOpenPrice,buyMount,buyClosePrice,buyTradeFee,buyInterestFee,buyOtherFee,totalReturn,totalReturnRate,open_days,result
2019,12,2019-11-20,2020-01-31,4182,三菱瓦斯化学,1627.0,600,1701.0,770.0000000000001,2118.2202739726026,120,1824,前田建設工業,973.0,1000,1085.0,770.0000000000001,5374.158904109589,0,58447.62082191781,0.029985440602256212,72,OVER MAX DAY
2019,12,2019-11-21,2020-01-31,6995,東海理化電機製作所,2050.0,500,1935.0,770.0000000000001,2193.219178082192,92,6472,ＮＴＮ,322.0,3200,297.0,770.0000000000001,5612.151232876713,0,-31937.370410958905,-0.015538274988303447,71,OVER MAX DAY
2019,12,2019-11-22,2020-01-31,8601,大和証券グループ本社,533.8,2000,560.0,770.0000000000001,2252.197260273972,92,8308,りそなホールディングス,467.7,2300,460.1,770.0000000000001,5776.415342465754,0,-79540.61260273973,-0.03711110973342154,70,OVER MAX DAY
2019,12,2019-12-03,2020-01-31,3861,王子ホールディングス,616.0,1700,565.0,770.0000000000001,1862.0076712328764,0,5703,日本軽金属ホールディングス,222.0,4700,210.0,770.0000000000001,4722.45698630137,0,22175.53534246575,0.01060725884553035,59,OVER MAX DAY
2019,12,2019-12-09,2020-01-31,5991,日本発條,1013.0,900,893.0,770.0000000000001,1456.2221917808217,0,7267,本田技研工業,3170.0,300,2845.5,770.0000000000001,3866.5315068493146,0,3787.2463013698634,0.0020332025024801972,53,OVER MAX DAY
2019,12,2019-12-10,2020-01-31,6471,日本精工,1067.0,1000,921.0,770.0000000000001,1672.1205479452055,0,6473,ジェイテクト,1360.0,800,1185.0,770.0000000000001,4340.076712328767,0,-1552.1972602739725,-0.0007202771509391984,52,OVER MAX DAY
2019,12,2019-12-12,2020-01-31,1860,戸田建設,730.0,1400,713.0,770.0000000000001,1540.0,0,5110,住友ゴム工業,1420.0,700,1193.0,770.0000000000001,3812.6027397260273,0,-141992.60273972602,-0.07043283866057838,50,OVER MAX DAY
2020,2,2020-01-17,2020-03-05,8572,アコム,513.0,2000,461.0,770.0000000000001,1484.186301369863,0,8804,東京建物,1711.0,600,1515.0,770.0000000000001,3780.138082191781,0,-20404.324383561645,-0.009940721223600138,48,OVER MAX DAY
2020,2,2020-01-16,2020-03-05,5333,日本碍子,1958.0,500,1658.0,770.0000000000001,1445.7013698630137,0,9810,日鉄物産,5120.0,200,4290.0,770.0000000000001,3849.117808219178,0,-22834.81917808219,-0.011400309125353066,49,OVER MAX DAY
2020,2,2020-01-15,2020-03-05,3105,日清紡ホールディングス,1037.0,1000,885.0,770.0000000000001,1562.6027397260273,0,3116,トヨタ紡織,1711.0,600,1459.0,770.0000000000001,3937.6438356164385,0,-6240.246575342466,-0.0030239613177662655,50,OVER MAX DAY
2020,2,2020-02-05,2020-03-05,9501,東京電力ホールディングス,454.0,2300,402.0,770.0000000000001,912.6021917808218,100,8273,イズミ,3505.0,300,3065.0,770.0000000000001,2339.227397260274,300,-17591.829589041095,-0.008394249935124824,29,OVER MAX DAY
2020,2,2020-02-05,2020-03-05,9201,日本航空,3112.0,300,2662.0,770.0000000000001,815.9408219178081,200,8242,エイチ・ツー・オー　リテイリング,995.0,900,838.0,770.0000000000001,1992.1808219178083,200,-11048.121643835617,-0.006040195529952226,29,OVER MAX DAY
2020,2,2020-02-06,2020-03-05,7240,ＮＯＫ,1600.0,700,1337.0,770.0000000000001,945.0958904109589,200,6472,ＮＴＮ,301.0,3700,262.0,770.0000000000001,2392.166575342466,200,34522.737534246575,0.0154554047250063,28,OVER MAX DAY
2020,2,2020-02-07,2020-03-05,8306,三菱ＵＦＪフィナンシャル・グループ,579.9,1700,509.9,770.0000000000001,802.1685205479451,0,6995,東海理化電機製作所,1941.0,500,1602.0,770.0000000000001,2010.131506849315,0,-54852.30002739726,-0.0280383677740449,27,OVER MAX DAY
2020,2,2020-02-10,2020-03-05,4183,三井化学,2580.0,400,2323,770.0000000000001,746.4328767123287,0,4208,宇部興産,2202.0,500,1970.0,770.0000000000001,2027.0465753424655,100,-17613.479452054795,-0.008257608744517015,24,OVER MAX DAY
