,AXIS_CLOSE_MOUNT,AXIS_OPEN_MOUNT,AXIS_SYMBOL,AXIS_SYMB_CLOSE_PRI,AXIS_SYMB_LOT,AXIS_SYMB_OPEN_PRI,CLOSE_CAT,CLOSE_DATE,COMMISSION_CREDIT,COMMISSION_N,LOT_DIFF(%),OPEN_CAT,OPEN_DATE,OPEN_DAYS,PAIR_CLOSE_MOUNT,PAIR_OPEN_MOUNT,PAIR_SYMBOL,PAIR_SYMB_CLOSE_PRI,PAIR_SYMB_LOT,PAIR_SYMB_OPEN_PRI,PL,PROFIT,SIGMA,TOTAL
0,970000,960000,5947,9700,100,9600,SL_MAX_DAY_OVER,2017-10-16,2922,1540.0000000000002,5.73,BUY,2017-09-28,18,1030250.0,1015000.0,8750,2060.5,500,2030.0,-0.49,-9712.0,-2.28,-5250.0
1,1000000,980000,5947,10000,100,9800,SL_MAX_DAY_OVER,2017-11-09,2699,1540.0000000000002,9.41,BUY,2017-10-24,16,1062750.0,1072250.0,8750,2125.5,500,2144.5,1.23,25261.0,-2.03,29500.0
2,961000,998000,5947,9610,100,9980,SL_MAX_DAY_OVER,2018-03-26,2799,1540.0000000000002,0.7,SELL,2018-03-09,17,958750.0,1005000.0,8750,1917.5,500,2010.0,-0.68,-13589.0,3.3,-9250.0
3,1046000,991000,5947,10460,100,9910,SL_MAX_DAY_OVER,2018-04-12,2576,1540.0000000000002,2.35,SELL,2018-03-27,16,1009500.0,967750.0,8750,2019.0,500,1935.5,-0.89,-17366.0,2.84,-13250.0
4,965000,959000,5947,9650,100,9590,STOP_LOSS_OVER_RATIO,2018-07-25,813,1540.0000000000002,6.36,BUY,2018-07-20,5,1076000.0,1020000.0,8750,2152.0,500,2040.0,-2.65,-52353.0,-2.29,-50000.0
5,874000,969000,5947,8740,100,9690,STOP_LOSS_OVER_RATIO,2018-08-07,1214,1540.0000000000002,9.39,BUY,2018-07-30,8,861200.0,878000.0,8750,2153.0,400,2195.0,-4.38,-80954.0,-2.81,-78200.0
6,823000,897000,5947,8230,100,8970,SL_MAX_DAY_OVER,2018-08-24,2323,1540.0000000000002,3.05,BUY,2018-08-08,16,838200.0,869600.0,8750,2095.5,400,2174.0,-2.63,-46463.0,-2.97,-42600.0
7,795000,820000,5947,7950,100,8200,SL_MAX_DAY_OVER,2018-09-12,2177,1540.0000000000002,1.9,BUY,2018-08-27,16,832800.0,835600.0,8750,2082.0,400,2089.0,-1.57,-25917.0,-2.16,-22200.0
8,750000,755000,5947,7500,100,7550,SL_MAX_DAY_OVER,2019-03-06,1892,1540.0000000000002,9.4,SELL,2019-02-18,16,693600.0,684000.0,8750,1734.0,400,1710.0,0.78,11168.0,2.54,14600.0
9,780000,756000,5947,7800,100,7560,STOP_LOSS_OVER_RATIO,2019-03-26,2329,1540.0000000000002,8.23,SELL,2019-03-08,18,787000.0,818250.0,8750,1574.0,500,1636.5,-3.76,-59119.0,2.5,-55250.0
10,770000,788000,5947,7700,100,7880,STOP_PROFIT_OVER_RATIO,2019-04-04,1027,1540.0000000000002,1.71,SELL,2019-03-27,8,821500.0,774500.0,8750,1643.0,500,1549.0,4.0,62433.0,2.98,65000.0
11,838000,852000,5947,8380,100,8520,STOP_PROFIT_OVER_RATIO,2019-12-04,1830,1540.0000000000002,1.03,SELL,2019-11-21,13,879500.0,860750.0,8750,1759.0,500,1721.5,1.72,29380.0,2.38,32750.0
