,SYM_A,SYM_A_NAME,SYM_A_INDUSTRY,OPEN_A,CLOSE_A,AXIS_LOT_SIZE,TRADE_A,SYM_B,SYM_B_NAME,SYM_B_INDUSTRY,OPEN_B,CLOSE_B,PAIR_LOT_SIZE,TRADE_B,CORR_3M,CORR_1Y,COINT_3M,COINT_1Y,SIGMA,ABS_SIGMA,LAST_DAY_SIGMA,DEV_RATE,LOT_SIZE_DIFF,total_profit,average_profit,average_pl,total_times,plus_times,minus_times,pl_times,open_days,stop_profit_times,stop_loss_times,max_day_over_times,DATE_3M_ago,CLOSE_A_3M_ago,CLOSE_B_3M_ago,DATE_6M_ago,CLOSE_A_6M_ago,CLOSE_B_6M_ago,DATE_1y_ago,CLOSE_A_1y_ago,CLOSE_B_1y_ago,DATE_2y_ago,CLOSE_A_2y_ago,CLOSE_B_2y_ago
3444,6481,ＴＨＫ,機械,2965.0,2990.0,300,BUY,8919,カチタス,不動産業,2526.0,2563.0,300,SELL,0.8900259116797177,0.8575013350809133,0.1966823724186778,0.006811251056064604,-1.0773948899528218,1.0773948899528218,1.4786913603697045,-9.63,14.28,1124742.0,80339.0,4.0,14,10,4,71.43,12.0,10,1,3,2020/03/02,2404.0,1958.0,2019/12/02,3065.0,2425.0,2019/06/02,2150.0,2000.0,2018/06/02,3965.0,2110.0
2451,3254,プレサンスコーポレーション,不動産業,1306.0,1309.0,700,SELL,4088,エア・ウォーター,化学,1545.0,1580.0,600,BUY,0.7191666915391546,0.9008299401342261,0.31191735585175095,0.002099787056726088,0.8016624074928168,0.8016624074928168,0.8783842927539685,6.31,3.34,1104566.0,64974.0,3.04,17,11,6,64.71,16.0,7,2,8,2020/03/02,1155.0,1404.0,2019/12/02,1752.0,1712.0,2019/06/02,1352.0,1606.0,2018/06/02,1777.0,2144.0
1729,4091,大陽日酸,化学,1809.0,1875.0,500,BUY,6183,ベルシステム２４ホールディングス,サービス業,1363.0,1358.0,700,SELL,0.8154647294860388,0.9237699649960661,0.35864096502830756,0.048701415590979,-0.5887357361334016,0.5887357361334016,1.314346297066054,-3.73,1.4,1068335.0,48561.0,2.41,22,17,5,77.27,17.0,10,2,10,2020/03/02,1967.0,1312.0,2019/12/02,2456.0,1705.0,2019/06/02,2009.0,1565.0,2018/06/02,1670.0,1815.0
2960,1893,五洋建設,建設業,573.0,561.0,1800,BUY,3436,ＳＵＭＣＯ,金属製品,1662.0,1661.0,600,SELL,0.736672484266027,0.8811419756374851,0.2747985362809195,0.04652643497365204,-0.860348387291957,0.860348387291957,0.7333795227055258,-6.4,1.32,1056043.0,62120.0,3.06,17,13,4,76.47,14.0,10,4,3,2020/03/02,562.0,1662.0,2019/12/02,639.0,1692.0,2019/06/02,488.0,1169.0,2018/06/02,722.0,2669.0
1283,5201,ＡＧＣ,ガラス・土石製品,3135.0,3205.0,300,SELL,7186,コンコルディア・フィナンシャルグループ,銀行業,356.0,353.0,2700,BUY,0.6736500539648311,0.9354618294917452,0.41791257264785,0.0019531700964734973,1.0704665580771109,1.0704665580771109,0.8673500160206591,6.59,0.87,1051569.0,50075.0,2.65,21,19,2,90.48,18.0,6,0,15,2020/03/02,3105.0,360.0,2019/12/02,4010.0,445.0,2019/06/02,3380.0,406.0,2018/06/02,4565.0,638.0
3455,2503,キリンホールディングス,食料品,2270.0,2328.0,400,SELL,7984,コクヨ,その他製品,1400.0,1398.0,700,BUY,0.696244760319319,0.8569144104050547,0.00013210625771228738,0.0034498389157983415,2.340543743445647,2.340543743445647,1.6492665823289792,9.65,5.09,1033687.0,68912.0,3.48,15,12,3,80.0,18.0,8,0,7,2020/03/02,2115.5,1517.0,2019/12/02,2435.5,1634.0,2019/06/02,2368.0,1401.0,2018/06/02,3102.0,2082.0
1754,7186,コンコルディア・フィナンシャルグループ,銀行業,356.0,353.0,2900,BUY,7259,アイシン精機,輸送用機器,3455.0,3440.0,300,SELL,0.6259562267867922,0.9232009960573881,0.1250581858467401,0.06043837712789274,-0.6898470681785789,0.6898470681785789,0.5530214725634174,-5.85,0.8,1019839.0,67989.0,3.73,15,13,2,86.67,17.0,6,0,9,2020/03/02,360.0,3410.0,2019/12/02,445.0,4235.0,2019/06/02,406.0,3585.0,2018/06/02,638.0,5710.0
2797,8905,イオンモール,不動産業,1554.0,1587.0,600,BUY,9715,トランス・コスモス,サービス業,2588.0,2567.0,400,SELL,0.7639913490403625,0.8877442660739638,0.12570290589361732,0.014435300877186242,-0.9244986504586687,0.9244986504586687,1.1248405866940419,-9.13,7.27,1018355.0,78335.0,4.04,13,12,1,92.31,16.0,8,0,5,2020/03/02,1535.0,2374.0,2019/12/02,1742.0,2899.0,2019/06/02,1563.0,2340.0,2018/06/02,2083.0,2683.0
1982,5019,出光興産,石油・石炭製品,2396.0,2370.0,400,BUY,5301,東海カーボン,ガラス・土石製品,1000.0,994.0,1000,SELL,0.5326958857604586,0.9161113892199919,0.05733198407542757,1.6090925977503584e-05,-2.847864325107037,2.847864325107037,2.8444796412920894,-16.56,4.85,1006899.0,77454.0,4.33,13,12,1,92.31,16.0,8,0,5,2020/03/02,2636.0,961.0,2019/12/02,2957.0,1096.0,2019/06/02,2901.0,1052.0,2018/06/02,3765.0,2288.0
1269,1719,安藤・間,建設業,718.0,706.0,1500,SELL,8593,三菱ＵＦＪリース,その他金融業,527.0,534.0,2000,BUY,0.8119418624852841,0.9357450139675982,0.3086598277413932,0.02960926102763792,0.5115580956036168,0.5115580956036168,1.2821486634830281,1.87,0.85,1003066.0,66871.0,3.16,15,12,3,80.0,17.0,8,0,7,2020/03/02,778.0,612.0,2019/12/02,902.0,691.0,2019/06/02,709.0,529.0,2018/06/02,969.0,664.0
2114,3289,東急不動産ホールディングス,不動産業,551.0,576.0,1800,BUY,6925,ウシオ電機,電気機器,1384.0,1518.0,700,SELL,0.7669635255817782,0.9120693185659408,0.36056737722302035,0.019847767723168607,-2.6770960609785064,2.6770960609785064,1.9832430615788057,-26.18,2.43,989715.0,49486.0,2.38,20,15,5,75.0,19.0,6,0,14,2020/03/02,709.0,1338.0,2019/12/02,739.0,1644.0,2019/06/02,604.0,1322.0,2018/06/02,800.0,1423.0
2982,6098,リクルートホールディングス,サービス業,3751.0,3786.0,200,SELL,7105,三菱ロジスネクスト,輸送用機器,1054.0,1044.0,700,BUY,0.8832618388793485,0.8803795113134484,0.4030644124549376,0.08581453338702522,1.616132162132606,1.616132162132606,1.648513640063468,12.93,3.49,973669.0,64911.0,3.47,15,12,3,80.0,14.0,9,2,4,2020/03/02,3804.0,1193.0,2019/12/02,3976.0,1195.0,2019/06/02,3497.0,1101.0,2018/06/02,3020.0,1156.0
917,1719,安藤・間,建設業,718.0,706.0,1500,BUY,5991,日本発條,金属製品,747.0,754.0,1400,SELL,0.847601301185426,0.9447517093514737,0.3395007537466283,0.08230547461928217,-0.7845130098694498,0.7845130098694498,0.31342057816762664,-2.59,0.32,970294.0,60643.0,2.83,16,12,4,75.0,18.0,7,1,8,2020/03/02,778.0,810.0,2019/12/02,902.0,978.0,2019/06/02,709.0,793.0,2018/06/02,969.0,1103.0
1998,2327,日鉄ソリューションズ,情報・通信業,3075.0,3075.0,300,BUY,6301,小松製作所,機械,2213.5,2220.5,400,SELL,0.8721523942190134,0.9157440913291864,0.003388035736697338,0.014850606408205569,-0.3211295004597193,0.3211295004597193,0.5012679437406607,-1.51,3.72,954665.0,73436.0,3.73,13,11,2,84.62,16.0,9,0,4,2020/03/02,2962.0,2150.0,2019/12/02,3840.0,2592.0,2019/06/02,3310.0,2373.0,2018/06/02,3030.0,3530.0
630,7186,コンコルディア・フィナンシャルグループ,銀行業,356.0,353.0,3100,BUY,9101,日本郵船,海運業,1534.0,1560.0,700,SELL,0.7984914644973531,0.9516591807469151,0.04208631834762608,0.09847571875433275,-0.5334591057925875,0.5334591057925875,0.3106818189784629,-2.73,0.21,938102.0,55182.0,2.72,17,13,4,76.47,17.0,6,0,11,2020/03/02,360.0,1561.0,2019/12/02,445.0,1921.0,2019/06/02,406.0,1617.0,2018/06/02,638.0,2294.0
2596,3632,グリー,情報・通信業,457.0,456.0,2300,SELL,6395,タダノ,機械,872.0,876.0,1200,BUY,0.8341408369641748,0.8956974795122112,0.033282693866469065,0.012606838059053955,0.1245126515745002,0.1245126515745002,0.3016049732502181,0.85,0.23,928797.0,71446.0,3.37,13,10,3,76.92,16.0,6,1,6,2020/03/02,433.0,876.0,2019/12/02,516.0,1070.0,2019/06/02,486.0,1018.0,2018/06/02,647.0,1527.0
357,7186,コンコルディア・フィナンシャルグループ,銀行業,356.0,353.0,3000,SELL,7278,エクセディ,輸送用機器,1722.0,1770.0,600,BUY,0.5723863057212437,0.9597611863799527,0.06966260869607135,0.0006597247980455191,0.485035304547747,0.485035304547747,1.158502749710304,3.11,0.28,920510.0,65751.0,3.12,14,9,5,64.29,16.0,8,2,4,2020/03/02,360.0,1996.0,2019/12/02,445.0,2458.0,2019/06/02,406.0,2128.0,2018/06/02,638.0,3565.0
2311,1662,石油資源開発,鉱業,2018.0,2039.0,500,BUY,3289,東急不動産ホールディングス,不動産業,551.0,576.0,1800,SELL,0.7183499527614795,0.90564577447458,0.4691151048636047,0.0867200586520529,-0.2612531559145799,0.2612531559145799,0.13158713623559348,-2.05,1.7,919456.0,61297.0,3.13,15,14,1,93.33,19.0,7,0,8,2020/03/02,2292.0,709.0,2019/12/02,2850.0,739.0,2019/06/02,2181.0,604.0,2018/06/02,2840.0,800.0
1131,1605,国際石油開発帝石,鉱業,753.2,757.0,1300,BUY,8905,イオンモール,不動産業,1554.0,1587.0,600,SELL,0.6723672468575553,0.9393768648696903,0.05672251227869078,0.000593167553615817,-0.5487162682764221,0.5487162682764221,0.501879973311122,-6.06,3.35,915084.0,61006.0,2.94,15,11,4,73.33,16.0,8,1,6,2020/03/02,927.7,1535.0,2019/12/02,1071.0,1742.0,2019/06/02,862.3,1563.0,2018/06/02,1232.5,2083.0
3147,6506,安川電機,電気機器,3885.0,3895.0,200,BUY,8919,カチタス,不動産業,2526.0,2563.0,300,SELL,0.9137915301938899,0.8736392445274342,0.2906776018714595,0.017263375844094393,-1.5365313096530635,1.5365313096530635,1.5915452484145918,-13.69,1.3,914142.0,83104.0,4.28,11,9,2,81.82,13.0,7,1,3,2020/03/02,3290.0,1958.0,2019/12/02,4035.0,2425.0,2019/06/02,3095.0,2000.0,2018/06/02,4370.0,2110.0
1494,6136,オーエスジー,機械,1577.0,1574.0,600,BUY,6183,ベルシステム２４ホールディングス,サービス業,1363.0,1358.0,700,SELL,0.6863993933891418,0.9303300892118516,0.3611785423330746,0.07346153245774532,-0.3942205781451734,0.3942205781451734,0.6950604533087973,-3.36,0.66,913232.0,48065.0,2.38,19,13,6,68.42,18.0,6,1,12,2020/03/02,1623.0,1312.0,2019/12/02,2243.0,1705.0,2019/06/02,2013.0,1565.0,2018/06/02,2335.0,1815.0
2270,3632,グリー,情報・通信業,457.0,456.0,2400,SELL,4061,デンカ,化学,2700.0,2715.0,400,BUY,0.7229759601834995,0.9066963927451289,0.08633647124775118,0.0003536301370644058,0.2311514920038224,0.2311514920038224,0.3445961397122535,1.49,0.77,907101.0,60473.0,3.03,15,11,4,73.33,18.0,5,2,8,2020/03/02,433.0,2657.0,2019/12/02,516.0,3255.0,2019/06/02,486.0,3065.0,2018/06/02,647.0,4005.0
3267,3105,日清紡ホールディングス,電気機器,824.0,832.0,1100,BUY,3288,オープンハウス,不動産業,3090.0,3090.0,300,SELL,0.8802112955846434,0.8674295218312184,0.004433177313822884,0.023375334769276106,-1.858085651380851,1.858085651380851,1.9984053104263932,-15.45,1.27,906648.0,56666.0,2.8,16,11,5,68.75,15.0,7,3,6,2020/03/02,877.0,2780.0,2019/12/02,1012.0,2999.0,2019/06/02,735.0,2215.0,2018/06/02,1331.0,3335.0
2009,6028,テクノプロ・ホールディングス,サービス業,6520.0,6440.0,100,BUY,6479,ミネベアミツミ,電気機器,1934.0,1979.0,300,SELL,0.9087251116902116,0.9153945038443635,0.14857367527007248,0.0369279647407646,-0.13804537099999162,0.13804537099999162,0.4072436527662665,-1.07,7.81,893243.0,68711.0,4.14,13,12,1,92.31,19.0,8,0,5,2020/03/02,6730.0,1866.0,2019/12/02,7430.0,2192.0,2019/06/02,5340.0,1585.0,2018/06/02,7010.0,2057.0
1757,3048,ビックカメラ,小売業,1125.0,1146.0,900,BUY,9715,トランス・コスモス,サービス業,2588.0,2567.0,400,SELL,0.8625045397162464,0.9231897318381604,0.4139432211323488,0.018399744018824018,-0.005797554689955484,0.005797554689955484,0.03904435501963184,-0.04,0.45,877981.0,51646.0,2.71,17,12,5,70.59,15.0,7,0,10,2020/03/02,974.0,2374.0,2019/12/02,1229.0,2899.0,2019/06/02,1096.0,2340.0,2018/06/02,1678.0,2683.0
956,6287,サトーホールディングス,機械,2600.0,2605.0,400,BUY,9715,トランス・コスモス,サービス業,2588.0,2567.0,400,SELL,0.9161251583565335,0.943768007464136,0.06149332382400339,0.05905426516062076,-0.5416851060192281,0.5416851060192281,0.7118029744531804,-3.58,1.46,869415.0,86942.0,4.27,10,9,1,90.0,15.0,5,0,5,2020/03/02,2480.0,2374.0,2019/12/02,3355.0,2899.0,2019/06/02,2617.0,2340.0,2018/06/02,2975.0,2683.0
3218,6326,クボタ,機械,1506.0,1537.5,600,SELL,8876,リログループ,サービス業,2376.0,2410.0,400,BUY,0.595580751467996,0.8703381266151857,0.17098288633514347,0.007616289692239679,1.2645698186734111,1.2645698186734111,1.1662400898609948,7.06,4.3,868429.0,57895.0,2.98,15,11,4,73.33,17.0,6,0,9,2020/03/02,1492.0,2373.0,2019/12/02,1707.0,3005.0,2019/06/02,1656.0,2880.0,2018/06/02,1840.0,2833.0
1603,6592,マブチモーター,電気機器,3550.0,3590.0,300,SELL,8593,三菱ＵＦＪリース,その他金融業,527.0,534.0,2000,BUY,0.7175900971809284,0.927059491862567,0.08636260676913471,0.021106774991817547,1.5505757106509213,1.5505757106509213,2.0150429982364644,7.37,0.84,865725.0,48096.0,2.81,18,14,4,77.78,20.0,5,0,13,2020/03/02,3640.0,612.0,2019/12/02,4300.0,691.0,2019/06/02,3485.0,529.0,2018/06/02,5180.0,664.0
3266,8086,ニプロ,精密機器,1251.0,1263.0,800,BUY,8385,伊予銀行,銀行業,610.0,616.0,1600,SELL,0.8604189914695435,0.8674595863536688,0.02315544461973619,0.0007431043456118789,-1.1165810568533256,1.1165810568533256,0.8761989705480785,-7.31,2.45,861891.0,47883.0,2.22,18,14,4,77.78,20.0,5,0,13,2020/03/02,1159.0,491.0,2019/12/02,1305.0,597.0,2019/06/02,1162.0,556.0,2018/06/02,1333.0,791.0
622,5714,ＤＯＷＡホールディングス,非鉄金属,3515.0,3550.0,300,BUY,9715,トランス・コスモス,サービス業,2588.0,2567.0,400,SELL,0.9088127136825279,0.9520463925597311,0.08398904059814605,0.005032061122877003,-0.5911887364597163,0.5911887364597163,0.7194919497061877,-3.59,3.59,861221.0,66248.0,3.54,13,13,0,100.0,18.0,7,0,6,2020/03/02,3340.0,2374.0,2019/12/02,3960.0,2899.0,2019/06/02,3300.0,2340.0,2018/06/02,3590.0,2683.0
3460,1893,五洋建設,建設業,573.0,561.0,1700,BUY,3288,オープンハウス,不動産業,3090.0,3090.0,300,SELL,0.5642509629238105,0.8567378923576412,0.3606808400762142,0.006318965745509377,-1.814705808813366,1.814705808813366,1.6319160211774846,-24.11,2.88,855695.0,53481.0,2.8,16,11,5,68.75,15.0,8,2,6,2020/03/02,562.0,2780.0,2019/12/02,639.0,2999.0,2019/06/02,488.0,2215.0,2018/06/02,722.0,3335.0
3550,4290,プレステージ・インターナショナル,サービス業,929.0,918.0,1000,BUY,6370,栗田工業,機械,2989.0,3035.0,300,SELL,0.7878901892832859,0.8517259483234642,0.03726049293417606,0.001638210660440242,-0.13808552602800706,0.13808552602800706,0.5800410366293173,-0.7,0.82,849014.0,49942.0,2.53,17,12,5,70.59,17.0,9,2,6,2020/03/02,864.0,2805.0,2019/12/02,933.0,3115.0,2019/06/02,722.0,2552.0,2018/06/02,808.0,3215.0
3566,6395,タダノ,機械,872.0,876.0,1200,SELL,8802,三菱地所,不動産業,1723.5,1761.5,600,BUY,0.6141105831450347,0.8508208409532653,0.31177543409896835,0.058329363899953725,0.8514339388144889,0.8514339388144889,0.8077289041068618,4.62,0.54,842368.0,64798.0,3.17,13,10,3,76.92,15.0,6,0,7,2020/03/02,876.0,1853.5,2019/12/02,1070.0,1988.0,2019/06/02,1018.0,2043.0,2018/06/02,1527.0,1974.5
2948,2371,カカクコム,サービス業,2726.0,2724.0,400,SELL,4290,プレステージ・インターナショナル,サービス業,929.0,918.0,1200,BUY,0.8133757720638672,0.8816449587417529,0.4900236075538137,0.0014628251648996504,1.1664284203674626,1.1664284203674626,0.7808439136890665,7.38,1.1,834472.0,49087.0,2.47,17,12,5,70.59,15.0,8,3,6,2020/03/02,2361.0,864.0,2019/12/02,2661.0,933.0,2019/06/02,2197.0,722.0,2018/06/02,2414.0,808.0
1745,1959,九電工,建設業,2991.0,2994.0,300,BUY,4203,住友ベークライト,化学,3070.0,3090.0,300,SELL,0.6512326044469929,0.9233756478550559,0.23239370594648273,0.034940608205749006,-0.5179312923484637,0.5179312923484637,0.4384183845322373,-6.9,3.11,833628.0,83363.0,4.11,10,7,3,70.0,16.0,5,1,4,2020/03/02,2856.0,3205.0,2019/12/02,3530.0,4310.0,2019/06/02,3045.0,3615.0,2018/06/02,5410.0,5645.0
1663,2327,日鉄ソリューションズ,情報・通信業,3075.0,3075.0,300,BUY,4203,住友ベークライト,化学,3070.0,3090.0,300,SELL,0.8096466297100593,0.9255893540705384,0.02326120868400431,0.018219146497923867,-0.155664024373596,0.155664024373596,0.1729224646417462,-1.56,0.49,830801.0,55387.0,3.06,15,11,4,73.33,15.0,7,1,7,2020/03/02,2962.0,3205.0,2019/12/02,3840.0,4310.0,2019/06/02,3310.0,3615.0,2018/06/02,3030.0,5645.0
1641,6501,日立製作所,電気機器,3600.0,3640.0,300,SELL,9101,日本郵船,海運業,1534.0,1560.0,700,BUY,0.8394494962083983,0.9260679936728351,0.03384793898366927,0.040919579227244436,0.2078362391755532,0.2078362391755532,0.09885527165507588,0.93,0.0,822965.0,54864.0,3.01,15,13,2,86.67,17.0,6,0,9,2020/03/02,3601.0,1561.0,2019/12/02,4252.0,1921.0,2019/06/02,3709.0,1617.0,2018/06/02,4005.5,2294.0
3374,3254,プレサンスコーポレーション,不動産業,1306.0,1309.0,800,SELL,6183,ベルシステム２４ホールディングス,サービス業,1363.0,1358.0,800,BUY,0.8836153832522536,0.8618592170212517,0.15504353624954215,0.05790415857363758,0.8344134983183635,0.8344134983183635,0.6449940860186916,5.06,3.61,820076.0,48240.0,2.29,17,12,5,70.59,17.0,6,2,9,2020/03/02,1155.0,1312.0,2019/12/02,1752.0,1705.0,2019/06/02,1352.0,1565.0,2018/06/02,1777.0,1815.0
3232,7186,コンコルディア・フィナンシャルグループ,銀行業,356.0,353.0,2900,BUY,9715,トランス・コスモス,サービス業,2588.0,2567.0,400,SELL,0.5582392512088087,0.8696137882905274,0.0016254766836278315,0.08871140792938598,-1.0344280421344303,1.0344280421344303,0.9732083418394716,-12.61,0.3,814322.0,58166.0,2.84,14,11,3,78.57,17.0,6,1,7,2020/03/02,360.0,2374.0,2019/12/02,445.0,2899.0,2019/06/02,406.0,2340.0,2018/06/02,638.0,2683.0
3229,2579,コカ・コーラ　ボトラーズジャパンホールディングス,食料品,2180.0,2226.0,400,BUY,7278,エクセディ,輸送用機器,1722.0,1770.0,500,SELL,0.5102401845006754,0.8697717523819344,0.1498817405288263,0.06668573753582312,-0.12186905335896968,0.12186905335896968,0.0016952655714380163,-0.95,0.61,809984.0,73635.0,3.74,11,9,2,81.82,16.0,7,1,3,2020/03/02,2495.0,1996.0,2019/12/02,2632.0,2458.0,2019/06/02,2477.0,2128.0,2018/06/02,4800.0,3565.0
1393,5021,コスモエネルギーホールディングス,石油・石炭製品,1706.0,1724.0,600,SELL,7278,エクセディ,輸送用機器,1722.0,1770.0,600,BUY,0.5000255564398021,0.9330590884763806,0.042424858394329835,0.07570646261836142,0.28098500331233256,0.28098500331233256,0.5034317096567725,2.13,2.6,806426.0,80643.0,4.1,10,8,2,80.0,15.0,7,0,3,2020/03/02,1810.0,1996.0,2019/12/02,2354.0,2458.0,2019/06/02,2072.0,2128.0,2018/06/02,3905.0,3565.0
2536,4503,アステラス製薬,医薬品,1970.0,1932.5,500,BUY,6134,ＦＵＪＩ,機械,2000.0,2000.0,500,SELL,0.7412806471980868,0.8975754843474499,0.38862849250469766,0.03616794882222961,-0.7054424574606041,0.7054424574606041,0.15294492108652732,-3.84,3.38,798159.0,46951.0,2.3,17,12,5,70.59,16.0,9,1,7,2020/03/02,1686.5,1782.0,2019/12/02,1877.0,1945.0,2019/06/02,1472.0,1167.0,2018/06/02,1699.5,2208.0
194,3407,旭化成,化学,857.2,877.9,1200,SELL,5021,コスモエネルギーホールディングス,石油・石炭製品,1706.0,1724.0,600,BUY,0.7871560889238064,0.9663794054514411,0.17491593910845155,0.009703646288728291,0.8824270937344456,0.8824270937344456,0.8147587180221848,4.5,1.84,794996.0,49687.0,2.53,16,12,4,75.0,16.0,8,1,7,2020/03/02,889.4,1810.0,2019/12/02,1227.5,2354.0,2019/06/02,1091.5,2072.0,2018/06/02,1499.0,3905.0
2616,4045,東亞合成,化学,1039.0,1047.0,1000,BUY,4061,デンカ,化学,2700.0,2715.0,400,SELL,0.7182372670890053,0.8952670330373621,0.1935708904576242,0.08838593175933807,-0.14723207108811834,0.14723207108811834,0.1636306562216078,-0.97,3.59,793796.0,61061.0,3.09,13,10,3,76.92,19.0,3,0,10,2020/03/02,1067.0,2657.0,2019/12/02,1252.0,3255.0,2019/06/02,1175.0,3065.0,2018/06/02,1321.0,4005.0
3213,2327,日鉄ソリューションズ,情報・通信業,3075.0,3075.0,300,SELL,7186,コンコルディア・フィナンシャルグループ,銀行業,356.0,353.0,2600,BUY,0.7126670320701778,0.8705181374844996,0.02764935483104097,0.07896580416931503,0.5746020299466976,0.5746020299466976,0.18989026095671785,3.16,0.51,774762.0,43042.0,2.13,18,11,7,61.11,19.0,6,0,12,2020/03/02,2962.0,360.0,2019/12/02,3840.0,445.0,2019/06/02,3310.0,406.0,2018/06/02,3030.0,638.0
1015,1812,鹿島建設,建設業,1249.0,1261.0,800,SELL,3632,グリー,情報・通信業,457.0,456.0,2200,BUY,0.8835638986405879,0.9421343195344543,0.00927480606498122,0.02290834134463435,0.947255339009744,0.947255339009744,0.6696872610338721,3.39,0.56,774576.0,43032.0,2.14,18,13,5,72.22,18.0,4,0,14,2020/03/02,1139.0,433.0,2019/12/02,1452.0,516.0,2019/06/02,1488.0,486.0,2018/06/02,1824.0,647.0
633,1662,石油資源開発,鉱業,2018.0,2039.0,500,BUY,8425,興銀リース,その他金融業,2374.0,2414.0,400,SELL,0.7894564188969108,0.9516415349902668,0.27636632689968,0.008402756116965965,-0.6833389359743413,0.6833389359743413,0.43826341011502506,-4.01,5.58,774005.0,64500.0,3.28,12,10,2,83.33,17.0,6,0,6,2020/03/02,2292.0,2722.0,2019/12/02,2850.0,3230.0,2019/06/02,2181.0,2449.0,2018/06/02,2840.0,3100.0
1562,1332,日本水産,水産・農林業,504.0,504.0,1900,BUY,6841,横河電機,電気機器,1587.0,1602.0,600,SELL,0.6228511800962966,0.9282649268496539,0.006253513361083993,0.0026695683845118306,-0.6642279189392677,0.6642279189392677,0.5076079880397297,-6.97,0.37,766112.0,36482.0,1.83,21,16,5,76.19,17.0,6,2,13,2020/03/02,516.0,1685.0,2019/12/02,647.0,1956.0,2019/06/02,640.0,2035.0,2018/06/02,538.0,2053.0
677,1662,石油資源開発,鉱業,2018.0,2039.0,500,SELL,3086,Ｊ．フロント　リテイリング,小売業,930.0,932.0,1100,BUY,0.5497984231733153,0.950506616393618,0.015203149200519826,0.015675643658143498,0.12954371874934953,0.12954371874934953,0.14430528966642034,1.07,0.56,765705.0,54693.0,2.72,14,11,3,78.57,17.0,4,0,10,2020/03/02,2292.0,1128.0,2019/12/02,2850.0,1452.0,2019/06/02,2181.0,1124.0,2018/06/02,2840.0,1732.0
3129,2730,エディオン,小売業,989.0,992.0,800,BUY,6506,安川電機,電気機器,3885.0,3895.0,200,SELL,0.8965620366080393,0.8747815113076787,0.016680761581798247,0.06480758424301096,-1.244310602088032,1.244310602088032,1.1975715713163295,-11.83,1.87,765487.0,47843.0,2.63,16,11,5,68.75,15.0,8,2,6,2020/03/02,917.0,3290.0,2019/12/02,1177.0,4035.0,2019/06/02,944.0,3095.0,2018/06/02,1133.0,4370.0
445,2502,アサヒグループホールディングス,食料品,4180.0,4317.0,200,SELL,6183,ベルシステム２４ホールディングス,サービス業,1363.0,1358.0,600,BUY,0.8709344716436572,0.9569978296430193,0.010598069651827727,0.002846880054300976,0.2673238630221266,0.2673238630221266,0.6273246432820997,1.61,5.63,764814.0,50988.0,2.23,15,11,4,73.33,19.0,6,1,8,2020/03/02,4076.0,1312.0,2019/12/02,5271.0,1705.0,2019/06/02,4813.0,1565.0,2018/06/02,5599.0,1815.0
3323,2201,森永製菓,食料品,4595.0,4600.0,200,SELL,4634,東洋インキＳＣホールディングス,化学,2098.0,2116.0,400,BUY,0.7356886234935037,0.8638865594983066,0.13264898415912107,0.07110943163031598,0.016109009487955274,0.016109009487955274,0.4353187681955056,0.09,8.0,763774.0,63648.0,3.35,12,8,4,66.67,18.0,6,0,6,2020/03/02,4315.0,2087.0,2019/12/02,5570.0,2656.0,2019/06/02,4870.0,2228.0,2018/06/02,5400.0,3040.0
2631,3291,飯田グループホールディングス,不動産業,1625.0,1645.0,600,SELL,6436,アマノ,機械,2345.0,2359.0,400,BUY,0.5032878577807774,0.8946921763393587,0.023225308951612657,0.040554205234839824,2.2684203891030217,2.2684203891030217,2.649703813704254,12.53,4.6,761256.0,54375.0,2.74,14,11,3,78.57,17.0,7,0,7,2020/03/02,1500.0,2634.0,2019/12/02,1911.0,3260.0,2019/06/02,1709.0,2814.0,2018/06/02,2116.0,2776.0
2799,1941,中電工,建設業,2306.0,2282.0,300,BUY,6963,ローム,電気機器,7240.0,7320.0,100,SELL,0.6997098553168808,0.8876581929573325,0.04989230450762697,0.01655874350397612,-0.6065474967450808,0.6065474967450808,0.6294840999127084,-4.73,6.48,760178.0,95022.0,4.84,8,7,1,87.5,16.0,5,1,2,2020/03/02,2242.0,7170.0,2019/12/02,2552.0,9100.0,2019/06/02,2211.0,6750.0,2018/06/02,2991.0,10450.0
2128,1911,住友林業,建設業,1292.0,1316.0,800,BUY,6762,ＴＤＫ,電気機器,10400.0,10460.0,100,SELL,0.6020653467430288,0.9117061020223013,0.3036076018404952,0.07528761443540222,-2.071961194949397,2.071961194949397,2.314367268444499,-17.66,0.65,758567.0,47410.0,2.66,16,12,4,75.0,18.0,4,0,12,2020/03/02,1594.0,10510.0,2019/12/02,1587.0,11830.0,2019/06/02,1233.0,7370.0,2018/06/02,1690.0,10390.0
1364,7943,ニチハ,ガラス・土石製品,2318.0,2332.0,400,SELL,8179,ロイヤルホールディングス,小売業,1903.0,1971.0,500,BUY,0.7748475748274659,0.9336510388603291,0.4267818665354368,0.07301526297368112,0.1164798813912686,0.1164798813912686,0.4041881346691821,0.63,5.65,755969.0,94496.0,5.06,8,7,1,87.5,15.0,5,0,3,2020/03/02,2270.0,1847.0,2019/12/02,2750.0,2542.0,2019/06/02,2774.0,2649.0,2018/06/02,4485.0,2953.0
