DATE,OPEN_5101,CLOSE_5101,OPEN_7240,CLOSE_7240,saya_divide,saya_divide_mean,saya_divide_std,saya_divide_sigma,deviation_rate(%)
2020-06-12,1574,1599,1339,1387,1.152847873107426,1.1993491096089912,0.0770280010492005,-0.6036926295395247,-4.03
2020-06-11,1671,1621,1447,1410,1.149645390070922,1.201173030550679,0.07752327824601792,-0.6646731361931753,-4.48
2020-06-10,1688,1725,1431,1471,1.1726716519374576,1.2033823533948136,0.07837970549426979,-0.39181955665298085,-2.62
2020-06-09,1769,1739,1488,1453,1.1968341362697867,1.2049127578307819,0.0788840721468481,-0.10241131499849855,-0.67
2020-06-08,1755,1768,1500,1478,1.1962110960757781,1.2062424450123372,0.07957417791884007,-0.12606286610702228,-0.84
2020-06-05,1694,1719,1458,1467,1.1717791411042944,1.206697264806596,0.07961301775896165,-0.4385981675511974,-2.98
2020-06-04,1712,1689,1493,1453,1.1624225739848588,1.2071616258267597,0.07950949673605696,-0.5626881527173851,-3.85
2020-06-03,1706,1689,1456,1452,1.1632231404958677,1.2076436844780698,0.07934621942753084,-0.5598318899462201,-3.82
2020-06-02,1627,1647,1379,1424,1.1566011235955056,1.2083276049292677,0.079181283091778,-0.6532665210010127,-4.47
2020-06-01,1602,1615,1365,1382,1.1685962373371925,1.208909636420322,0.07895904633752718,-0.5105608660824158,-3.45
2020-05-29,1612,1627,1428,1379,1.1798404641044236,1.2090814699531487,0.07888511641256936,-0.3706783634037452,-2.48
2020-05-28,1632,1648,1469,1458,1.1303155006858712,1.2093774573066236,0.07881646202126348,-1.003114762997389,-6.99
2020-05-27,1586,1614,1401,1455,1.109278350515464,1.2104564547651788,0.07827881458719826,-1.292534957041385,-9.12
2020-05-26,1523,1555,1329,1373,1.1325564457392572,1.2123416323138614,0.07751827924394047,-1.0292435197578373,-7.04
2020-05-25,1500,1509,1318,1316,1.1466565349544073,1.2142130270535105,0.07726332384853539,-0.8743668888946434,-5.89
2020-05-22,1525,1440,1348,1294,1.1128284389489953,1.215830650459003,0.07710185141853927,-1.3359239708897666,-9.26
2020-05-21,1523,1514,1319,1340,1.1298507462686567,1.2176661792283092,0.07626196116654287,-1.1514971765265636,-7.77
2020-05-20,1477,1500,1297,1309,1.145912910618793,1.2194506347876286,0.07575036691320569,-0.9707903362777714,-6.42
2020-05-19,1482,1481,1275,1311,1.129672006102212,1.2209612696635885,0.07539767965750331,-1.2107701984472365,-8.08
2020-05-18,1406,1422,1242,1234,1.152350081037277,1.2227747765049743,0.074813597777583,-0.941335499959062,-6.11
2020-05-15,1417,1391,1260,1221,1.1392301392301392,1.2241650478078316,0.07445996752654518,-1.1406788291629721,-7.46
2020-05-14,1440,1375,1210,1170,1.1752136752136753,1.2256233804006962,0.07385078459675935,-0.6825886205849864,-4.29
2020-05-13,1394,1478,1213,1223,1.2085036794766966,1.2267384705660658,0.07371247643554914,-0.2473772686949798,-1.51
2020-05-12,1392,1395,1274,1243,1.1222847948511665,1.2274188561107224,0.0737765018006497,-1.4250345122575343,-9.37
2020-05-11,1377,1405,1225,1266,1.1097946287519747,1.229324802435784,0.07287679456250479,-1.6401678257307395,-10.77
2020-05-08,1292,1337,1184,1206,1.1086235489220564,1.2312792519823144,0.07159934638259297,-1.713084116785704,-11.06
2020-05-07,1293,1296,1165,1165,1.1124463519313306,1.233420046907578,0.07028831485085564,-1.7211067761823684,-10.87
2020-05-01,1375,1323,1248,1195,1.107112970711297,1.2355038375505576,0.06897536569048117,-1.8614017563226775,-11.6
2020-04-30,1398,1391,1243,1257,1.1066030230708035,1.2377045644435367,0.0674602944009076,-1.9433882187589355,-11.85
2020-04-28,1379,1358,1205,1213,1.119538334707337,1.2399878011657097,0.06586345108060461,-1.8287755117927982,-10.76
2020-04-27,1340,1362,1187,1218,1.1182266009852218,1.2421665988016335,0.06453227052371836,-1.9205894478927175,-11.08
2020-04-24,1354,1336,1110,1171,1.1409052092228864,1.2446181931559446,0.06325722126433456,-1.6395437842530276,-9.09
2020-04-23,1290,1358,1054,1114,1.2190305206463197,1.246599980071578,0.062297957005422996,-0.4425419508196446,-2.26
2020-04-22,1278,1274,1050,1059,1.2030217186024552,1.2476608853376303,0.06249661395994483,-0.714265364260936,-3.71
2020-04-21,1308,1295,1050,1062,1.21939736346516,1.248823084217031,0.06246614954321338,-0.4710666651786261,-2.41
2020-04-20,1348,1336,1090,1104,1.210144927536232,1.2502319264733308,0.06297606960070268,-0.6365433599027208,-3.31
2020-04-17,1314,1347,1076,1098,1.226775956284153,1.2518067703952593,0.06342912327242023,-0.39462651885636457,-2.04
2020-04-16,1247,1279,1052,1066,1.199812382739212,1.2530841662469545,0.06387529988086475,-0.8339966091290518,-4.44
