,AXIS_CLOSE_MOUNT,AXIS_OPEN_MOUNT,AXIS_SYMBOL,AXIS_SYMB_CLOSE_PRI,AXIS_SYMB_LOT,AXIS_SYMB_OPEN_PRI,CLOSE_CAT,CLOSE_DATE,COMMISSION_CREDIT,COMMISSION_N,LOT_DIFF(%),OPEN_CAT,OPEN_DATE,OPEN_DAYS,PAIR_CLOSE_MOUNT,PAIR_OPEN_MOUNT,PAIR_SYMBOL,PAIR_SYMB_CLOSE_PRI,PAIR_SYMB_LOT,PAIR_SYMB_OPEN_PRI,PL,PROFIT,SIGMA,TOTAL
0,1018500,1021500,6744,2037,500,2043,SL_MAX_DAY_OVER,2018-02-05,3436,1540.0000000000002,5.42,BUY,2018-01-15,21,972000,969000,8876,3240,300,3230,-0.55,-10976.0,-2.04,-6000
1,931200,900400,6744,2328,400,2251,SL_MAX_DAY_OVER,2018-03-07,3080,1540.0000000000002,1.88,SELL,2018-02-14,21,875100,883800,8876,2917,300,2946,-2.47,-44120.0,2.04,-39500
2,1054000,936800,6744,2635,400,2342,SL_MAX_DAY_OVER,2018-05-14,3326,1540.0000000000002,5.37,SELL,2018-04-23,21,1104000,990000,8876,2760,400,2475,-0.42,-8066.0,2.51,-3200
3,773200,866000,6744,1933,400,2165,SL_MAX_DAY_OVER,2018-12-19,3079,1540.0000000000002,5.66,BUY,2018-11-28,21,816600,918000,8876,2722,300,3060,0.22,3981.0,-2.26,8600
4,930500,914000,6744,1861,500,1828,SL_MAX_DAY_OVER,2019-04-08,3159,1540.0000000000002,0.27,BUY,2019-03-18,21,933000,916500,8876,3110,300,3055,-0.26,-4699.0,-2.12,0
5,836000,835600,6744,2090,400,2089,SL_MAX_DAY_OVER,2019-06-06,2908,1540.0000000000002,1.61,SELL,2019-05-16,21,879000,849300,8876,2930,300,2831,1.47,24852.0,2.9,29300
6,918000,891600,6744,2295,400,2229,STOP_LOSS_OVER_RATIO,2019-06-28,2032,1540.0000000000002,2.03,SELL,2019-06-14,14,816300,873900,8876,2721,300,2913,-4.96,-87572.0,2.13,-84000
7,1077000,1014600,6744,1795,600,1691,STOP_PROFIT_OVER_RATIO,2020-03-25,345,1540.0000000000002,6.57,SELL,2020-03-23,2,1307400,1086000,8876,2179,600,1810,7.48,157115.0,2.39,159000
8,760400,848400,6744,1901,400,2121,STOP_PROFIT_OVER_RATIO,2020-05-13,868,1540.0000000000002,6.93,SELL,2020-05-07,6,954400,911600,8876,2386,400,2279,7.29,128392.0,2.18,130800
9,995000,927500,6744,1990,500,1855,STOP_PROFIT_OVER_RATIO,2020-05-26,1720,1540.0000000000002,4.81,BUY,2020-05-15,11,871200,974400,8876,2178,400,2436,8.8,167440.0,-2.13,170700
