,AXIS_CLOSE_MOUNT,AXIS_OPEN_MOUNT,AXIS_SYMBOL,AXIS_SYMB_CLOSE_PRI,AXIS_SYMB_LOT,AXIS_SYMB_OPEN_PRI,CLOSE_CAT,CLOSE_DATE,COMMISSION_CREDIT,COMMISSION_N,LOT_DIFF(%),OPEN_CAT,OPEN_DATE,OPEN_DAYS,PAIR_CLOSE_MOUNT,PAIR_OPEN_MOUNT,PAIR_SYMBOL,PAIR_SYMB_CLOSE_PRI,PAIR_SYMB_LOT,PAIR_SYMB_OPEN_PRI,PL,PROFIT,SIGMA,TOTAL
0,924000,903000,2607,3080,300,3010,STOP_PROFIT_OVER_RATIO,2017-11-21,2201,1540.0000000000002,2.38,BUY,2017-11-06,15,818000,882000,5711,4090,200,4410,4.55,81259.0,-2.12,85000
1,949500,954000,2607,3165,300,3180,SL_MAX_DAY_OVER,2018-03-08,3350,1540.0000000000002,3.34,SELL,2018-02-15,21,963000,987000,5711,3210,300,3290,-1.26,-24390.0,2.57,-19500
2,964500,966000,2607,3215,300,3220,SL_MAX_DAY_OVER,2018-03-30,3324,1540.0000000000002,0.62,SELL,2018-03-09,21,940500,960000,5711,3135,300,3200,-1.19,-22864.0,2.06,-18000
3,1050000,1018500,2607,3500,300,3395,SL_MAX_DAY_OVER,2018-04-27,3399,1540.0000000000002,6.63,SELL,2018-04-06,21,984000,951000,5711,3280,300,3170,-0.17,-3439.0,2.03,1500
4,1002000,1060500,2607,3340,300,3535,STOP_PROFIT_OVER_RATIO,2019-05-31,3698,1540.0000000000002,2.03,SELL,2019-05-10,21,1131600,1082000,5711,2829,400,2705,4.8,102862.0,2.08,108100
5,1011000,933000,2607,3370,300,3110,SL_MAX_DAY_OVER,2019-07-08,3140,1540.0000000000002,5.02,BUY,2019-06-17,21,918000,886200,5711,3060,300,2954,2.28,41520.0,-2.26,46200
6,978000,942000,2607,3260,300,3140,SL_MAX_DAY_OVER,2019-11-20,3260,1540.0000000000002,0.48,BUY,2019-10-30,21,904500,946500,5711,3015,300,3155,3.88,73200.0,-2.81,78000
7,870000,904500,2607,2900,300,3015,SL_MAX_DAY_OVER,2020-01-06,3164,1540.0000000000002,2.58,BUY,2019-12-16,21,879300,928500,5711,2931,300,3095,0.55,9996.0,-2.35,14700
8,1076800,964000,2607,2692,400,2410,SL_MAX_DAY_OVER,2020-03-31,3390,1540.0000000000002,3.73,SELL,2020-03-10,21,1100000,1000000,5711,2200,500,2000,-0.9,-17730.0,4.28,-12800
9,1074400,990400,2607,2686,400,2476,STOP_LOSS_OVER_RATIO,2020-04-17,2336,1540.0000000000002,5.01,SELL,2020-04-03,14,1022000,1040000,5711,2044,500,2080,-5.21,-105876.0,2.18,-102000
10,1012800,1052400,2607,2532,400,2631,STOP_PROFIT_OVER_RATIO,2020-04-28,1364,1540.0000000000002,2.94,SELL,2020-04-20,8,1107000,1021500,5711,2214,500,2043,5.89,122196.0,2.07,125100
