,AXIS_SYMBOL,PAIR_SYMBOL,OPEN_DATE,SIGMA,OPEN_CAT,AXIS_SYMB_OPEN_PRI,AXIS_SYMB_LOT,AXIS_OPEN_MOUNT,PAIR_SYMB_OPEN_PRI,PAIR_SYMB_LOT,PAIR_OPEN_MOUNT,LOT_DIFF(%),CLOSE_DATE,OPEN_DAYS,CLOSE_CAT,AXIS_SYMB_CLOSE_PRI,PAIR_SYMB_CLOSE_PRI,AXIS_CLOSE_MOUNT,PAIR_CLOSE_MOUNT,TOTAL,COMMISSION_N,COMMISSION_CREDIT,PROFIT,PL
0,5393,8586,2017-05-09,2.48,SELL,2524,300,757200,2799,300,839700,9.82,2017-05-12,3,STOP_LOSS_OVER_RATIO,2612,2676,783600,802800,-63300,1540.0000000000002,394,-65234.0,-4.09
1,5393,8586,2017-05-15,3.56,SELL,2582,300,774600,2636,300,790800,2.05,2017-05-31,16,SL_MAX_DAY_OVER,2606,2603,781800,780900,-17100,1540.0000000000002,2059,-20699.0,-1.32
2,5393,8586,2017-06-01,2.23,SELL,2640,300,792000,2604,300,781200,1.36,2017-06-05,4,STOP_PROFIT_OVER_RATIO,2626,2771,787800,831300,54300,1540.0000000000002,517,52243.0,3.32
3,5393,8586,2017-09-11,2.19,SELL,2676,300,802800,2484,300,745200,7.17,2017-09-20,9,STOP_PROFIT_OVER_RATIO,2660,2635,798000,790500,50100,1540.0000000000002,1145,47415.0,3.06
4,5393,8586,2017-10-30,2.1,SELL,2956,300,886800,2710,300,813000,8.32,2017-11-08,9,STOP_PROFIT_OVER_RATIO,2770,2932,831000,879600,122400,1540.0000000000002,1257,119603.0,7.04
5,5393,8586,2018-02-07,-3.07,BUY,2782,300,834600,2955,300,886500,5.85,2018-02-15,8,STOP_LOSS_OVER_RATIO,2416,2751,724800,825300,-48600,1540.0000000000002,1132,-51272.0,-2.98
6,5393,8586,2018-07-12,-2.37,BUY,2594,300,778200,2824,300,847200,8.14,2018-07-30,18,SL_MAX_DAY_OVER,2744,3020,823200,906000,-13800,1540.0000000000002,2405,-17745.0,-1.09
7,5393,8586,2018-08-07,-2.17,BUY,2800,300,840000,2990,300,897000,6.35,2018-08-13,6,STOP_PROFIT_OVER_RATIO,2916,2922,874800,876600,55200,1540.0000000000002,857,52803.0,3.04
8,5393,8586,2018-11-07,-3.47,BUY,2400,400,960000,3000,300,900000,6.67,2018-11-26,19,SL_MAX_DAY_OVER,2217,2768,886800,830400,-3600,1540.0000000000002,2905,-8045.0,-0.43
9,5393,8586,2019-05-09,-3.67,BUY,1791,400,716400,2542,300,762600,6.06,2019-05-13,4,STOP_PROFIT_OVER_RATIO,1892,2191,756800,657300,145700,1540.0000000000002,486,143674.0,9.71
