,AXIS_SYMBOL,PAIR_SYMBOL,OPEN_DATE,SIGMA,OPEN_CAT,AXIS_SYMB_OPEN_PRI,AXIS_SYMB_LOT,AXIS_OPEN_MOUNT,PAIR_SYMB_OPEN_PRI,PAIR_SYMB_LOT,PAIR_OPEN_MOUNT,LOT_DIFF(%),CLOSE_DATE,OPEN_DAYS,CLOSE_CAT,AXIS_SYMB_CLOSE_PRI,PAIR_SYMB_CLOSE_PRI,AXIS_CLOSE_MOUNT,PAIR_CLOSE_MOUNT,TOTAL,COMMISSION_N,COMMISSION_CREDIT,PROFIT,PL
0,4676,7167,2017-02-07,-3.42,BUY,1520,600,912000,440,2100,924000,1.32,2017-02-16,9,STOP_LOSS_OVER_RATIO,1535,480,921000,1008000,-75000,1540.0000000000002,1358,-77898.0,-4.24
1,4676,7167,2017-02-17,-2.93,BUY,1540,600,924000,480,1900,912000,1.3,2017-03-06,17,SL_MAX_DAY_OVER,1566,499,939600,948100,-20500,1540.0000000000002,2565,-24605.0,-1.34
2,4676,7167,2017-03-07,-2.02,BUY,1570,600,942000,503,1900,955700,1.45,2017-03-17,10,STOP_PROFIT_OVER_RATIO,1587,480,952200,912000,53900,1540.0000000000002,1560,50800.0,2.68
3,4676,7167,2017-07-25,2.09,SELL,1608,600,964800,423,2300,972900,0.84,2017-08-14,20,STOP_LOSS_OVER_RATIO,1621,403,972600,926900,-53800,1540.0000000000002,3185,-58525.0,-3.02
4,4676,7167,2017-08-15,2.73,SELL,1630,600,978000,411,2400,986400,0.86,2017-09-01,17,STOP_LOSS_OVER_RATIO,1647,394,988200,945600,-51000,1540.0000000000002,2745,-55285.0,-2.81
5,4676,7167,2017-09-04,2.19,SELL,1626,600,975600,389,2500,972500,0.32,2017-09-19,15,STOP_PROFIT_OVER_RATIO,1580,403,948000,1007500,62600,1540.0000000000002,2402,58658.0,3.01
6,4676,7167,2018-01-25,-2.2,BUY,1727,500,863500,510,1700,867000,0.41,2018-01-30,5,STOP_PROFIT_OVER_RATIO,1826,504,913000,856800,59700,1540.0000000000002,711,57449.0,3.32
7,4676,7167,2018-02-07,3.69,SELL,1902,500,951000,488,1900,927200,2.5,2018-02-09,2,STOP_LOSS_OVER_RATIO,1915,457,957500,868300,-65400,1540.0000000000002,309,-67249.0,-3.58
8,4676,7167,2018-02-13,4.04,SELL,1947,500,973500,467,2100,980700,0.74,2018-02-15,2,STOP_LOSS_OVER_RATIO,1906,437,953000,917700,-42500,1540.0000000000002,321,-44361.0,-2.27
9,4676,7167,2018-02-16,3.22,SELL,1893,500,946500,435,2200,957000,1.11,2018-03-05,17,SL_MAX_DAY_OVER,1790,410,895000,902000,-3500,1540.0000000000002,2660,-7700.0,-0.4
10,4676,7167,2018-03-08,2.17,SELL,1865,500,932500,419,2200,921800,1.15,2018-03-26,18,SL_MAX_DAY_OVER,1810,402,905000,884400,-9900,1540.0000000000002,2743,-14183.0,-0.76
11,4676,7167,2018-05-25,2.11,SELL,1909,500,954500,404,2400,969600,1.58,2018-06-05,11,STOP_PROFIT_OVER_RATIO,1804,404,902000,969600,52500,1540.0000000000002,1740,49220.0,2.56
12,4676,7167,2018-06-18,2.35,SELL,1886,500,943000,393,2400,943200,0.02,2018-06-22,4,STOP_LOSS_OVER_RATIO,1851,362,925500,868800,-56900,1540.0000000000002,620,-59060.0,-3.13
13,4676,7167,2018-06-25,2.84,SELL,1855,500,927500,365,2500,912500,1.62,2018-07-11,16,SL_MAX_DAY_OVER,1869,369,934500,922500,3000,1540.0000000000002,2420,-960.0000000000002,-0.05
14,4676,7167,2018-10-12,2.37,SELL,2021,400,808400,377,2100,791700,2.07,2018-10-29,17,SL_MAX_DAY_OVER,1843,346,737200,726600,6100,1540.0000000000002,2236,2324.0,0.15
15,4676,7167,2018-10-30,2.01,SELL,1817,500,908500,339,2700,915300,0.75,2018-11-02,3,STOP_PROFIT_OVER_RATIO,1762,346,881000,934200,46400,1540.0000000000002,450,44410.0,2.44
16,4676,7167,2019-02-12,2.71,SELL,1596,600,957600,289,3300,953700,0.41,2019-02-28,16,SL_MAX_DAY_OVER,1657,302,994200,996600,6300,1540.0000000000002,2513,2247.0,0.12
17,4676,7167,2019-05-17,2.26,SELL,1487,600,892200,265,3400,901000,0.99,2019-06-03,17,SL_MAX_DAY_OVER,1460,269,876000,914600,29800,1540.0000000000002,2506,25754.0,1.44
18,4676,7167,2019-08-21,2.36,SELL,1348,700,943600,233,4000,932000,1.23,2019-09-06,16,SL_MAX_DAY_OVER,1375,241,962500,964000,13100,1540.0000000000002,2467,9093.0,0.48
