DATE,OPEN_2267,CLOSE_2267,OPEN_7167,CLOSE_7167,saya_divide,saya_divide_mean,saya_divide_std,saya_divide_sigma,deviation_rate(%)
2019-09-27,6320,6170,272,269,22.936802973977695,23.844684874623738,1.069507259534409,-0.8488786705770216,-3.96
2019-09-26,6320,6320,276,277,22.815884476534297,23.850455037869253,1.0657543519287933,-0.970740170530478,-4.53
2019-09-25,6300,6290,271,274,22.956204379562045,23.85412203272758,1.0626569887751678,-0.8449741192597688,-3.91
2019-09-24,6350,6270,267,270,23.22222222222222,23.862922456498247,1.0579068371113198,-0.605630110138523,-2.76
2019-09-20,6390,6360,269,266,23.909774436090224,23.864565554141343,1.0570057676697542,0.04277070507244912,0.19
2019-09-19,6220,6370,265,268,23.76865671641791,23.856380296990977,1.058999048347243,-0.08283631671810653,-0.37
2019-09-18,6340,6250,266,266,23.49624060150376,23.85360628824682,1.0594975769549737,-0.3372973138552499,-1.52
2019-09-17,6370,6350,262,267,23.782771535580526,23.84215458205827,1.0679065903855518,-0.055606966950457117,-0.25
2019-09-13,6190,6320,264,264,23.939393939393938,23.82468732522023,1.079387223467656,0.10627012408503499,0.48
2019-09-12,6200,6140,264,262,23.435114503816795,23.815458505659304,1.0813242932034892,-0.3517390705388824,-1.62
2019-09-11,6030,6170,259,262,23.549618320610687,23.8214274307122,1.080443526656825,-0.2515717882475169,-1.15
2019-09-10,5990,6030,248,254,23.74015748031496,23.82391603625424,1.08002947026335,-0.07755210227629863,-0.35
2019-09-09,6030,6000,242,242,24.793388429752067,23.827478642399058,1.0801879832572576,0.8942052701237727,3.9
2019-09-06,6060,6010,241,241,24.937759336099585,23.819244452346688,1.0751355492210901,1.0403477817873616,4.49
2019-09-05,6000,6110,238,240,25.458333333333332,23.80859691638795,1.0679358482306427,1.5447898108099556,6.48
2019-09-04,6090,6040,238,235,25.70212765957447,23.786612789403822,1.050578546459037,1.8232952468207806,7.45
2019-09-03,6010,6020,239,239,25.188284518828453,23.771508265803003,1.0308890599909037,1.3743246562709193,5.62
2019-09-02,6070,6020,234,236,25.508474576271187,23.77200532434895,1.031580815287929,1.683308981892576,6.81
