,AXIS_SYMBOL,PAIR_SYMBOL,OPEN_DATE,SIGMA,OPEN_CAT,AXIS_SYMB_OPEN_PRI,AXIS_SYMB_LOT,AXIS_OPEN_MOUNT,PAIR_SYMB_OPEN_PRI,PAIR_SYMB_LOT,PAIR_OPEN_MOUNT,LOT_DIFF(%),CLOSE_DATE,OPEN_DAYS,CLOSE_CAT,AXIS_SYMB_CLOSE_PRI,PAIR_SYMB_CLOSE_PRI,AXIS_CLOSE_MOUNT,PAIR_CLOSE_MOUNT,TOTAL,COMMISSION_N,COMMISSION_CREDIT,PROFIT,PL
0,4182,5991,2017-01-23,2.24,SELL,2140,400,856000,1070,800,856000,0.0,2017-02-01,9,STOP_PROFIT_OVER_RATIO,2150,1138,860000,910400,50400,1540.0000000000002,1266,47594.0,2.78
1,4182,5991,2017-06-01,2.13,SELL,2286,400,914400,1169,800,935200,2.27,2017-06-19,18,SL_MAX_DAY_OVER,2213,1168,885200,934400,28400,1540.0000000000002,2736,24124.0,1.3
2,4182,5991,2017-06-21,2.63,SELL,2344,400,937600,1180,800,944000,0.68,2017-07-07,16,SL_MAX_DAY_OVER,2439,1198,975600,958400,-23600,1540.0000000000002,2474,-27614.0,-1.47
3,4182,5991,2017-07-18,2.75,SELL,2560,300,768000,1219,600,731400,4.77,2017-08-03,16,STOP_LOSS_OVER_RATIO,2749,1203,824700,721800,-66300,1540.0000000000002,1972,-69812.0,-4.66
4,4182,5991,2017-08-04,3.33,SELL,2776,300,832800,1204,700,842800,1.2,2017-08-10,6,STOP_LOSS_OVER_RATIO,2755,1126,826500,788200,-48300,1540.0000000000002,826,-50666.0,-3.02
5,4182,5991,2017-08-14,3.15,SELL,2706,300,811800,1100,700,770000,5.15,2017-08-30,16,SL_MAX_DAY_OVER,2695,1093,808500,765100,-1600,1540.0000000000002,2080,-5220.0,-0.33
6,4182,5991,2017-11-10,2.01,SELL,3080,300,924000,1214,800,971200,5.11,2017-11-21,11,STOP_PROFIT_OVER_RATIO,3045,1250,913500,1000000,39300,1540.0000000000002,1713,36047.0,1.9
7,4182,5991,2017-11-27,2.28,SELL,3360,200,672000,1255,500,627500,6.62,2017-12-01,4,STOP_PROFIT_OVER_RATIO,3135,1251,627000,625500,43000,1540.0000000000002,427,41033.0,3.16
8,4182,5991,2018-02-28,-2.15,BUY,2665,300,799500,1150,700,805000,0.69,2018-03-16,16,SL_MAX_DAY_OVER,2628,1112,788400,778400,15500,1540.0000000000002,2110,11850.0,0.74
9,4182,5991,2018-03-22,-2.23,BUY,2558,300,767400,1119,700,783300,2.07,2018-04-09,18,SL_MAX_DAY_OVER,2471,1130,741300,791000,-33800,1540.0000000000002,2294,-37634.0,-2.43
10,4182,5991,2018-08-16,-2.09,BUY,2266,400,906400,1118,800,894400,1.32,2018-09-03,18,SL_MAX_DAY_OVER,2314,1178,925600,942400,-28800,1540.0000000000002,2664,-33004.0,-1.83
11,4182,5991,2018-09-12,-2.1,BUY,2178,400,871200,1171,700,819700,5.91,2018-09-20,8,STOP_PROFIT_OVER_RATIO,2377,1187,950800,830900,68400,1540.0000000000002,1112,65748.0,3.89
12,4182,5991,2018-11-05,-2.24,BUY,1770,500,885000,1016,900,914400,3.32,2018-11-09,4,STOP_PROFIT_OVER_RATIO,1843,995,921500,895500,55400,1540.0000000000002,592,53268.0,2.96
13,4182,5991,2018-12-06,-3.02,BUY,1660,600,996000,1035,1000,1035000,3.92,2018-12-19,13,STOP_PROFIT_OVER_RATIO,1704,995,1022400,995000,66400,1540.0000000000002,2170,62690.0,3.09
14,4182,5991,2019-04-01,-2.68,BUY,1594,600,956400,1017,900,915300,4.3,2019-04-04,3,STOP_PROFIT_OVER_RATIO,1710,1030,1026000,927000,57900,1540.0000000000002,462,55898.0,2.99
15,4182,5991,2019-04-10,-2.16,BUY,1656,600,993600,1042,1000,1042000,4.87,2019-04-23,13,STOP_LOSS_OVER_RATIO,1632,1078,979200,1078000,-50400,1540.0000000000002,2175,-54115.0,-2.66
16,4182,5991,2019-04-24,-2.51,BUY,1645,600,987000,1065,900,958500,2.89,2019-04-26,2,STOP_PROFIT_OVER_RATIO,1677,1008,1006200,907200,70500,1540.0000000000002,320,68640.0,3.53
17,4182,5991,2019-05-14,2.03,SELL,1400,700,980000,814,1200,976800,0.33,2019-05-30,16,SL_MAX_DAY_OVER,1345,804,941500,964800,26500,1540.0000000000002,2573,22387.0,1.14
