,AXIS_SYMBOL,PAIR_SYMBOL,OPEN_DATE,SIGMA,OPEN_CAT,AXIS_SYMB_OPEN_PRI,AXIS_SYMB_LOT,AXIS_OPEN_MOUNT,PAIR_SYMB_OPEN_PRI,PAIR_SYMB_LOT,PAIR_OPEN_MOUNT,LOT_DIFF(%),CLOSE_DATE,OPEN_DAYS,CLOSE_CAT,AXIS_SYMB_CLOSE_PRI,PAIR_SYMB_CLOSE_PRI,AXIS_CLOSE_MOUNT,PAIR_CLOSE_MOUNT,TOTAL,COMMISSION_N,COMMISSION_CREDIT,PROFIT,PL
0,4005,6301,2017-02-01,2.26,SELL,596,1400,834400,2720.0,300,816000.0,2.25,2017-02-17,16,SL_MAX_DAY_OVER,635,2825.0,889000,847500.0,-23100.0,1540.0000000000002,2170,-26810.0,-1.62
1,4005,6301,2017-02-21,2.09,SELL,640,1300,832000,2816.0,300,844800.0,1.52,2017-03-09,16,SL_MAX_DAY_OVER,654,2854.5,850200,856350.0,-6650.0,1540.0000000000002,2205,-10395.0,-0.62
2,4005,6301,2017-07-25,2.13,SELL,678,1300,881400,2913.5,300,874050.0,0.84,2017-07-31,6,STOP_PROFIT_OVER_RATIO,650,3004.0,845000,901200.0,63550.0,1540.0000000000002,866,61144.0,3.48
3,4005,6301,2017-08-07,-2.38,BUY,633,1400,886200,3014.0,300,904200.0,1.99,2017-08-16,9,STOP_PROFIT_OVER_RATIO,640,2820.5,896000,846150.0,67850.0,1540.0000000000002,1324,64986.0,3.63
4,4005,6301,2017-09-11,-2.31,BUY,659,1500,988500,3198.0,300,959400.0,3.03,2017-09-15,4,STOP_PROFIT_OVER_RATIO,686,3088.0,1029000,926400.0,73500.0,1540.0000000000002,640,71320.0,3.66
5,4005,6301,2017-10-13,-2.87,BUY,698,1000,698000,3460.0,200,692000.0,0.87,2017-10-26,13,STOP_PROFIT_OVER_RATIO,790,3746.0,790000,749200.0,34800.0,1540.0000000000002,1485,31775.0,2.29
6,4005,6301,2017-12-14,-2.08,BUY,778,1000,778000,3939.0,200,787800.0,1.24,2017-12-22,8,STOP_PROFIT_OVER_RATIO,829,3975.0,829000,795000.0,43800.0,1540.0000000000002,1030,41230.0,2.63
7,4005,6301,2018-01-12,-2.1,BUY,859,1000,859000,4450.0,200,890000.0,3.48,2018-01-29,17,SL_MAX_DAY_OVER,825,4141.0,825000,828200.0,27800.0,1540.0000000000002,2444,23816.0,1.36
8,4005,6301,2018-02-07,-2.0,BUY,756,1100,831600,4129.0,200,825800.0,0.7,2018-02-09,2,STOP_LOSS_OVER_RATIO,665,3966.0,731500,793200.0,-67500.0,1540.0000000000002,272,-69312.0,-4.18
9,4005,6301,2018-02-13,-2.8,BUY,676,1200,811200,3951.0,200,790200.0,2.66,2018-02-16,3,STOP_LOSS_OVER_RATIO,650,4030.0,780000,806000.0,-47000.0,1540.0000000000002,395,-48935.0,-3.06
10,4005,6301,2018-02-19,-2.3,BUY,673,1200,807600,4058.0,200,811600.0,0.49,2018-03-07,16,SL_MAX_DAY_OVER,606,3607.0,727200,721400.0,9800.0,1540.0000000000002,2129,6131.0,0.38
11,4005,6301,2018-05-29,2.39,SELL,661,1100,727100,3631.0,200,726200.0,0.12,2018-06-07,9,STOP_LOSS_OVER_RATIO,672,3515.0,739200,703000.0,-35300.0,1540.0000000000002,1075,-37915.0,-2.61
12,4005,6301,2018-06-08,2.7,SELL,672,1100,739200,3545.0,200,709000.0,4.26,2018-06-25,17,SL_MAX_DAY_OVER,616,3175.0,677600,635000.0,-12400.0,1540.0000000000002,2024,-15964.0,-1.1
13,4005,6301,2018-06-26,2.6,SELL,607,1500,910500,3063.0,300,918900.0,0.91,2018-07-12,16,SL_MAX_DAY_OVER,615,3095.0,922500,928500.0,-2400.0,1540.0000000000002,2406,-6346.0,-0.35
14,4005,6301,2018-10-10,-2.46,BUY,631,1100,694100,3425.0,200,685000.0,1.33,2018-10-24,14,STOP_PROFIT_OVER_RATIO,576,2880.0,633600,576000.0,48500.0,1540.0000000000002,1587,45373.0,3.29
15,4005,6301,2018-12-05,2.09,SELL,612,1400,856800,2871.5,300,861450.0,0.54,2018-12-21,16,SL_MAX_DAY_OVER,521,2399.0,729400,719700.0,-14350.0,1540.0000000000002,2260,-18150.0,-1.06
16,4005,6301,2019-01-04,2.24,SELL,511,1800,919800,2274.5,400,909800.0,1.1,2019-01-16,12,STOP_PROFIT_OVER_RATIO,573,2675.5,1031400,1070200.0,48800.0,1540.0000000000002,1805,45455.0,2.48
17,4005,6301,2019-05-10,2.17,SELL,514,1900,976600,2407.0,400,962800.0,1.43,2019-05-22,12,STOP_PROFIT_OVER_RATIO,492,2461.5,934800,984600.0,63600.0,1540.0000000000002,1913,60147.0,3.1
18,4005,6301,2019-09-06,2.18,SELL,482,1900,915800,2320.0,400,928000.0,1.31,2019-09-24,18,SL_MAX_DAY_OVER,501,2522.5,951900,1009000.0,44900.0,1540.0000000000002,2728,40632.0,2.2
