,SYM_A,SYM_B,CORR_3M,CORR_1Y
150,2914,7189,0.9554755431841477,0.9280964681627462
151,7189,7278,0.9554564194624217,0.9441595429179815
152,1963,6752,0.9553547283019889,0.9324857922948603
153,1963,3407,0.9552081970695274,0.9088670240693034
154,4202,7182,0.9550520708027659,0.9401725917215903
155,4182,5991,0.954967321957819,0.9051468957564869
156,6752,8795,0.9549398492564749,0.9478608016223301
157,6995,7251,0.9548561718690918,0.9380991495659563
158,6287,6465,0.9548262649525812,0.9345876066647142
159,4061,6586,0.9547105291655632,0.9186980955107614
160,4208,6471,0.9545525685234483,0.9064708458060508
161,5406,8058,0.9543471774214081,0.9126825540165981
162,7180,8385,0.9543442891787118,0.9302297714255278
163,7251,8601,0.954241587141061,0.9456378068044163
164,7259,7278,0.954090629935437,0.9384784694536035
165,6301,8586,0.9540614145484746,0.9315040432433872
166,7278,8058,0.9538161033166427,0.9089025382570604
167,4061,7327,0.9537479767472937,0.9245652360521032
168,3591,7167,0.9537332933826225,0.9298713175377242
169,4114,5214,0.9536287288362212,0.9404645464422404
170,4182,7211,0.9535608477416243,0.9244354162847519
171,4061,5411,0.9534240993642158,0.9177499190172242
172,4118,5406,0.9532761279081474,0.9267973916140568
173,5020,6752,0.9531781171719357,0.9465957810668526
174,1963,7167,0.9531567874897704,0.9176944261965397
175,6752,7846,0.9530839054105131,0.9600086755353195
176,8242,9505,0.9530529483237411,0.9224646837972297
177,6995,7186,0.9526704589045505,0.914706535485903
178,6752,8316,0.9524574217701495,0.9186959516722256
179,4208,6472,0.9523354925664573,0.9246708910445283
180,5802,7182,0.9522415433048464,0.9395520209932844
181,1963,8750,0.9521308712806612,0.9331815052976635
182,4182,6471,0.9515281471650407,0.9078393323385113
183,6472,6995,0.9514421332443664,0.9597552148828135
184,5201,7751,0.9513732059167804,0.9641081183916655
185,5214,8058,0.9513716577829087,0.9320612140513367
186,6586,7189,0.9512965144382668,0.9216040483733324
187,4061,7278,0.9512895758647045,0.9212250520917048
188,8377,9810,0.9510147142483342,0.9094629428105993
189,7182,8309,0.9509191334860035,0.9065933431736857
190,5803,7182,0.950864445456886,0.9203439091138431
191,6417,9627,0.9506535617680998,0.9096783297866774
192,1983,2292,0.9506502139155103,0.9103375600527249
193,7182,7211,0.9505233378815876,0.961407155635803
194,6995,7272,0.9504018201787593,0.9253108859493472
195,7167,7327,0.9503192811241419,0.9539401473954663
196,7189,7846,0.9499565044670798,0.9279900852423562
197,8309,8385,0.9499401710426022,0.9463078256002737
198,4061,7731,0.9499128138729256,0.9390367782562562
199,6301,9810,0.9498443790211946,0.9279363608262581
200,8377,9404,0.949805386252252,0.9218967110971542
201,5802,6752,0.9497412002434094,0.9070164600589822
202,5214,5401,0.9495988603823465,0.9417825673972303
203,4401,8058,0.9493993884751553,0.907675114623474
204,5411,8058,0.9492168405529495,0.9315586651622759
205,3099,4202,0.9492111509208954,0.9058578303570278
206,5214,9401,0.9491794656772875,0.9035579032086484
207,4061,5020,0.9491076899177038,0.9191024220966414
208,6471,7259,0.9490911097356582,0.9362680359506163
209,4182,5019,0.9490766451233195,0.9346556724583717
210,3099,9505,0.9490650481189208,0.946216440495979
211,5406,8377,0.9489980603528261,0.9097947230316173
212,5803,9810,0.9488445026338296,0.9036231587024143
213,3861,4118,0.9487928888006513,0.9450110133801899
214,4208,7259,0.9487296793749654,0.9379546224903607
215,5401,7201,0.9486315830684655,0.9412491456891323
216,7278,8377,0.9484135602302252,0.9144799938275554
217,6301,6473,0.9483553453223628,0.9065628558886915
218,5214,5406,0.9483225146651743,0.912998189504907
219,4182,7272,0.9483088203554983,0.9647491935034275
220,7731,9404,0.948276748510482,0.9144555608966599
221,7167,8316,0.9480742405364541,0.9315231211073783
222,4061,4401,0.9480610080146009,0.9104585097594423
223,4118,5401,0.9480265753137443,0.9453506325116767
224,5393,7762,0.9479234411647025,0.9268113794857803
225,4208,5802,0.9479185994499693,0.9427278416274686
226,5803,9072,0.9478409036847807,0.9048032091959468
227,7201,9810,0.9477992512885531,0.9038180355320977
228,5020,7327,0.9477199357981413,0.9338584396216423
229,7186,8385,0.9476842233937566,0.9621654057464072
230,5703,7261,0.9474510040790952,0.9060493504114795
231,6371,6752,0.947369682798908,0.9462185222980287
232,7189,8242,0.9472981159774905,0.9584314129588993
233,7012,7259,0.9472097786258524,0.9059284572847681
234,4004,7259,0.9471426789188634,0.9001799911632699
235,5393,6472,0.9471057959413941,0.9312321701727457
236,6371,7762,0.9470312666531662,0.9426147243915826
237,4507,9404,0.946999771541381,0.9174989884499737
238,1963,5019,0.9469698854832894,0.9559186877158006
239,4507,7201,0.9466785779779151,0.9223804192346033
240,7211,7278,0.9465825932648112,0.9335186368702023
241,5201,8012,0.9462722301569536,0.9070893613197156
242,6481,6856,0.946202466781726,0.9221058519242736
243,5020,7278,0.9461967941155922,0.921356984849153
244,4005,6995,0.9461175300041998,0.9164064705479988
245,4202,7259,0.946085859293612,0.92542239122087
246,4208,5991,0.9459632277644932,0.9080650904991796
247,8316,9810,0.9458733891240014,0.9036849116776409
248,3148,8242,0.9457371223153096,0.9252405166694947
249,1820,7278,0.945698864219668,0.9169894744045978
250,6752,8750,0.9456804007681113,0.933968659421404
251,6674,7181,0.9456744586886419,0.9130420386756877
252,5019,5393,0.9456430274854759,0.9248014277909853
253,7846,9505,0.945572453245194,0.9561798049145391
254,8242,8309,0.9455600064604337,0.9046347897766323
255,6472,7259,0.9455140690262648,0.9340485440937736
256,4208,7012,0.9454471732354562,0.9021906124912349
257,5411,9404,0.9453152116256061,0.9275550986967779
258,4118,8058,0.9452694982559302,0.9419324583368327
259,6752,7189,0.9450724194463628,0.9413670106755724
260,4202,7211,0.945044343466346,0.9392843430944817
261,9064,9404,0.9448483871965271,0.9125403208355689
262,7272,8002,0.9448139714308816,0.9615303579781056
263,4118,5411,0.9447804735665919,0.9391518516552534
264,6586,7278,0.944733823171728,0.9507191700484612
265,4401,9404,0.9446579020233324,0.9298081525357427
266,1333,9404,0.9444997794083757,0.9125415440603694
267,2292,6674,0.9444325889288838,0.9106498851929786
268,7327,8377,0.9444102718957949,0.9219295551967066
269,4005,8002,0.9443664118069164,0.9267625256529805
270,4581,6674,0.9443077770168008,0.9259882100761001
271,5020,8377,0.9441707843840556,0.9307804451498679
272,7180,7186,0.9439887630856661,0.9360798795461913
273,7186,8002,0.9439744783583526,0.9325430019292553
274,3116,6770,0.9439039097640386,0.9440469658514037
275,7012,8058,0.9438707086394911,0.9280410176011847
276,7012,7762,0.9438697580847205,0.90285295864169
277,4507,4581,0.943707357989058,0.9172599575367895
278,9072,9810,0.9436234398792789,0.9286947633273145
279,1820,8242,0.9435267299859182,0.9096621164564609
280,4061,4118,0.9434720824310336,0.9232420237920479
281,3591,8309,0.9434181689247414,0.925640508456393
282,5802,6995,0.9431444486473487,0.9285524168294707
283,7846,8795,0.9431359299959841,0.9302243659387233
284,6472,8002,0.9430687854661469,0.9679846165562509
285,4208,7762,0.9428788476282609,0.9173711639854224
286,7278,7327,0.9428431080949595,0.9514117017718063
287,3099,7846,0.9427494690450741,0.9286210766989296
288,5393,6301,0.9426340038551527,0.9054173349174424
289,3635,4612,0.9424304896546173,0.9231479218421876
290,7189,7731,0.9423795627313075,0.9055702098679111
291,7189,7201,0.9423162311094735,0.9487207885561196
292,4182,7259,0.9422480462961321,0.9366465668367087
293,4182,6752,0.9420302269883314,0.9543986673601828
294,4202,5991,0.9420137187956976,0.9372947203610392
295,6752,7327,0.941951063767072,0.9535265313753919
296,4061,6752,0.9419022134517723,0.9313039820301211
297,7211,9810,0.9418336232381578,0.9187550631371784
298,1820,6752,0.9417949063134338,0.9014093318154449
299,2002,8136,0.9417713729646058,0.9095358021181269
300,7167,8586,0.9417583788151188,0.9133172151309282
301,4188,7205,0.9416855948953383,0.9086369140374714
302,4676,7167,0.9415888957090646,0.9665835658860085
303,4182,6371,0.9413463411703977,0.9693064415487711
304,4005,6472,0.9410087788260424,0.9065028069410168
305,4527,5020,0.9409597494160604,0.9228498799443002
306,4902,5214,0.9409502234094305,0.9097403568571095
307,4581,9505,0.9407930440439501,0.9527306453361164
308,7327,9810,0.9407888931830547,0.920094413818335
309,5401,6178,0.9406379154220363,0.9293653682010453
310,6952,8604,0.9405893817277287,0.9086070310367969
311,4182,6301,0.94054265014645,0.9139675031249423
312,3116,8306,0.9404370893621521,0.9174651334562951
313,6995,8078,0.9404115228229938,0.9176793709227798
314,5201,6305,0.9398822152722422,0.919049016675008
315,7182,7259,0.9397349361844637,0.9207202896635353
316,7167,7984,0.939610844732504,0.9389315539595097
317,7182,8570,0.9395305289573219,0.9296420473691089
318,7182,7189,0.9395279141202546,0.9561356147826773
319,7278,7731,0.9395093961403759,0.9346645391202212
320,3861,9401,0.9394409918487628,0.9165798192111251
321,6586,9404,0.9394313130368782,0.9046966054780248
322,7189,9072,0.9393570891751156,0.908101422765138
323,4902,7261,0.939277391422222,0.9134591025261898
324,4182,7278,0.9391791439229692,0.9741674957509644
325,4005,4182,0.9389319543310021,0.938047417382418
326,3099,7182,0.9388139709764368,0.9359554943578372
327,7327,8316,0.9388052964726472,0.9458291895193912
328,7211,8273,0.9386172779037659,0.9398787928410173
329,6371,7984,0.9385425689044733,0.9256805969592384
330,7453,8308,0.938503304290487,0.9154976659054648
331,7846,7984,0.9383237214572645,0.9104117862517452
332,8750,8795,0.9382696930564115,0.9850551373234322
333,8377,9505,0.9381522578591436,0.9333043976452241
334,2531,5020,0.9379165180964848,0.929925129488428
335,7278,7984,0.9379097263195167,0.9309704547175145
336,4182,7846,0.937900290716457,0.9213203775162699
337,4581,7201,0.9378935268839048,0.9468088038317672
338,1942,1959,0.9378644076006445,0.9666206358128444
339,7205,8601,0.9377802445419726,0.9360103563973271
340,7201,9404,0.9377234493159518,0.9167967832557727
341,2001,7261,0.9377053960523809,0.9102924008337357
342,6371,8316,0.9376013558280556,0.9078465019398158
343,6371,9810,0.937532846378837,0.9214818043238803
344,3591,8341,0.9375318081724122,0.9012311313808639
345,1963,5020,0.9374668348230424,0.9467647477870758
346,1944,9072,0.9369979398282623,0.9050401141116461
347,6770,8306,0.9369775159600602,0.9416579256705938
348,6361,8012,0.9368814488022917,0.9253325805469721
349,7202,7211,0.9368751023732689,0.9321887799220534
350,5411,7181,0.9365896959363561,0.9021539774362751
351,8242,8377,0.9360442502978121,0.9208626736167457
352,6301,7762,0.9359449989745503,0.9018082719164339
353,4581,7181,0.9359070313674362,0.956703437572466
354,8308,8341,0.9358523980627688,0.973771140133654
355,3099,7189,0.9358493407539383,0.9516295944927495
356,8586,9810,0.9358264940343848,0.9305538832998459
357,5393,6371,0.935575189407846,0.91304076691909
358,2267,7846,0.9355429463326872,0.918346045140478
359,1983,8377,0.9354389521160599,0.955283637912678
360,6472,7272,0.9354208973758268,0.9626137122927674
361,5901,7181,0.9354124247561894,0.9027389243523511
362,5802,7278,0.9353688166420862,0.9185478530357696
363,9506,9508,0.9352859506446097,0.9797372651694627
364,6301,6752,0.9352774676544786,0.9082932597150499
365,4202,5802,0.9351280691944328,0.9267606127177795
366,5802,9810,0.9350639012053105,0.9350473636973176
367,5411,7189,0.9350072423056032,0.9494268009288156
368,4208,9810,0.9350032354064683,0.9316969898529405
369,8308,8309,0.9349687609130912,0.9352043821853129
370,5301,7251,0.9349455113266482,0.9610270162373714
371,4507,7189,0.9348441900887282,0.9388582013793009
372,1820,9505,0.9347870958307459,0.9282175622442562
373,5411,7278,0.9347095864358983,0.9584158649106415
374,7182,7278,0.9346898359707158,0.9015802856591256
375,7167,9003,0.9345201864062942,0.9014218403103751
376,5802,8002,0.9344905433088232,0.906331682315913
377,7846,8377,0.9343837973485714,0.9212389600837989
378,3407,5201,0.934240507202629,0.9088623240123362
379,8002,8601,0.9341676801712123,0.9393003365385315
380,7167,8309,0.93416702882103,0.9565325661952739
381,2531,6752,0.9341450880255292,0.925753568736611
382,1333,4507,0.9341096157442862,0.9224639108944872
383,5802,8385,0.9340521210500909,0.9218206249116214
384,7278,9505,0.9339997945062765,0.9114355977008911
385,5803,7267,0.9339964797624501,0.9207737004879859
386,4061,5406,0.9338765307428597,0.9032445904281514
387,6674,7189,0.9338703674179235,0.952246302181821
388,4118,7751,0.9338686328028011,0.9281021205069382
389,6301,7259,0.9337543089270404,0.9123306327360642
390,7211,9201,0.933714051285727,0.9004619166940485
391,8306,8601,0.9336802562678317,0.9403523502682206
392,4581,5463,0.9335258271904151,0.9231781042487621
393,7186,7211,0.9331854363085266,0.9159950090704383
394,6752,9505,0.9331761418462434,0.9166476233366603
395,4182,8002,0.9330646719302212,0.9691628151897359
396,5406,6674,0.9330179653129983,0.9057472062077551
397,6674,7201,0.9328878255026721,0.9020011484863294
398,4401,5214,0.9328730003865991,0.9223745777381217
399,1333,8377,0.9328486544817391,0.908689718444103
400,1820,7731,0.9326516676515147,0.9019787739900541
401,1820,7189,0.9325487567745511,0.9504360859016735
402,4005,5802,0.9325310959703084,0.9429299233156241
403,5214,9404,0.9324271256932863,0.9007416016353533
404,7189,7984,0.9324075553249196,0.9200579538931597
405,5214,6473,0.9323322071897144,0.9167349961836538
406,6752,8309,0.9323271499234842,0.9045885231506408
407,5991,6371,0.9322650766096243,0.9117225022036375
408,5021,8750,0.9318534856999707,0.9362110725447528
409,4581,5411,0.9316230849472323,0.9205847593215858
410,6269,6361,0.9314814116007349,0.9084817381326951
411,6371,7167,0.9312508861972288,0.9189881907426828
412,5214,7259,0.9310561801113252,0.946258859387648
413,4208,7272,0.9310471672208048,0.9084102894573615
414,6471,7272,0.9308968585681251,0.9376519596075145
415,7251,8002,0.9308053524205161,0.9524318880922833
416,7167,8341,0.9307724308074742,0.9645209791817795
417,2292,9404,0.9307098024230331,0.9228720061740752
418,6305,8316,0.9306486952321543,0.9204752329551783
419,7182,9003,0.9305578612580993,0.9427849354436489
420,7211,7267,0.9305011872593252,0.916283727038235
421,6752,8377,0.9303946045261503,0.9293912882241234
422,7259,8058,0.9303166588985023,0.9136287093132401
423,1333,5411,0.9302482087462676,0.913416630817879
424,1820,7211,0.9302159140172485,0.9536068304985367
425,6471,6995,0.9301999692158031,0.9364290904509229
426,1820,7259,0.930183972181915,0.9144289232919885
427,7211,7846,0.9301130050821113,0.9321788063550581
428,4202,4581,0.9300673308399653,0.9191580383356706
429,7984,9810,0.9299210073055256,0.9094143848759408
430,2784,9956,0.9298997544186112,0.9074719525486962
431,8002,8750,0.9298955157539137,0.9249530399211915
432,4182,7167,0.9296864454337452,0.941294471505737
433,7182,9505,0.9296433822775562,0.9125104872948949
434,1820,5411,0.9295544823074019,0.9516765348497502
435,8002,8341,0.9295034114778812,0.9128222180368041
436,4188,8601,0.9293717275569141,0.9082460655785766
437,6586,7167,0.9292898672165925,0.9361149557193199
438,5471,7251,0.929200845289518,0.9234874066776366
439,6301,6371,0.9291517518679682,0.9311780024217619
440,4182,4634,0.9291247779074632,0.9041633113350712
441,2531,7846,0.9289257069627661,0.9106979143660151
442,2914,4581,0.9287640909030508,0.9535648121877977
443,7013,7278,0.9287236790083216,0.9269996139041615
444,1963,7278,0.9286724701444996,0.9292279283176736
445,2292,5401,0.9286521696047411,0.914526396588699
446,2267,8242,0.9286365191448351,0.9411778799180687
447,6301,7278,0.9285608780584604,0.9038502404435246
448,4208,6301,0.9285238774656851,0.9376707932234006
449,4581,7278,0.9284375013268905,0.9118227393880668
450,3291,5802,0.9284284725183093,0.9026554848229352
451,5411,9064,0.9284046865646622,0.9211271190083122
452,1860,8002,0.9279539882502692,0.9459480667214688
453,5401,8058,0.9279106526093939,0.9234865072762526
454,2914,8058,0.9278115200927636,0.900839565717435
455,1333,9064,0.9276624933749529,0.9317704380014047
456,4581,7182,0.9276452925254881,0.9613426213751943
457,6472,7186,0.9275356590323184,0.9169416437977199
458,6752,8341,0.9274650216598931,0.9396877175456344
459,4208,7984,0.9274021974212954,0.9088805787523285
460,1820,7201,0.9273541507673773,0.968156442916907
461,4182,7186,0.9272769336693408,0.9125555516451364
462,5021,8795,0.9272131757767541,0.9165733171258034
463,4202,5411,0.9270925768342914,0.930735778589422
464,4202,8570,0.9270119812222705,0.9531028087489808
465,4523,4581,0.926936847714754,0.9437951218020418
466,1963,6472,0.9268947177353262,0.9388996214632849
467,8273,8385,0.9268099260105077,0.9242025144472361
468,6473,7272,0.9266782912702837,0.9197646921638603
469,4061,5401,0.9265582163675293,0.9048982019640535
470,4202,7201,0.9262298356619579,0.9602815640131299
471,7201,9201,0.9261731164540691,0.926956915484941
472,5411,7167,0.9261526200999006,0.9260096802376749
473,5020,7013,0.9258390751963144,0.951121890734971
474,7259,7752,0.9256577393944168,0.9011050966006526
475,4005,4208,0.9255755893627777,0.9196985783098877
476,3148,9072,0.9254862474672984,0.9126706216030595
477,5406,9064,0.9254838286894397,0.9264032574180449
478,2784,5233,0.9254399537057048,0.9254371919712411
479,5406,7189,0.9254094949128181,0.951638789922541
480,4118,9404,0.9252933457218875,0.9193520875993291
481,6371,7327,0.9252833188391253,0.9489501754376989
482,2768,7202,0.9252633237249047,0.9469740644182013
483,6471,7762,0.9252379821546749,0.9188013501408485
484,4005,7267,0.9251882435736118,0.9043190612348037
485,7327,8795,0.9249165056949629,0.9237476933024872
486,5406,7278,0.9248295339986642,0.9252280116541463
487,1963,4676,0.9248155501405004,0.9229334465122256
488,4182,9810,0.9247287829504676,0.9101712200840187
489,4005,7251,0.924712754945091,0.9252440901164364
490,6371,6471,0.9246869989290735,0.9358208730650377
491,6988,6995,0.9246199722789014,0.9043662143195862
492,4188,8306,0.9244040378527268,0.9156212897206258
493,7259,7267,0.9242813046863004,0.9053204278983292
494,9003,9505,0.9242740883018168,0.9337720519106557
495,1820,7846,0.9242537586885827,0.9024160153636612
496,1911,6923,0.9241952500139434,0.9360886096153612
497,4581,8242,0.9240747612214673,0.9512427478280339
498,4676,6752,0.9240509069753873,0.9389464792122645
499,6586,6752,0.9240343047110704,0.9254052957542505
500,6371,7272,0.9240250926642876,0.9596662107760959
501,5406,9404,0.923982638218276,0.9375598025573121
502,7327,7984,0.9238717077751988,0.9343844024254637
503,7167,7731,0.9238301029605803,0.9521443966907246
504,6750,6920,0.9235154898745931,0.9182739563454262
505,5019,7272,0.9235016406421741,0.9204509129212589
506,5991,7259,0.9234963889639463,0.9405277342671688
507,4061,6301,0.9234460100729903,0.9236639737708413
508,7327,7762,0.9233110334530359,0.9123933288300331
509,5406,7201,0.9231934029671769,0.979294041608136
510,5233,9956,0.9231884168753114,0.9473084166797047
511,6305,8586,0.9231877898230423,0.9215441442951771
512,7182,7201,0.9229574115346931,0.9791341092311765
513,7201,8242,0.9228981025507084,0.9192261888418287
514,6371,7211,0.922580942107014,0.9141200590526414
515,4676,7278,0.9225210950807723,0.9210325307112985
516,4004,6301,0.9224782168976674,0.9396496431249475
517,1820,4202,0.9224705217129227,0.9240056531853448
518,5105,8750,0.9222228672913988,0.919396608919682
519,4114,7012,0.9221769586110068,0.9209909607141404
520,2267,4202,0.9221588710516854,0.9291338290964462
521,6301,8316,0.9221312241715552,0.9445759126788125
522,6752,7984,0.9220871319862665,0.9245747705896102
523,1942,8306,0.9219489688486999,0.9025606164461287
524,5802,6371,0.9219262219748907,0.927571950592532
525,6305,6472,0.9219147601597015,0.9173884138126474
526,2531,7167,0.9214690781131109,0.9258812285985646
527,7167,8795,0.9214305211658477,0.9537706113478116
528,4005,5301,0.92142984024685,0.9189220995526112
529,6472,7251,0.9213827101491735,0.9370939469811377
530,3407,5019,0.9213142716243468,0.9149680593871868
531,1820,4581,0.9212714856743744,0.9518377407619422
532,5471,7313,0.9210488262151262,0.9143089067387205
533,1963,2531,0.921001490155409,0.9032706113322841
534,1963,6371,0.9209505690547821,0.9007551886721885
535,8002,8308,0.9209261050102939,0.9159037198405007
536,1820,5406,0.9208839262569878,0.9616527526566949
537,2292,7181,0.9208801192381121,0.9303940521855881
