,SYM_A,SYM_B,CORR_3M,CORR_1Y
538,4005,7211,0.9208786448193456,0.9516609780902906
539,6371,7259,0.9208399198691014,0.9402235086177396
540,9101,9107,0.9207222698613118,0.9005816894438868
541,1820,4507,0.9207006642378917,0.911517431488095
542,6178,9404,0.9206680140402169,0.9103931840335983
543,4061,8316,0.9205150755756932,0.9355837811681611
544,5401,7181,0.920380008718868,0.9102687377744245
545,7167,8750,0.9202911502785784,0.9584916815376961
546,5803,6995,0.9202164275751199,0.9138734628985022
547,4530,8276,0.9201354744066285,0.9575930968331033
548,7182,8377,0.9201228555103341,0.9090251694396543
549,6301,7186,0.9200993515318789,0.920232635257877
550,2267,2531,0.9199370988745121,0.9142746318725871
551,8273,9003,0.9196677490959815,0.9163792431559963
552,7182,8385,0.9195457594249131,0.9423238979830693
553,4581,7846,0.9195063635183497,0.9335368183557677
554,5802,5991,0.9194160700668641,0.9420590611840473
555,7201,7259,0.9192014891091709,0.9277967904006563
556,3148,9810,0.9191589561620167,0.9066280035519837
557,8308,8750,0.918912254937189,0.9318475427216886
558,5802,9072,0.9187782258613384,0.9325684167652813
559,8309,9810,0.9187077252746233,0.9154209613806875
560,6471,8002,0.9185328952203086,0.9079461484035074
561,7762,8586,0.9182990637320705,0.9006173239017677
562,5411,6752,0.9179887811394993,0.9411378463216502
563,8316,8750,0.9179517226849838,0.9096167477416941
564,5991,7272,0.917927668073554,0.9057194487371736
565,1333,2914,0.9178106073181341,0.9449013362805145
566,8316,8586,0.9178068232147002,0.9515623718212918
567,5401,7189,0.9176523029093486,0.9264985887252274
568,3099,8377,0.917619459227294,0.9214264662179188
569,1820,5803,0.9173982148736753,0.912036163615258
570,7182,9201,0.9171066711219821,0.9280464342030145
571,6178,7201,0.9170901886025942,0.9186605341639524
572,4005,4634,0.9169924577761308,0.9150643103607353
573,1963,7272,0.9169227933603659,0.9269236970145943
574,6586,7327,0.916899217617998,0.9288653279069409
575,3099,7201,0.9168203159936887,0.9280817793837545
576,7762,9401,0.9167110081947715,0.9272716324986594
577,6371,8058,0.9166778255029363,0.9121575092283224
578,7211,9505,0.9166702207864513,0.9265043874629141
579,1820,9201,0.9165842997388958,0.9125822744334047
580,5333,7762,0.9165624001373205,0.9052920023202122
581,1963,8316,0.9165394508657548,0.9124492279190342
582,5706,6361,0.9164458030954756,0.9131860872391876
583,4118,5214,0.9162681281602992,0.9382320384035565
584,5463,7182,0.9161710108804424,0.9047876849722335
585,7181,7189,0.9161282010733393,0.9374403439926502
586,7182,9072,0.916119626832496,0.9096287103336594
587,6752,7731,0.916099261661558,0.9495262288218603
588,7013,7846,0.916069385083895,0.9699633517790155
589,4202,7181,0.9159558885236135,0.9366600403884582
590,3099,8273,0.9158807046823582,0.9442032352544653
591,5301,6988,0.9158753337995782,0.9213987137345097
592,6305,7751,0.91583520880286,0.9159088299815537
593,2531,9505,0.9157078382846554,0.9110870812697186
594,1911,6770,0.9157023526598148,0.9589462641759716
595,5393,6995,0.9156941141143125,0.9143470218398769
596,3861,7012,0.9156870475937187,0.9000901585678793
597,2914,5406,0.9156098468220207,0.9432348882801173
598,5411,7259,0.9156074398976356,0.947979028704322
599,5393,7327,0.915349472910443,0.9432540028036195
600,4581,6752,0.915216177219608,0.9115142592702753
601,5406,7327,0.9152102728428091,0.914010087594632
602,4634,6472,0.9151717837802907,0.9092688223921241
603,6752,7013,0.9151580768415124,0.9572120922237165
604,4676,8273,0.9149193312812182,0.9082111039905245
605,4118,7327,0.914910687056997,0.9043903614781046
606,7012,7751,0.9148446962697144,0.9207909360172726
607,4004,6471,0.9148356721819162,0.9059746517464378
608,7261,7817,0.9148253220580881,0.9318473033775795
609,6471,7278,0.9148031698169002,0.9058510602714086
610,6472,6752,0.9147635954551409,0.9513647915224984
611,5991,7267,0.914530583843733,0.9091984221765139
612,7186,8273,0.914314275413276,0.9464971084861716
613,5020,7731,0.9141438789610555,0.9259100084650465
614,5020,6586,0.9140662862787235,0.9121469997618343
615,1942,8308,0.9139597433690884,0.9543448435388633
616,6471,6988,0.9138310764669934,0.9105033389688153
617,1911,3116,0.9137037339725156,0.90381275756412
618,6371,6472,0.9136396324248889,0.966824763324204
619,2914,4507,0.9135444514932418,0.9263636868571792
620,8273,8309,0.9134634342569967,0.9203381165052766
621,4061,6371,0.9132952296134718,0.9049431536858857
622,6988,7272,0.913225627987819,0.9576284383449203
623,5393,8316,0.9131820350393169,0.9169451430432036
624,6472,6988,0.9131226408974837,0.9519720420090282
625,4202,7202,0.9130644861202069,0.9244879085721109
626,1963,4004,0.9130615343618729,0.9401943982408502
627,2292,8377,0.91302656955203,0.942630950168912
628,1911,8306,0.9130022531836174,0.933503653957363
629,4004,5393,0.91298769511399,0.9534129748855672
630,8306,8308,0.912947764257232,0.9245557131930267
631,2267,9505,0.9127774551847372,0.9268189437329893
632,4005,6301,0.9127542992813266,0.9106727985701387
633,2768,7182,0.9126446288541032,0.9150536403184063
634,4676,5019,0.9126398804136223,0.9275955246715305
635,8242,9003,0.9126165093693649,0.9014792695434297
636,7201,7211,0.9121708481661164,0.9633207634846165
637,4676,8309,0.9120994668845428,0.9097853673314131
638,2267,7278,0.9118835233984172,0.9196157904670669
639,4062,6857,0.9117932361106582,0.9204715148757192
640,4217,6750,0.9113546793282165,0.9145551745384684
641,2914,5411,0.9111740606296576,0.9245170063835778
642,1820,5802,0.9111381796860787,0.9367844315838053
643,4202,9003,0.9110807583337032,0.9241531449033409
644,4208,7327,0.9110504026571027,0.9070122965684272
645,4004,6472,0.9107504306772892,0.9510539956574354
646,2267,7167,0.9107202933651897,0.9033506322309781
647,6301,6472,0.9101094002192606,0.9392492529475508
648,7846,8341,0.9099819158145188,0.9493706130956737
649,7211,9072,0.9099692924575655,0.9074883588856892
650,7846,8750,0.9096009672155383,0.9167555166204916
651,4182,7984,0.9094436249191931,0.9411313446638466
652,6472,7278,0.9094096935679921,0.9542305388696368
653,4004,4182,0.9092591034769126,0.9331482981252611
654,5020,8750,0.9092572248286196,0.9765622457742545
655,1808,8358,0.9092311895700149,0.9030495084679995
656,4004,4676,0.9090148521435678,0.9096122640564799
657,5991,7211,0.908930568897363,0.9154412432013782
658,4676,7846,0.908898563780607,0.9229872144406963
659,2267,3099,0.9088620916182373,0.9492251670825893
660,3291,8218,0.9088280570395183,0.9060750592212204
661,1963,8002,0.9088045419417374,0.9463074433322771
662,3861,6305,0.9086628002470373,0.9166931526437265
663,1860,5019,0.9086625598725594,0.9243042182854287
664,2531,7278,0.908639840831862,0.9236792613831595
665,6371,7189,0.9083741178251349,0.918322775010316
666,4208,6995,0.9083708815595147,0.9403614012320904
667,5301,6995,0.9083040648760216,0.9254857507182637
668,3116,6923,0.9081911055205181,0.971203047552624
669,2001,9003,0.9081548215749727,0.9088977335244007
670,6301,6471,0.9081380167108117,0.9149963054358874
671,4631,7251,0.9080796357305806,0.911628113577708
672,2914,7201,0.9079613039502179,0.9526631034823725
673,2914,5401,0.9078211991103529,0.9164423810521446
674,2914,9404,0.9077269686767702,0.9338596841563985
675,3291,7182,0.9075824176470886,0.9172768256974697
676,5802,9003,0.9075242740295417,0.9240853711319388
677,7731,7846,0.9074971777129233,0.9396558438416183
678,4676,8750,0.9074928248429684,0.955854731219948
679,5393,8586,0.9074436980024015,0.9206260447620238
680,7167,8385,0.907287141138065,0.9350838988308695
681,3099,4581,0.9070621688906287,0.9642752443371101
682,8341,8795,0.9069381227998979,0.9691359193314077
683,3591,8377,0.9068787874659461,0.9165857392615643
684,6586,7259,0.9068356149465691,0.909444767747132
685,5406,6752,0.9067057912590064,0.918868636920132
686,7211,9003,0.9066190126298854,0.9250556710997627
687,5019,5021,0.9066104948037115,0.9346405251192941
688,1963,8795,0.9063984471823372,0.915296673453733
689,4004,6305,0.9063595842955265,0.9096411605860112
690,1860,6995,0.9063545711726523,0.9217009339289142
691,8308,8601,0.9063290876794957,0.9660538202218665
692,4182,8020,0.9062861964651655,0.9120652802369071
693,7211,8385,0.9060671211424501,0.92667565188744
694,4118,5201,0.9060404905352215,0.9188472309219007
695,8309,9072,0.9060300328191753,0.9056609060758877
696,5110,7251,0.9059642999149999,0.9543572465795701
697,4061,7259,0.9059145873860792,0.9069919297193191
698,1911,8411,0.9057207533900553,0.9287340102790927
699,7327,7731,0.9057109837862025,0.9153640819110157
700,7189,8359,0.9056980665032505,0.9073143420188443
701,5110,5301,0.9056963718483674,0.9561060704137159
702,4507,7167,0.9056788254455838,0.9086051380587176
703,1820,5401,0.9056218846026093,0.9344439861531302
704,4005,5803,0.9053985627516893,0.9163218997115747
705,5110,6995,0.9052795301880533,0.9229567081211447
706,2292,5411,0.905109176381385,0.9048798974736627
707,4634,5991,0.9050829164356311,0.9162579358199416
708,6752,7272,0.9049974885036772,0.9396476679457091
709,8316,8377,0.9049723647490583,0.9050927627018648
710,4004,5301,0.9048076021938312,0.9723329893076332
711,4182,6988,0.9047970144679018,0.9355937440143682
712,4581,9003,0.9046699465231208,0.9529717714324435
713,4634,5803,0.9046124188889059,0.9162145888721617
714,5393,9401,0.9045847080238734,0.9009438268028187
715,6305,7327,0.9045721874285524,0.9003715590787383
716,5333,6473,0.9044711855387153,0.9003864889912713
717,4004,6752,0.9044252762042339,0.9390474258418606
718,6770,8601,0.9044188477479247,0.9417309911916745
719,1860,5110,0.9040652271139673,0.9496691434807079
720,6674,9810,0.9038580677796952,0.9114087060281673
721,4182,4676,0.9038523511192592,0.9062412508157491
722,7211,8002,0.903445090273758,0.9142324854669122
723,4188,8411,0.9033703681353423,0.9093364943967552
724,3405,4005,0.9033258030685033,0.9143802964659281
725,1942,9412,0.9029717343384218,0.956174929074165
726,4507,9810,0.9029694671193879,0.9245748609003086
727,5020,8341,0.902956979265351,0.9620342475800435
728,8273,8341,0.9028677458574127,0.9436669889609136
729,9072,9201,0.9026912254482202,0.9093628219028504
730,4202,5406,0.9026493828136409,0.9532493873325021
731,8242,8273,0.9024874929194207,0.951622071677248
732,8279,9003,0.9020576455888588,0.9207008816556375
733,7278,8341,0.9019004644881479,0.9039722366648416
734,8242,8385,0.9018646535730788,0.9041629974698735
735,4208,5333,0.9018428966823278,0.9106622064673395
736,4581,5406,0.9018197383719179,0.927919308822533
737,7278,8750,0.9016030520087559,0.9003839728238221
738,4523,7189,0.9015823283362068,0.9130033148553707
739,1860,4005,0.901562339124586,0.9330278847387693
740,2267,9003,0.9014780157499958,0.9348265004336807
741,2531,7327,0.9014568886950883,0.9144438363602357
742,2531,7189,0.9013739692545084,0.9095679562939936
743,4581,9201,0.9010482219132452,0.9153607132570537
744,1820,2267,0.9009847656461942,0.9264533804798386
745,6471,7251,0.9009743823921581,0.9121758089019645
746,4182,9505,0.9007623678387638,0.9024945503513249
747,5471,6923,0.900735343831402,0.9291533545632287
748,5393,8002,0.900702413429584,0.9049347245560035
749,7201,9072,0.9006472315754981,0.9019703845327786
750,7189,7259,0.9005278951254947,0.9140387897016046
751,7186,8242,0.9003647515064835,0.9046758659048435
752,5411,7762,0.9003060237661726,0.9077251967517113
753,6724,8316,0.9002933482163599,0.9005570019760817
754,7013,7327,0.9002333764743989,0.9066856400881511
755,7189,9404,0.9000602975319364,0.9243134865184763
756,5019,8020,0.9000308758201654,0.9321397282212612
