,SYM_A,SYM_A_NAME,SYM_A_INDUSTRY,SYM_B,SYM_B_NAME,SYM_B_INDUSTRY,CORR_3M,CORR_1Y,OPEN_A,CLOSE_A,OPEN_B,CLOSE_B,SIGMA,ABS_SIGMA,DEV_RATE,AXIS_LOT_SIZE,PAIR_LOT_SIZE,LOT_SIZE_DIFF,total_profit,average_profit,average_pl,total_times,plus_times,minus_times,pl_times
668,3116,トヨタ紡織,輸送用機器,6923,スタンレー電気,電気機器,0.908191105520518,0.9712030475526241,1500.0,1512.0,2889.0,2873.0,-1.6857908063749796,1.6857908063749796,-3.07,600,300,5.26,35650.0,2546.0,0.18,14,8,6,57.14
454,2914,日本たばこ産業,食料品,8058,三菱商事,卸売業,0.9278115200927636,0.9008395657174351,2350.0,2363.5,2679.5,2673.0,1.6851463971395408,1.6851463971395408,3.85,300,300,11.58,134460.0,22410.0,1.36,6,6,0,100.0
467,8273,イズミ,小売業,8385,伊予銀行,銀行業,0.9268099260105076,0.924202514447236,4405.0,4310.0,584.0,573.0,-1.683040508180684,1.683040508180684,-3.81,200,1500,0.29,190417.0,12694.0,0.75,15,8,7,53.33
698,1911,住友林業,建設業,8411,みずほフィナンシャルグループ,銀行業,0.9057207533900552,0.9287340102790927,1471.0,1438.0,167.2,166.9,1.6758011981513126,1.6758011981513126,3.12,600,5200,0.59,187427.0,12495.0,0.67,15,11,4,73.33
96,5803,フジクラ,非鉄金属,6371,椿本チエイン,機械,0.9627221147117409,0.9042309119073852,411.0,415.0,3520.0,3460.0,1.6633443918717463,1.6633443918717463,7.16,1700,200,1.95,-20815.0,-1301.0,0.01,16,8,8,50.0
182,4182,三菱瓦斯化学,化学,6471,日本精工,機械,0.9515281471650407,0.9078393323385112,1440.0,1434.0,922.0,921.0,1.6587173423714625,1.6587173423714625,3.68,600,900,3.66,-38970.0,-1948.0,-0.12,20,11,9,55.0
121,5803,フジクラ,非鉄金属,5991,日本発條,金属製品,0.9590050660807766,0.9402069958378902,411.0,415.0,837.0,834.0,1.656989775865182,1.656989775865182,5.71,2200,1100,0.48,-105097.0,-6182.0,-0.37,17,8,9,47.06
468,6473,ジェイテクト,機械,7272,ヤマハ発動機,輸送用機器,0.9266782912702836,0.9197646921638604,1268.0,1260.0,1980.0,1972.0,-1.6557764485424753,1.6557764485424753,-4.55,800,500,2.23,92300.0,5128.0,0.3,18,9,9,50.0
3,6471,日本精工,機械,6472,ＮＴＮ,機械,0.987934648406837,0.9601265644245252,922.0,921.0,314.0,312.0,-1.6529224470530202,1.6529224470530202,-2.14,1000,3000,1.63,-58228.0,-3882.0,-0.21,15,8,7,53.33
605,4118,カネカ,化学,7327,第四北越フィナンシャルグループ,銀行業,0.9149106870569971,0.9043903614781046,3395.0,3380.0,2761.0,2737.0,-1.6504313115737248,1.6504313115737248,-10.03,200,200,19.02,83242.0,20810.0,1.21,4,2,2,50.0
275,7012,川崎重工業,輸送用機器,8058,三菱商事,卸売業,0.9438707086394912,0.9280410176011848,2420.0,2419.0,2679.5,2673.0,1.6461910360377765,1.6461910360377765,7.27,300,300,9.5,107970.0,10797.0,0.6,10,6,4,60.0
452,1860,戸田建設,建設業,8002,丸紅,卸売業,0.9279539882502692,0.9459480667214688,631.0,630.0,736.0,727.9,1.6403676780041403,1.6403676780041403,3.06,1500,1300,0.13,107158.0,5640.0,0.25,19,11,8,57.89
674,2914,日本たばこ産業,食料品,9404,日本テレビホールディングス,情報・通信業,0.9077269686767702,0.9338596841563984,2350.0,2363.5,1428.0,1400.0,1.639389447327274,1.639389447327274,6.57,400,700,3.66,-23519.0,-1680.0,-0.05,14,7,7,50.0
694,4118,カネカ,化学,5201,ＡＧＣ,ガラス・土石製品,0.9060404905352216,0.9188472309219008,3395.0,3380.0,3405.0,3380.0,-1.6340770765034631,1.6340770765034631,-7.59,200,200,0.0,-30051.0,-2504.0,-0.05,12,5,7,41.67
666,4208,宇部興産,化学,6995,東海理化電機製作所,輸送用機器,0.9083708815595148,0.9403614012320904,2197.0,2193.0,1893.0,1860.0,-1.6305989539248615,1.6305989539248615,-4.24,400,500,6.02,90017.0,5626.0,0.39,16,8,8,50.0
191,6417,ＳＡＮＫＹＯ,機械,9627,アインホールディングス,小売業,0.9506535617680998,0.9096783297866774,3750.0,3755.0,6290.0,6290.0,-1.626724105868347,1.626724105868347,-4.97,200,100,19.4,176932.0,14744.0,0.85,12,9,3,75.0
410,6269,三井海洋開発,機械,6361,荏原製作所,機械,0.9314814116007348,0.9084817381326952,2611.0,2624.0,2874.0,2865.0,-1.6144885385443886,1.6144885385443886,-6.35,300,300,8.41,612473.0,38280.0,2.46,16,12,4,75.0
165,6301,小松製作所,機械,8586,日立キャピタル,その他金融業,0.9540614145484746,0.9315040432433872,2487.0,2491.0,2235.0,2222.0,1.6101142397959618,1.6101142397959618,3.99,400,400,10.8,299546.0,27231.0,1.66,11,8,3,72.73
569,1820,西松建設,建設業,5803,フジクラ,非鉄金属,0.9173982148736752,0.9120361636152579,2003.0,2005.0,411.0,415.0,-1.6041775591548992,1.6041775591548992,-9.46,400,1900,1.68,-11520.0,-678.0,0.0,17,10,7,58.82
703,1820,西松建設,建設業,5401,日本製鉄,鉄鋼,0.9056218846026092,0.9344439861531302,2003.0,2005.0,1519.0,1525.5,1.6019227745820417,1.6019227745820417,7.59,400,500,4.89,19823.0,1416.0,0.03,14,6,8,42.86
30,6995,東海理化電機製作所,輸送用機器,8002,丸紅,卸売業,0.9723647674211472,0.9411999334312926,1893.0,1860.0,736.0,727.9,1.5991225008625811,1.5991225008625811,3.45,500,1300,1.75,66509.0,4434.0,0.26,15,9,6,60.0
683,3591,ワコールホールディングス,繊維製品,8377,ほくほくフィナンシャルグループ,銀行業,0.906878787465946,0.9165857392615644,2826.0,2802.0,1054.0,1053.0,1.5821319073456337,1.5821319073456337,5.48,300,800,0.21,133114.0,7006.0,0.51,19,12,7,63.16
629,4004,昭和電工,化学,5393,ニチアス,ガラス・土石製品,0.91298769511399,0.9534129748855672,2882.0,2867.0,1902.0,1917.0,-1.5818602924550087,1.5818602924550087,-5.35,300,400,10.85,394973.0,18808.0,1.25,21,13,8,61.9
551,8273,イズミ,小売業,9003,相鉄ホールディングス,陸運業,0.9196677490959816,0.9163792431559964,4405.0,4310.0,2915.0,2869.0,1.5759267424673944,1.5759267424673944,3.53,200,300,0.15,251215.0,22838.0,1.38,11,8,3,72.73
362,5802,住友電気工業,非鉄金属,7278,エクセディ,輸送用機器,0.9353688166420862,0.9185478530357696,1390.0,1377.5,2145.0,2119.0,1.5737825593468124,1.5737825593468124,3.34,600,400,2.49,231159.0,14447.0,0.85,16,10,6,62.5
589,4202,ダイセル,化学,7181,かんぽ生命保険,保険業,0.9159558885236136,0.9366600403884582,909.0,912.0,1659.0,1649.0,1.5705887491880697,1.5705887491880697,6.84,1100,600,1.39,-95243.0,-5291.0,-0.35,18,6,12,33.33
658,4676,フジ・メディア・ホールディングス,情報・通信業,7846,パイロットコーポレーション,その他製品,0.908898563780607,0.9229872144406964,1426.0,1400.0,4070.0,4020.0,-1.5646285126290913,1.5646285126290913,-4.8,600,200,4.48,194312.0,14947.0,0.86,13,7,6,53.85
58,5802,住友電気工業,非鉄金属,5803,フジクラ,非鉄金属,0.9683766587726272,0.9625057650962504,1390.0,1377.5,411.0,415.0,-1.5608148043079366,1.5608148043079366,-6.33,700,2300,1.01,-335941.0,-17681.0,-0.93,19,7,12,36.84
34,2768,双日,卸売業,5802,住友電気工業,非鉄金属,0.9713347262496704,0.9020613410783286,340.0,337.0,1390.0,1377.5,-1.5604167500885535,1.5604167500885535,-4.33,2900,700,1.35,-3024.0,-202.0,0.0,15,8,7,53.33
602,4634,東洋インキＳＣホールディングス,化学,6472,ＮＴＮ,機械,0.9151717837802908,0.909268822392124,2517.0,2497.0,314.0,312.0,1.5531494361312044,1.5531494361312044,4.8,400,3200,0.04,-188787.0,-9936.0,-0.59,19,8,11,42.11
363,9506,東北電力,電気・ガス業,9508,九州電力,電気・ガス業,0.9352859506446096,0.9797372651694628,1111.0,1096.0,1077.0,1059.0,1.5518199184585717,1.5518199184585717,1.8,900,900,3.38,156516.0,12040.0,0.62,13,10,3,76.92
22,5401,日本製鉄,鉄鋼,6586,マキタ,機械,0.9748199982478348,0.9098514353770828,1519.0,1525.5,3350.0,3385.0,-1.5499105603350771,1.5499105603350771,-8.01,400,200,9.87,95483.0,8680.0,0.65,11,6,5,54.55
730,4202,ダイセル,化学,5406,神戸製鋼所,鉄鋼,0.9026493828136408,0.953249387332502,909.0,912.0,588.0,587.0,1.5386908925128482,1.5386908925128482,7.63,1000,1600,2.98,218961.0,12880.0,0.65,17,10,7,58.82
347,6770,アルプスアルパイン,電気機器,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,0.9369775159600602,0.9416579256705938,2047.0,2038.0,558.0,554.1,1.5362657598246088,1.5362657598246088,2.94,400,1500,1.96,-95865.0,-7374.0,-0.49,13,6,7,46.15
368,4208,宇部興産,化学,9810,日鉄物産,卸売業,0.9350032354064683,0.9316969898529404,2197.0,2193.0,4285.0,4260.0,1.5329378947247978,1.5329378947247978,2.56,400,200,2.96,320401.0,32040.0,2.2,10,8,2,80.0
488,4182,三菱瓦斯化学,化学,9810,日鉄物産,卸売業,0.9247287829504676,0.9101712200840189,1440.0,1434.0,4285.0,4260.0,1.5325777128969258,1.5325777128969258,5.15,600,200,0.99,-218212.0,-16786.0,-1.35,13,5,8,38.46
679,5393,ニチアス,ガラス・土石製品,8586,日立キャピタル,その他金融業,0.9074436980024017,0.9206260447620238,1902.0,1917.0,2235.0,2222.0,1.5293338198031818,1.5293338198031818,4.5,500,400,7.84,252743.0,25274.0,1.63,10,5,5,50.0
226,5803,フジクラ,非鉄金属,9072,ニッコンホールディングス,陸運業,0.9478409036847808,0.9048032091959468,411.0,415.0,2543.0,2500.0,1.528773466843398,1.528773466843398,8.11,2400,400,0.4,-310806.0,-16358.0,-0.97,19,8,11,42.11
24,4208,宇部興産,化学,5803,フジクラ,非鉄金属,0.9741810871165232,0.9233849159312958,2197.0,2193.0,411.0,415.0,-1.5257144645640728,1.5257144645640728,-7.49,400,2100,0.65,-75245.0,-4703.0,-0.36,16,9,7,56.25
693,7211,三菱自動車工業,輸送用機器,8385,伊予銀行,銀行業,0.90606712114245,0.9266756518874399,491.0,487.0,584.0,573.0,-1.5200836630426782,1.5200836630426782,-4.99,2000,1700,0.01,68202.0,3789.0,0.2,18,11,7,61.11
563,8316,三井住友フィナンシャルグループ,銀行業,8750,第一生命ホールディングス,保険業,0.9179517226849838,0.909616747741694,3748.0,3733.0,1633.5,1640.0,-1.5141948102838527,1.5141948102838527,-4.75,200,500,9.83,36218.0,2012.0,0.14,18,9,9,50.0
40,7731,ニコン,精密機器,8377,ほくほくフィナンシャルグループ,銀行業,0.970426229442822,0.9184491576735704,1360.0,1359.0,1054.0,1053.0,-1.5103862977500695,1.5103862977500695,-4.63,700,900,0.38,-130307.0,-8144.0,-0.51,16,7,9,43.75
233,7012,川崎重工業,輸送用機器,7259,アイシン精機,輸送用機器,0.9472097786258524,0.905928457284768,2420.0,2419.0,3395.0,3415.0,1.5092724953695371,1.5092724953695371,4.23,300,200,6.25,151798.0,30360.0,1.68,5,3,2,60.0
270,4581,大正製薬ホールディングス,医薬品,6674,ジーエス・ユアサ　コーポレーション,電気機器,0.9443077770168008,0.9259882100761,8050.0,7890.0,1883.0,1870.0,1.4874215025544089,1.4874215025544089,3.34,100,400,5.2,-89440.0,-9938.0,-0.64,9,3,6,33.33
516,4004,昭和電工,化学,6301,小松製作所,機械,0.9224782168976674,0.9396496431249476,2882.0,2867.0,2487.0,2491.0,-1.4871631333567341,1.4871631333567341,-4.77,300,300,13.11,81568.0,4078.0,0.3,20,9,11,45.0
535,8002,丸紅,卸売業,8308,りそなホールディングス,銀行業,0.920926105010294,0.9159037198405008,736.0,727.9,470.1,468.9,-1.4858661964015665,1.4858661964015665,-3.34,1300,2000,0.9,352265.0,22017.0,1.14,16,12,4,75.0
729,9072,ニッコンホールディングス,陸運業,9201,日本航空,空運業,0.9026912254482202,0.9093628219028504,2543.0,2500.0,3372.0,3322.0,1.4835900581915509,1.4835900581915509,2.88,400,300,0.34,121763.0,8697.0,0.58,14,11,3,78.57
302,4676,フジ・メディア・ホールディングス,情報・通信業,7167,めぶきフィナンシャルグループ,銀行業,0.9415888957090646,0.9665835658860084,1426.0,1400.0,272.0,269.0,-1.4815108604360834,1.4815108604360834,-5.5,700,3600,1.18,-109871.0,-5783.0,-0.28,19,9,10,47.37
67,7167,めぶきフィナンシャルグループ,銀行業,7278,エクセディ,輸送用機器,0.9665161913041928,0.9491449544961236,272.0,269.0,2145.0,2119.0,1.4798181491559732,1.4798181491559732,2.91,3200,400,1.56,282252.0,16603.0,1.17,17,10,7,58.82
267,2292,Ｓ　Ｆｏｏｄｓ,食料品,6674,ジーエス・ユアサ　コーポレーション,電気機器,0.9444325889288838,0.9106498851929786,3120.0,3025.0,1883.0,1870.0,-1.4790777490277354,1.4790777490277354,-6.09,300,500,3.03,119295.0,8521.0,0.63,14,8,6,57.14
254,8242,エイチ・ツー・オー　リテイリング,小売業,8309,三井住友トラスト・ホールディングス,銀行業,0.9455600064604336,0.9046347897766324,1228.0,1204.0,3930.0,3932.0,-1.4786164409199285,1.4786164409199285,-3.82,700,200,7.17,176009.0,10353.0,0.56,17,11,6,64.71
43,5802,住友電気工業,非鉄金属,7259,アイシン精機,輸送用機器,0.9698479242603464,0.9613453065797656,1390.0,1377.5,3395.0,3415.0,1.4782184436304535,1.4782184436304535,3.89,500,200,0.84,-3935.0,-328.0,-0.27,12,6,6,50.0
366,5802,住友電気工業,非鉄金属,9810,日鉄物産,卸売業,0.9350639012053104,0.9350473636973176,1390.0,1377.5,4285.0,4260.0,1.4736798210131592,1.4736798210131592,3.56,600,200,2.99,50173.0,3859.0,0.13,13,9,4,69.23
513,7201,日産自動車,輸送用機器,8242,エイチ・ツー・オー　リテイリング,小売業,0.9228981025507084,0.9192261888418288,693.3,685.9,1228.0,1204.0,-1.465139566931445,1.465139566931445,-5.39,1400,800,0.31,296162.0,16453.0,0.92,18,13,5,72.22
86,4182,三菱瓦斯化学,化学,6473,ジェイテクト,機械,0.9635271035388432,0.9006624443599309,1440.0,1434.0,1268.0,1260.0,1.4593721961638986,1.4593721961638986,3.16,600,700,2.51,-105578.0,-5557.0,-0.34,19,8,11,42.11
392,4581,大正製薬ホールディングス,医薬品,5463,丸一鋼管,鉄鋼,0.9335258271904152,0.923178104248762,8050.0,7890.0,2915.0,2869.0,-1.4558738145293963,1.4558738145293963,-3.46,100,300,9.09,-171946.0,-19105.0,-1.03,9,3,6,33.33
493,7259,アイシン精機,輸送用機器,7267,本田技研工業,輸送用機器,0.9242813046863004,0.9053204278983292,3395.0,3415.0,2855.0,2840.0,-1.4533808589372548,1.4533808589372548,-5.48,200,200,16.84,41842.0,6974.0,0.61,6,4,2,66.67
207,4061,デンカ,化学,5020,ＪＸＴＧホールディングス,石油・石炭製品,0.9491076899177038,0.9191024220966414,3005.0,2942.0,499.5,500.0,-1.4526081765632433,1.4526081765632433,-4.63,300,1800,1.97,83310.0,4385.0,0.36,19,10,9,52.63
170,4182,三菱瓦斯化学,化学,7211,三菱自動車工業,輸送用機器,0.9535608477416244,0.924435416284752,1440.0,1434.0,491.0,487.0,1.444916292066012,1.444916292066012,3.27,600,1800,1.88,438001.0,25765.0,1.47,17,13,4,76.47
296,4061,デンカ,化学,6752,パナソニック,電気機器,0.9419022134517724,0.9313039820301212,3005.0,2942.0,894.0,890.9,-1.4416812972015052,1.4416812972015052,-4.7,300,1000,0.94,218797.0,12155.0,0.81,18,12,6,66.67
273,7186,コンコルディア・フィナンシャルグループ,銀行業,8002,丸紅,卸売業,0.9439744783583526,0.9325430019292552,419.0,418.0,736.0,727.9,1.4398111603915813,1.4398111603915813,3.74,2300,1300,1.6,9986.0,555.0,0.02,18,10,8,55.56
337,4581,大正製薬ホールディングス,医薬品,7201,日産自動車,輸送用機器,0.9378935268839048,0.9468088038317672,8050.0,7890.0,693.3,685.9,1.436824330686702,1.436824330686702,3.31,100,1200,4.32,60147.0,6683.0,0.36,9,5,4,55.56
110,7167,めぶきフィナンシャルグループ,銀行業,8377,ほくほくフィナンシャルグループ,銀行業,0.9598584083751538,0.971227559543282,272.0,269.0,1054.0,1053.0,1.4260391823379202,1.4260391823379202,3.86,3500,900,0.65,56070.0,3298.0,0.18,17,11,6,64.71
621,4061,デンカ,化学,6371,椿本チエイン,機械,0.9132952296134718,0.9049431536858856,3005.0,2942.0,3520.0,3460.0,-1.4196579562519325,1.4196579562519325,-4.64,200,200,14.97,-106614.0,-9692.0,-0.52,11,4,7,36.36
348,6361,荏原製作所,機械,8012,長瀬産業,卸売業,0.9368814488022916,0.925332580546972,2874.0,2865.0,1561.0,1534.0,1.417046358671901,1.417046358671901,3.78,300,600,7.09,350145.0,21884.0,1.26,16,12,4,75.0
8,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,6586,マキタ,機械,0.9820570330136628,0.9305778890527366,1327.0,1310.0,3350.0,3385.0,-1.416197175913769,1.416197175913769,-6.56,500,200,3.25,172837.0,19204.0,1.1,9,7,2,77.78
29,4182,三菱瓦斯化学,化学,5803,フジクラ,非鉄金属,0.9731817414202528,0.9043210965136496,1440.0,1434.0,411.0,415.0,-1.4157897065222247,1.4157897065222247,-4.52,600,2100,1.29,-458.0,-31.0,0.03,15,9,6,60.0
498,4676,フジ・メディア・ホールディングス,情報・通信業,6752,パナソニック,電気機器,0.9240509069753872,0.9389464792122644,1426.0,1400.0,894.0,890.9,-1.4135829972898049,1.4135829972898049,-4.45,700,1100,0.0,-6631.0,-368.0,-0.02,18,11,7,61.11
255,6472,ＮＴＮ,機械,7259,アイシン精機,輸送用機器,0.9455140690262648,0.9340485440937736,314.0,312.0,3395.0,3415.0,1.3817265283206437,1.3817265283206437,3.91,2200,200,0.5,324506.0,19089.0,1.1,17,13,4,76.47
434,1820,西松建設,建設業,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,0.929554482307402,0.9516765348497502,2003.0,2005.0,1327.0,1310.0,1.3766723114139618,1.3766723114139618,6.36,400,600,2.0,-107662.0,-5981.0,-0.32,18,7,11,38.89
306,4902,コニカミノルタ,電気機器,5214,日本電気硝子,ガラス・土石製品,0.9409502234094304,0.9097403568571096,771.0,767.0,2415.0,2393.0,-1.3742425953911,1.3742425953911,-11.94,1200,400,3.84,1981.0,99.0,0.0,20,9,11,45.0
71,4581,大正製薬ホールディングス,医薬品,7189,西日本フィナンシャルホールディングス,銀行業,0.9653865365136473,0.966907859254582,8050.0,7890.0,752.0,758.0,-1.3717977415668894,1.3717977415668894,-4.54,100,1000,3.93,-41748.0,-6958.0,-0.4,6,2,4,33.33
224,5393,ニチアス,ガラス・土石製品,7762,シチズン時計,精密機器,0.9479234411647024,0.9268113794857804,1902.0,1917.0,528.0,532.0,1.3654235759939828,1.3654235759939828,2.63,500,1800,0.09,316710.0,19794.0,1.08,16,11,5,68.75
476,3148,クリエイトＳＤホールディングス,小売業,9072,ニッコンホールディングス,陸運業,0.9254862474672984,0.9126706216030596,2559.0,2516.0,2543.0,2500.0,1.362879482225793,1.362879482225793,2.28,300,300,0.64,196642.0,14046.0,0.91,14,10,4,71.43
598,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,7259,アイシン精機,輸送用機器,0.9156074398976356,0.9479790287043219,1327.0,1310.0,3395.0,3415.0,-1.353593760905605,1.353593760905605,-5.77,500,200,4.1,26048.0,2894.0,-0.01,9,4,5,44.44
549,6301,小松製作所,機械,7186,コンコルディア・フィナンシャルグループ,銀行業,0.9200993515318788,0.9202326352578771,2487.0,2491.0,419.0,418.0,-1.352567057925392,1.352567057925392,-4.0,400,2400,0.68,306602.0,18035.0,0.96,17,11,6,64.71
720,6674,ジーエス・ユアサ　コーポレーション,電気機器,9810,日鉄物産,卸売業,0.9038580677796952,0.9114087060281671,1883.0,1870.0,4285.0,4260.0,-1.3458168587959565,1.3458168587959565,-4.22,500,200,9.74,44891.0,5611.0,0.42,8,3,5,37.5
749,7201,日産自動車,輸送用機器,9072,ニッコンホールディングス,陸運業,0.9006472315754981,0.9019703845327786,693.3,685.9,2543.0,2500.0,-1.34430235750251,1.34430235750251,-5.35,1500,400,2.88,100544.0,5586.0,0.3,18,9,9,50.0
504,6750,エレコム,電気機器,6920,レーザーテック,電気機器,0.9235154898745932,0.9182739563454262,4330.0,4285.0,6690.0,6760.0,-1.344292064275147,1.344292064275147,-20.13,200,100,26.78,84605.0,5640.0,0.47,15,9,6,60.0
487,1963,日揮,建設業,4676,フジ・メディア・ホールディングス,情報・通信業,0.9248155501405004,0.9229334465122256,1428.0,1413.0,1426.0,1400.0,1.3439747722636783,1.3439747722636783,5.19,700,700,0.92,15244.0,847.0,0.13,18,8,10,44.44
601,5406,神戸製鋼所,鉄鋼,7327,第四北越フィナンシャルグループ,銀行業,0.9152102728428092,0.9140100875946321,588.0,587.0,2761.0,2737.0,-1.3436777499737385,1.3436777499737385,-8.93,1400,300,0.09,113540.0,28385.0,1.74,4,3,1,75.0
61,5401,日本製鉄,鉄鋼,7751,キヤノン,電気機器,0.9676213426443636,0.9082046028538774,1519.0,1525.5,2893.5,2926.0,-1.3414098490373376,1.3414098490373376,-6.24,600,300,4.27,44965.0,3459.0,0.18,13,8,5,61.54
333,8377,ほくほくフィナンシャルグループ,銀行業,9505,北陸電力,電気・ガス業,0.9381522578591436,0.933304397645224,1054.0,1053.0,753.0,744.0,-1.340578050801116,1.340578050801116,-3.78,900,1300,2.06,229527.0,15302.0,0.83,15,9,6,60.0
465,4523,エーザイ,医薬品,4581,大正製薬ホールディングス,医薬品,0.926936847714754,0.9437951218020418,5600.0,5493.0,8050.0,7890.0,-1.3386677445671091,1.3386677445671091,-3.43,100,100,30.38,0.0,0.0,0.0,0,0,0,0.0
17,7211,三菱自動車工業,輸送用機器,7259,アイシン精機,輸送用機器,0.9756716520344054,0.9243118999085712,491.0,487.0,3395.0,3415.0,1.3348756986835213,1.3348756986835213,2.29,1400,200,0.18,171947.0,10115.0,0.46,17,9,8,52.94
