YEAR,MONTH,open_date,close_date,sellCode,sellCodeName,sellOpenPrice,sellMount,sellClosePrice,sellTradeFee,sellInterestFee,sellOtherFee,buyCode,buyCodeName,buyOpenPrice,buyMount,buyClosePrice,buyTradeFee,buyInterestFee,buyOtherFee,totalReturn,totalReturnRate,open_days,result
2019,10,2019-09-18,2019-10-04,6472,MTN,320.0,1200,313,396.00000000000006,185.16164383561645,60,6752,パナソニック,896.9,400,880.4,396.00000000000006,440.34104109589043,40,282.4973150684931,0.0003803345832684758,16,OVER MAX DAY
2019,10,2019-09-24,2019-10-10,6305,日立建機,2638.0,300,2464,770.0000000000001,381.60657534246576,30,3861,王子ホールディングス,525.0,1500,518.0,770.0000000000001,966.5753424657535,750,38031.818082191785,0.024087540744943813,16,OVER MAX DAY
2019,10,2019-10-09,2019-10-15,3099,三越伊勢丹ホールディングス,872.0,1200,876,770.0000000000001,189.21205479452055,0,7211,三菱自動車工業,454.0,2200,486.0,770.0000000000001,459.7216438356165,0,63411.06630136986,0.031004824125449765,6,STOP PROFIT OVER RATIO
2019,10,2019-10-15,2019-10-17,7453,良品計画,2127.0,500,2246,770.0000000000001,64.1013698630137,0,8308,りそなホールディングス,462.3,2300,459.2,770.0000000000001,163.13490410958903,0,-68397.23627397265,-0.03215984477732764,2,STOP LOSS OVER RATIO
2019,10,2019-10-04,2019-10-21,8750,第一生命ホールディングス,1635.0,600,1741.5,770.0000000000001,502.5945205479452,0,8002,丸紅,695.28,1400,734.7,770.0000000000001,1269.4098410958904,0,-12024.004361643734,-0.006152299212053536,17,OVER MAX DAY
2019,10,2019-10-07,2019-10-23,6770,アルプスアルパイン,2105.0,400,2145,770.0000000000001,406.0054794520548,80,8601,大和証券グループ本社,488.91,1700,499.0,770.0000000000001,1020.1475506849316,0,-1893.1530301370303,-0.0011314923495287805,16,OVER MAX DAY
2019,10,2019-10-07,2019-10-23,5803,フジクラ,413.0,1700,459,770.0000000000001,338.54684931506847,85,7259,アイシン精機,3400.0,200,3720.0,770.0000000000001,834.6301369863014,0,-16998.176986301372,-0.012298803984010833,16,OVER MAX DAY
2019,10,2019-10-10,2019-10-28,7186,コンコルディア・フィナンシャルグループ,410.0,1800,439,770.0000000000001,400.3397260273972,1350,8309,三井住友トラスト・ホールディングス,3719.0,200,3970.0,770.0000000000001,1027.0553424657535,0,-6317.395068493151,-0.004263325056345762,18,OVER MAX DAY
2019,11,2019-11-13,2019-11-20,1820,西松建設,2431.0,400,2375.0,770.0000000000001,205.13643835616438,0,4508,田辺三菱製薬,1338.76,700,2004.0,770.0000000000001,503.22704657534246,0,485819.6365150685,0.25441816974791126,7,STOP PROFIT OVER RATIO
2019,11,2019-11-13,2019-11-21,8002,丸紅,814.0,1300,794.1,770.0000000000001,255.12767123287668,0,8601,大和証券グループ本社,515.02,2000,533.3,770.0000000000001,632.1341369863013,0,60002.738191780736,0.028733640861098694,8,STOP PROFIT OVER RATIO
2019,11,2019-11-14,2019-11-29,3105,日清紡ホールディングス,970.0,1100,999.0,770.0000000000001,482.3424657534247,165,6301,小松製作所,2639.5,400,2580.0,770.0000000000001,1214.8931506849315,0,-59102.23561643836,-0.027841641047879385,15,STOP LOSS OVER RATIO
2019,12,2019-11-15,2019-12-02,6770,アルプスアルパイン,2386.0,400,2472.0,770.0000000000001,488.9665753424658,488,1911,住友林業,1573.0,600,1594.0,770.0000000000001,1230.8186301369863,-420,-25127.785205479453,-0.013237691078642637,17,OVER MAX DAY
2019,12,2019-11-20,2019-12-06,4182,三菱瓦斯化学,1627.0,600,1681.0,770.0000000000001,470.7156164383561,120,1824,前田建設工業,973.0,1000,1062.0,770.0000000000001,1194.2575342465752,0,53275.02684931507,0.027331739610771122,16,OVER MAX DAY
